probability,efficiency,purity,rel_uncertainty,efficiency*purity,efficiency*purity**2
0.0,1.0,0.4940135346173868,0.028338575045016235,0.4940135346173868,0.244049372385164
0.01,1.0,0.5507036123603656,0.02633034443986989,0.5507036123603656,0.3032744686667558
0.02,1.0,0.5725490196078431,0.02562779032036946,0.5725490196078431,0.3278123798539023
0.03,1.0,0.5899906745414983,0.025091424446344907,0.5899906745414983,0.34808899604593224
0.04,1.0,0.6021573604060914,0.02472925543245803,0.6021573604060914,0.3625934866912314
0.05,1.0,0.6142394822006473,0.02437878883300163,0.6142394822006473,0.37729014149411927
0.06,1.0,0.6234192806700608,0.024118351734977023,0.6234192806700608,0.38865159951117606
0.07,1.0,0.6316139767054908,0.023889955845636742,0.6316139767054908,0.39893621556972425
0.08,1.0,0.6406751054852321,0.02364174936373506,0.6406751054852321,0.4104645907885133
0.09,0.9997365648050579,0.6472795497185742,0.023466709368956132,0.647109033504212,0.4188604438254281
0.1,0.9997365648050579,0.6579403606102635,0.02318391380613874,0.6577670359631058,0.43277148083911
0.11,0.9997365648050579,0.664390756302521,0.023015585484382227,0.6642157323941167,0.4412987927933601
0.12,0.9994731296101159,0.6711480629754113,0.02284443719559352,0.6707944549338015,0.4502023990834677
0.13,0.9989462592202318,0.6789615040286482,0.022651710201996213,0.6782460546039605,0.46050296133540164
0.14,0.9989462592202318,0.6847237269772481,0.02250694967653151,0.6840022056632574,0.4683525395224038
0.15,0.9984193888303478,0.6941391941391941,0.022279505891909815,0.6930420299756443,0.481067636191885
0.16,0.9981559536354057,0.7008879023307436,0.022117535292207238,0.6995954325424625,0.4903379751948558
0.17,0.9971022128556375,0.7073444216034386,0.021973184584868424,0.7052946880318796,0.4988862631658875
0.18,0.9960484720758693,0.7133962264150944,0.021840051989632087,0.7105772213054456,0.5069231082558283
0.19,0.9952581664910432,0.7192080715781458,0.021711060512874407,0.7157977066444243,0.5148074882357957
0.2,0.9934141201264489,0.7244956772334294,0.02160701641743323,0.719724235734263,0.5214370975896073
0.21,0.9931506849315068,0.7303370786516854,0.021473946576136972,0.7253347698937971,0.5297388768887282
0.22,0.9926238145416227,0.7363689661911276,0.021340616234580282,0.7309373721307083,0.5382395970663492
0.23,0.9918335089567967,0.7431898934070272,0.021193488298326305,0.7371206397991195,0.5478206097204273
0.24,0.9913066385669126,0.7490047770700637,0.021067762929023216,0.7424934078278846,0.5561311094061167
0.25,0.9899894625922023,0.7531062124248497,0.02098979647995212,0.7455672145133259,0.5614913010302762
0.26,0.9889357218124342,0.7602268124746862,0.020842624019199313,0.7518154515358197,0.5715502642902931
0.27,0.987881981032666,0.7665576451349142,0.020714353585001014,0.7572684850516144,0.5804899466360495
0.28,0.9870916754478398,0.7714638665843113,0.020615521520550413,0.7615055606141766,0.5874740242168663
0.29,0.9855110642781876,0.7788881948782012,0.020471341351024637,0.7676029338881324,0.5978768635593387
0.3,0.9847207586933614,0.7864506627393225,0.020317643173940636,0.7744342932875625,0.6090543632040624
0.31,0.9826132771338251,0.7921002335952432,0.020219525613903274,0.7783282063514902,0.616513954064782
0.32,0.9810326659641728,0.7972596874330978,0.02012709957190495,0.7821377966282551,0.6235669352694545
0.33,0.9783983140147524,0.8006035783574046,0.020084066988660762,0.7833091912590624,0.6271201414822499
0.34,0.976290832455216,0.8058273537725592,0.019996769901401947,0.7867218580297957,0.6339619930111813
0.35,0.9749736564805058,0.8112669881630864,0.01989760096651139,0.7909639418312916,0.6416829348350745
0.36,0.9710221285563752,0.8160283373920744,0.01983994063893893,0.7923815731367719,0.6466058177069164
0.37,0.9689146469968388,0.820615796519411,0.019767504871444845,0.7951066648046348,0.6524770890565477
0.38,0.9675974710221286,0.8266936754445194,0.019657257834124364,0.7999067096701054,0.6612778178299115
0.39,0.9652265542676501,0.8300860897145447,0.019612712034084805,0.8012211361206775,0.6650825198790581
0.4,0.9631190727081138,0.8348938113724594,0.019537277273991873,0.804102153418786,0.6713399116006123
0.41,0.9602212855637513,0.8400553122839364,0.01946327561101558,0.8066389919059399,0.6776213702459439
0.42,0.9575869336143309,0.8459390272282988,0.019372810884685836,0.8100601591082367,0.6852615029924227
