plot_type,lower_bin,n_total,n_incorrect,accuracy,error_accuracy
multi-ring,0,6288,2084,0.7510750119445772,0.004725647185888231
multi-ring,1,3436,939,0.7853714285714286,0.006207150673769766
multi-ring,2,819,250,0.7661365762394762,0.012946291976746642
multi-ring,3,413,122,0.77196261682243,0.018139456403105905
multi-ring,4,318,84,0.791044776119403,0.020277486614887257
multi-ring,5,231,66,0.7777777777777778,0.024123664714034432
multi-ring,6,158,49,0.7632850241545894,0.0295441204541653
multi-ring,7,125,38,0.7668711656441718,0.033118098859564814
multi-ring,8,64,15,0.810126582278481,0.04412604256512355
