plot_type,lower_bin,n_total,n_incorrect,accuracy,error_accuracy
1-ring,0,8492,972,0.8972950126796281,0.0031205132270306674
1-ring,1,2942,394,0.88189448441247,0.005587665275409408
1-ring,2,788,142,0.8473118279569892,0.011794590256261176
1-ring,3,518,91,0.8505747126436781,0.014446400046725153
1-ring,4,380,70,0.8444444444444444,0.017085277918030807
1-ring,5,280,52,0.8433734939759037,0.01994681510003238
1-ring,6,191,51,0.7892561983471075,0.026216742152329508
1-ring,7,109,21,0.8384615384615385,0.03227809294984502
1-ring,8,10,5,0.6666666666666667,0.12171612389003691
