plot_type,lower_bin,n_total,n_incorrect,accuracy,error_accuracy
multi-ring,0,6477,1886,0.7744828410857347,0.004569983663156161
multi-ring,1,3504,910,0.7938377888536474,0.0060891160569239815
multi-ring,2,847,204,0.8058991436726927,0.012199800106780357
multi-ring,3,425,126,0.7713248638838476,0.01789173014809404
multi-ring,4,314,90,0.7772277227722773,0.02070208231541698
multi-ring,5,240,56,0.8108108108108107,0.02276470714718396
multi-ring,6,158,49,0.7632850241545894,0.0295441204541653
multi-ring,7,118,30,0.7972972972972973,0.033045251224822575
multi-ring,8,51,14,0.7846153846153846,0.05098930247388046
