LikelihoodQ,LikelihoodT,LikelihoodTheta,LikelihoodPhi
0.460922,2.03024,0.138186,0.204357
-2.04791,-2.26412,-5.08797,-2.84948
0.474976,-0.873789,-1.46271,-0.633385
-1.54713,-1.818,-1.27512,-1.80269
1.30888,-0.0487688,0.0226804,0.151133
-0.682864,-2.41176,-3.17392,-0.89852
-0.542932,1.39299,0.0751151,0.150427
0.0361777,-0.900333,-3.21702,-0.599558
-1.77427,-2.78965,-2.17457,-2.34937
-1.48707,-0.968023,-3.94236,-2.36269
-1.10559,-0.160029,-0.180723,0.0803029
-0.806293,0.0483967,-0.984696,-0.0235277
-0.151618,-0.543174,0.16337,-0.775831
0.590329,0.0753949,0.0819664,0.192784
-2.01724,0.100338,-0.134029,0.0805254
-0.410422,-0.110366,-0.599808,-0.695722
-1.66621,-0.552117,0.104329,-0.0690516
-0.880943,-0.0495495,-0.000674643,-0.862213
-1.81182,-0.986512,-0.532009,-5.60896
-0.596724,0.132343,-0.114678,-0.05595
-1.23385,-0.80579,-1.89592,-1.28905
-0.0900466,-0.122051,-1.09385,-1.69794
0.315815,-0.412275,-0.608893,-0.072301
-2.35288,-2.7562,-5.62174,-2.91518
-3.41109,-2.11191,-3.89651,-2.30758
-0.388103,-0.355459,-1.69465,-0.579911
0.155621,-0.00652358,0.0834296,-0.17037
-0.58584,-0.573892,0.113699,-0.801026
0.0264928,-0.333995,-0.0221103,-1.39841
-2.28402,-0.867403,-1.10301,-1.05739
1.20944,-0.294705,-0.396715,-2.21743
-2.0404,0.0178532,0.126568,-0.287155
0.91801,-0.708555,-1.20965,-0.325191
1.03907,-0.308249,-0.228513,-1.55156
-1.67837,-2.0802,-1.90958,-0.891862
0.458262,-0.623229,-1.70252,-0.433843
-0.649277,-1.93482,-1.83322,-1.43165
-0.634283,-1.36784,-2.03203,-1.4107
-0.0862039,-0.219966,-0.0331404,-0.39576
-1.76056,0.17373,-0.620011,-1.65682
0.491644,-0.448092,-0.0402884,-1.32886
0.029081,0.123883,0.124154,0.0437708
-1.49289,-1.12975,-1.27231,-0.790107
0.143726,-0.215464,-0.756924,-0.918428
-1.52319,-1.40258,-1.7139,-1.94183
-1.30205,-1.47775,-1.10979,-0.80778
-0.16489,-0.0284079,-0.00578105,-0.307898
0.22988,0.664053,0.0392792,0.173597
-0.509471,-0.270863,0.146079,-0.681633
-2.00816,-1.10981,-2.03957,-0.428384
-0.326339,0.347647,0.122048,-0.177781
0.00287046,-0.846021,-0.679014,-0.496303
-3.00876,-1.60844,-10.1215,-4.34162
0.101652,0.171909,0.186067,-2.51319
-2.20608,-1.53286,-1.99413,-0.538963
-1.01413,-1.57495,-0.11375,-0.685598
0.507201,-0.970257,-0.0360908,-1.42897
-1.79277,-2.32864,-1.75416,-3.57375
-0.455855,-0.421151,0.0856892,-0.584749
-0.112398,-1.83978,-1.21656,-1.38871
-0.00717637,0.346001,0.062821,0.0650328
-1.45339,0.179639,0.0464874,-0.397362
0.0796201,0.0784276,-0.243381,0.192884
-1.06788,-0.291405,-1.70207,-1.20206
-1.27697,0.307078,-0.343429,-0.121687
-2.76723,-1.74669,-4.01163,-3.98683
0.0017188,-1.15816,-1.81379,-0.0777174
0.0380098,-0.404882,0.11097,-1.86521
-0.162264,-0.760559,-0.266271,-1.20819
-2.10517,-3.14541,-5.42958,-2.49113
0.175008,1.01529,0.0917385,-0.0559083
-2.39921,-0.682735,-0.361978,-2.3848
0.0374532,0.402245,-0.553458,-0.184456
0.150642,0.199493,0.0594021,0.254153
-0.252007,-0.487714,-0.0516088,-0.833049
-0.440713,-0.0654875,0.0426483,0.152469
0.871512,-0.021327,0.0920313,-0.0654584
-3.10931,-1.06994,-3.94135,-2.37761
-1.24804,-0.777811,-1.369,-2.32982
0.329531,0.131097,-0.142882,-1.82418
0.681596,0.0657591,0.101234,-3.43485
-0.42738,-0.231875,-0.946449,0.0427974
-1.45258,-2.18185,-1.64872,-2.28645
0.611723,-0.515316,-3.11083,-6.16003
-0.889357,-1.11553,-0.0848244,-2.01064
-0.338708,-1.18731,-2.6344,-1.48726
-0.219228,-0.0817219,-0.374296,-1.3134
-1.779,-1.69358,-0.707434,-0.803004
0.328152,-0.138798,0.00285511,-0.0521367
0.0197881,0.0731287,0.0496473,0.178263
-0.49519,-1.22977,-0.486965,-0.834465
0.332714,-0.395186,-0.64474,-2.46658
-0.174961,-1.348,0.100756,-1.30949
-0.570755,2.76439e-05,-0.163642,-0.28313
0.77973,-0.193232,-0.480986,0.0984295
-0.337723,-0.401189,0.00672536,0.000278217
0.15456,-1.20243,-0.321881,-1.93515
0.110801,0.0893674,-0.202602,-0.013305
-0.889237,-0.129135,-0.478602,-0.607377
-1.42573,-0.725979,-1.11173,-2.64662
-0.235951,-0.500244,-0.367232,0.0938402
-0.690954,0.40951,-2.37182,0.0284272
0.129732,-0.174653,-2.30908,-1.18772
0.236464,-0.280694,-0.144285,-0.835904
-1.53606,-0.106717,-0.391091,-0.176024
0.364117,-0.920647,-0.75903,-2.81847
0.0959831,-0.292499,0.0235902,-0.616867
1.12879,0.0203925,-0.0236805,-2.05162
0.307527,0.0861266,0.0734719,0.266413
0.399181,-0.199289,-0.0347448,-0.119411
-0.844119,-0.00378761,0.0245291,-1.2965
-0.906189,0.0425926,-0.449717,-2.78108
0.556969,0.104334,0.117867,0.0544527
0.579141,-0.617603,-2.36217,-0.774557
-0.566458,-0.225503,-2.15999,-1.19642
-0.187432,0.11423,0.139954,-1.47975
0.158614,0.180726,0.125135,0.173201
0.581004,0.35624,0.0296564,0.0938303
-0.0174986,0.0548617,0.114978,-0.0876663
0.358103,-0.25777,-0.0416451,-1.64618
-2.77806,-1.27832,-0.273683,-1.9589
0.385571,0.569738,-0.35454,0.223611
-2.13207,-2.26483,-2.90843,-4.30129
0.212159,0.981163,0.101716,0.227308
-0.824244,-0.484094,0.04658,-0.208127
-0.388618,-0.612882,-0.700845,-0.317187
-0.822346,-0.873678,-0.666218,-0.561986
-0.255695,-0.289738,-0.0143196,-0.880354
-0.22885,-0.315829,-0.756312,-0.420557
-0.741865,-1.5277,-1.29407,-2.09368
0.550666,0.0117624,-0.0130469,0.146395
-0.836299,0.0535738,0.127324,0.0362144
-1.08681,-0.529254,-0.14419,0.0262118
-0.146237,-0.0773625,0.130127,-0.140795
-0.382004,-0.0984916,-0.411773,0.0380259
-1.43311,-0.0513646,-0.411505,-0.558535
-0.869415,-0.234192,0.0647009,-0.174688
0.253152,-0.149206,-0.246186,-0.0880055
-1.05649,-1.15919,-0.317332,-3.3316
0.429588,-0.137469,-0.152324,0.214658
-0.00456656,0.108233,0.0860485,-1.09304
0.134146,-1.36736,-1.23884,-1.8213
-0.0872694,-1.17127,-1.02969,-1.32237
-1.51949,-0.292892,-1.12218,-0.359891
-1.68722,-0.673347,-2.16223,-0.965491
0.543015,0.544133,0.0970487,0.189565
-1.17629,-1.38287,-2.70859,-0.641745
-3.06999,-2.08692,-4.60862,-0.823219
-0.501377,-1.49362,-0.053483,-1.06378
1.199,-0.584183,-0.71968,-0.350736
1.09008,-0.0864439,-0.0831885,-0.396798
-0.12487,-0.600725,0.0226666,-0.140622
-1.15574,-0.264365,-0.264365,-1.47495
0.348426,-0.196797,0.0803657,-0.024353
-2.42913,-2.49609,-12.0701,-6.14986
-0.410028,-1.81547,-0.383732,-2.85211
-0.0842375,-0.339446,-2.03959,-0.668466
-1.04022,-1.03454,-0.3188,-0.502681
0.408598,-0.623643,-0.741412,-1.23535
0.635352,-0.204745,-0.424698,-0.631932
-1.21725,-0.293772,-0.285185,-0.206046
-0.331428,-0.35152,-0.0385484,-0.199656
-1.93801,0.113409,0.0852192,0.117529
0.27205,-0.22206,0.108879,-0.302596
-0.417571,0.0516823,-0.679361,0.0192089
0.139227,-0.129043,-1.27525,-0.15131
-1.11657,-1.32266,-2.48189,-1.12909
0.670531,-0.665567,-0.951857,-0.677461
-1.0984,0.0296995,-0.253154,0.0309017
-1.7665,-1.75859,-5.47789,-1.91711
-1.89621,-0.887057,-4.87627,-0.678395
0.493329,-0.461396,0.0445912,-0.284982
-1.75633,0.00570746,0.0853724,-0.547979
0.112766,-0.454712,-0.326657,-0.688279
-0.454319,0.090517,0.0631376,-0.0652041
-1.09317,-0.033112,-1.74712,-0.28628
1.02521,-0.901556,-2.52859,-1.25313
-0.910657,0.132988,0.149085,-0.490029
0.342599,-0.304853,-0.0522333,0.100924
1.24863,-0.0176818,0.0363106,-1.25019
0.682193,-0.312424,-0.143287,-0.255919
0.562318,-0.0515009,-0.112852,-0.14701
0.357091,-1.65672,-4.29225,-1.06594
-2.60832,0.0634325,0.0419718,0.0785133
-0.217699,0.284218,0.0372658,0.000100796
-1.44682,-2.40595,-1.00805,-2.06435
-0.0367094,-0.395304,-2.85295,-0.177141
0.273008,-0.990807,-2.94075,-1.7991
0.396735,-0.624727,-0.0941883,0.0647096
0.064883,-0.646195,-1.39999,-0.846161
-0.0130584,-0.116715,-0.188683,-0.362332
-1.72362,-1.12367,-1.22139,-0.224227
0.464942,-0.500768,-0.932283,-0.953151
0.115052,-0.390805,-0.266459,-0.211585
-1.11033,-1.11058,-0.155673,-0.82763
-0.400888,-1.93732,-1.94752,-1.72264
-0.219527,0.152236,0.0653584,0.218694
-0.00285404,-0.288949,0.0733892,-0.73836
-0.143432,-1.40752,-6.93784,-4.52825
-0.18725,0.0564563,0.0581922,-0.437968
-1.17812,-0.216741,-0.171503,-1.28194
-1.09097,-0.844906,-1.98863,-2.41197
-1.53722,-0.381943,-2.84825,-0.443994
0.24474,-0.805981,0.0244294,-0.200958
-0.247895,-2.29561,-1.70538,-0.793354
0.0727319,-0.472189,-0.143913,-1.16517
0.152601,0.358157,0.0555834,-0.0080126
-1.24234,-1.76231,-1.84729,-4.45332
0.462392,-0.457233,-0.569682,-2.22441
-0.447009,0.075339,-0.888767,-0.486605
-0.100583,0.556814,0.157921,0.000136366
0.57039,0.0582008,-0.0563711,0.0770758
0.462619,-0.415943,-0.236548,-0.737709
-0.92452,0.101047,0.108818,0.0421983
-2.16225,-0.338529,-1.24221,-1.2108
-0.82083,-0.246429,-0.250828,-1.11726
0.368229,-0.549495,-0.785479,-0.325252
-1.70801,-2.00526,-1.6501,-2.80756
-0.852617,0.30355,0.0489613,-0.774542
-0.0309922,-0.418718,-0.960226,-2.63881
-0.110444,-0.557289,-0.641616,-0.206154
-5.8826,-4.5587,-6.0671,-5.02452
1.12643,0.0669429,0.165595,-0.16499
-2.64812,-0.0969096,-2.02055,-1.66478
0.258954,-0.270043,-0.684502,0.0182002
-0.327661,0.0721818,0.120075,-0.0156983
0.479424,0.0570959,0.0925363,-2.1311
-0.0437387,0.165483,0.133228,0.181413
-2.08646,-0.79084,-4.3644,-2.20767
0.568978,-0.348717,-0.938347,-0.465744
-2.39598,-1.40726,-0.390098,-1.88996
0.299552,3.56815,-0.617515,-0.344428
1.37936,-0.00611134,0.0818076,-0.955195
0.308358,-2.43047,-2.00295,-2.18452
-0.200235,0.294215,0.0571806,0.146298
-0.211893,0.222498,0.107114,0.125475
-1.24712,-0.557691,-1.9759,-1.27143
0.451558,-0.0175106,-0.115545,0.24409
-0.473031,-0.812299,-1.41709,-0.57545
0.0191283,1.68843,0.100307,0.0784956
-0.49421,-0.463827,-2.90451,-0.97162
0.0398587,0.27383,0.171926,-0.219644
-1.74161,-0.189374,-0.177062,-1.43323
-2.85219,-2.90672,-6.4733,-3.3388
-0.189511,0.729019,0.0848365,0.179507
-0.414625,0.129129,0.113703,-0.40753
-0.961601,-1.08418,-0.619108,-0.712001
0.472139,-0.870506,-0.91399,-0.511843
-0.473655,-0.00153696,-0.122612,-1.26776
-0.898189,-0.0957603,0.0236086,-0.320792
-0.980375,-0.362338,-0.114313,-2.47495
-0.460979,-0.152274,-0.670479,-0.483768
-0.550875,-0.363721,-1.60961,-0.987452
1.00936,-0.0181583,0.0374355,0.0239228
-1.77198,-0.0411924,-0.0103677,-2.01027
-0.218737,-0.536826,-0.97395,-0.39251
-1.23665,0.054415,-0.401028,-2.20412
-1.0806,-0.162099,-1.87858,-0.717416
-0.213153,-0.121588,0.0374399,-0.711636
0.673658,-0.65174,-0.142928,-0.446186
0.436718,-1.34167,-1.10417,-2.9056
0.114161,-1.08767,-0.760567,-0.452442
1.09867,-0.0218253,-0.101381,-1.67585
0.131344,0.550556,0.0306063,0.168945
-0.580149,-0.558162,-1.02717,-0.64726
0.0755494,0.0766898,0.0827503,-0.0530785
-0.755068,0.161847,-0.228114,0.212479
-0.760348,-1.62505,-2.42374,-0.623005
-0.72889,-0.264779,-0.707791,-0.418428
-0.827256,-0.133804,-0.210486,-1.22684
-0.899916,0.0461555,0.0889505,-2.39853
-0.755536,-0.506071,-0.552229,-0.747536
-1.06761,-0.372814,-0.696221,-0.497879
-1.53962,-1.96575,-1.10635,-2.14574
-2.645,-1.3503,-2.76395,-2.03311
-0.76872,-0.285368,-0.889307,-0.212596
0.380365,-0.100599,-0.0189924,0.100994
-0.643255,-0.230337,-0.592537,-0.263988
-0.345288,-1.22924,-1.02363,-2.2048
-0.127677,-0.571289,-1.67036,-0.346706
0.348283,0.200451,0.065401,0.162243
-0.796995,-0.143457,-0.170442,-0.746102
0.00668207,-0.143927,-0.503584,-0.245437
0.351038,0.145865,0.115702,-0.562962
-0.845093,-1.40356,0.0877748,-0.108608
0.656017,0.166014,0.0587448,0.00351821
-2.58412,-1.13725,-1.20155,-1.26711
-0.343265,-1.21441,-1.24263,-1.04024
0.0586775,-0.529493,-0.433917,-0.518145
-1.1997,-0.523582,-1.39783,-1.97948
0.215757,0.692723,0.00423417,0.148363
-1.69198,-2.10107,-1.44676,-1.01435
-0.219357,-1.66373,-2.79676,-1.37834
-0.444073,0.139636,-0.124172,0.0597271
-0.558946,0.303333,0.0299486,-0.0791315
-0.444474,-0.268041,-0.896648,-0.450629
-1.25995,-0.148309,-1.55305,-0.647255
-1.76779,-0.336385,-3.79789,-0.653215
0.984784,-0.53603,-2.087,-0.524163
-1.73563,-0.823889,-0.16595,-2.05528
-1.32213,-0.691005,-0.3229,-2.2721
-1.29618,-1.52547,-1.43189,-1.01053
0.481434,-0.28326,0.0584977,0.0534256
-0.0302021,-0.393633,-0.0770898,-0.114614
-0.499723,-0.985675,-2.48937,-0.793529
-2.77152,-0.00954095,-0.0215718,-1.59839
-1.31745,-0.0768,-2.09188,-0.726977
-0.324321,-0.00356094,-0.019294,0.145089
-1.37328,-1.91588,-1.42033,-1.71388
0.561285,0.0845549,-0.0890069,0.0552098
-0.195815,-0.346638,0.0980988,-0.454629
-2.76448,-2.78047,-1.07412,-3.04249
-0.150595,0.313098,0.130541,-0.0649594
-1.5116,-0.0534236,-0.0121453,-0.204449
0.430762,-0.917507,-0.409026,-1.68003
0.294463,0.0717388,0.142326,-0.55579
-1.32067,-0.821269,-4.71139,-1.78434
0.667172,-0.171363,-1.37753,-0.409099
-0.664342,-0.114637,0.10565,-1.18598
0.0931601,0.36952,-0.225713,-0.356351
-0.334085,0.0866298,0.0877912,0.150656
1.4857,-0.0298744,-1.67398,-6.24701
-3.47972,-1.55647,-0.371232,-0.993961
0.741055,0.22221,0.106346,0.159332
-0.00114127,0.169024,0.0130771,0.0724806
-1.14612,-0.156567,-0.994739,-1.09101
-1.46055,0.360594,-5.06294,-1.22795
-0.519565,-0.138958,0.0531931,-1.25128
0.314515,-0.657938,-0.414946,-1.6995
-1.65504,-1.70357,-1.44891,-2.27334
0.0647979,0.0794212,-0.0164708,0.136618
0.298408,0.488051,0.0960202,0.186956
-0.490864,-0.536334,-1.37273,-4.61122
-0.71003,0.0866217,-0.0341463,-0.0125154
0.454445,-0.426378,-1.04742,-0.00670557
1.80483,-0.737357,-0.126958,-2.9024
-0.379118,-0.377798,-1.72892,-4.37346
-0.10834,-0.124679,-0.484674,-2.72284
0.202377,0.0439695,0.0423885,-0.0789114
-3.38638,-3.45137,-3.02267,-6.23383
-1.41,-0.0773249,-2.94557,-0.859752
-1.64473,-0.0669429,-0.110981,0.0814669
-0.136005,-0.0199274,-0.413289,0.0301366
-0.478411,0.143979,0.066674,-0.430636
0.430008,0.0748263,-0.159454,-0.15827
-0.378242,-0.544062,-2.25433,-2.10554
-4.17354,-4.7446,-4.16702,-4.56335
-0.978741,-1.11538,-1.52884,-1.27272
0.601634,-0.146403,-0.632317,0.176643
-0.305325,-0.421697,-0.626205,-2.71494
0.700608,0.00223969,-1.8963,-3.28752
-1.14013,-2.2107,-3.31783,-0.977554
0.0722484,-1.62193,-1.53965,-1.29743
1.06164,-0.618249,-2.17583,-3.52732
-3.23366,-1.31611,-0.304868,-2.03157
0.964473,0.671324,0.147663,0.0826093
-1.36138,-1.1112,-1.49667,-0.469681
-1.26824,-0.860898,-1.18926,-0.28712
-1.72611,-1.70079,-6.57222,-3.56786
-0.317234,-0.174672,-1.7384,-0.124691
0.641959,-0.229832,-0.0288149,-0.0114481
-2.27813,0.0355159,0.0610467,0.0214288
-0.120142,0.244969,0.0898401,0.0909049
0.0672062,0.00244442,-0.198357,-0.139588
0.290857,-0.640314,-0.983454,-0.67221
0.777451,-1.10718,-0.415122,-0.767943
-6.83912,-4.87461,-6.65132,-5.24963
-0.521307,-0.864179,-1.60069,-0.540996
-0.546056,-0.070441,-0.198782,-0.989832
-1.52398,-1.81781,-1.93573,-1.56014
-0.529396,0.0345487,0.0918514,-1.73745
-0.875212,-0.362067,-1.57662,-1.5301
-0.315991,0.0253924,0.0694852,0.174364
-1.77871,-0.652437,0.00403549,-1.61151
0.928887,-0.292509,-0.47651,-0.0557899
0.441385,0.664012,0.0914117,0.280189
-0.213153,0.810595,0.0910003,0.104111
-0.777787,-1.00208,-2.14628,-0.670916
0.840109,0.227763,0.102854,0.191528
-1.03974,-1.51373,-0.251292,-0.460708
0.190216,-0.85308,-3.11928,-5.80368
-1.75245,-0.498874,-1.89534,-0.795872
-0.819068,-1.31293,-2.92183,-0.995354
-0.114731,0.00708627,-0.0243262,-4.22707
0.387333,-0.654816,-0.170064,-0.227914
-0.994419,-1.4024,-4.46892,-2.18628
0.156365,-0.397339,-0.757831,-0.735521
0.214626,0.110109,0.101274,0.154079
-1.53721,-0.735282,0.014415,-0.26322
-2.002,-1.7142,-2.16995,-4.50996
0.806992,-0.0995327,-0.12413,-0.10628
-1.53888,-1.01677,-3.03196,-0.984224
-0.020054,0.0386343,-0.152513,-0.146377
-1.81667,-2.20634,-1.23064,-2.78005
-0.213153,-1.43071,0.0234364,0.102619
0.029392,-1.59941,-2.24113,-0.654879
0.444267,-1.00385,-2.1571,-0.211104
-0.376772,-0.486856,-0.848434,-0.344589
-1.10735,0.0120091,-0.371104,-0.62917
-1.72416,-3.38344,-9.60587,-4.11835
0.318747,0.117789,-0.145383,-0.0644801
-0.0189291,1.03864,0.0919061,0.201567
-4.03478,-2.38999,-5.31008,-2.65314
0.707315,0.0883412,-0.911549,-0.0837468
-2.14816,-0.810542,-1.50047,-1.44057
-3.25823,-3.05869,-0.25477,-1.98874
-1.20101,1.17601,-7.78252,-0.257106
-0.691503,-0.495152,-0.420364,-1.2541
-0.630875,-0.383471,0.0200113,-0.461159
-1.00331,0.269592,0.109,-3.1668
0.963083,0.0851388,0.134485,-0.0406812
0.25006,0.404403,0.0888335,-0.308352
-0.429212,-0.75482,0.0784702,-1.55295
-0.387085,-2.0254,-1.33624,-1.0754
-1.53822,-1.1154,-2.37656,-1.43311
0.537407,4.08591,0.0874592,0.133551
-1.62366,-1.70872,-0.330649,-2.06945
-0.45353,0.0147706,-0.120394,-0.11162
-1.72606,-0.264768,0.0306921,-0.430304
-1.16235,-2.66481,-1.43198,-1.22688
0.0684185,-0.0916702,-1.5989,-0.849718
0.0725752,-0.194603,-1.65834,-0.330852
0.233522,-0.871847,-0.778135,-0.655905
-2.84253,-1.82243,-0.328113,-2.45879
-0.90437,-0.232886,-4.25813,-4.72435
0.121439,0.0786609,0.0962206,0.197632
-0.000226107,0.102756,0.0655842,-0.621844
-2.755,-2.94566,-6.10658,-4.24026
0.111782,-0.722785,0.0910945,0.189563
-0.575629,-0.222964,0.0847327,-0.546147
-0.826381,-1.47708,-1.70904,-1.0138
-1.17113,-0.768744,-1.72802,-1.01441
-0.117255,-0.203051,0.0885522,-0.263559
0.121411,-1.78422,-3.80931,-2.19621
0.0950606,-0.164419,0.0243112,0.155899
-2.91388,-2.69286,-4.05471,-3.84093
-1.9702,-1.3016,-1.12022,-2.04384
-0.149104,1.38076,-0.19876,0.0766525
-2.17292,-1.98454,-1.01413,-2.76805
-0.384052,0.0297051,-0.31427,-1.38588
-1.23739,-2.14936,-1.16129,-2.08379
-0.083391,0.593363,0.123388,-0.0187404
-0.247193,0.364458,0.0854785,0.291776
-1.08046,-0.418829,-0.514671,-0.953574
-3.86181,-2.17862,-3.02021,-2.39529
-0.452644,0.0852715,0.0920796,-0.480919
-0.422236,-1.71453,-2.1163,-0.938219
-0.190292,-0.247634,0.0307226,0.117133
0.522023,-0.752521,-1.52435,-0.824962
-1.44046,-1.25132,-1.2241,-0.251921
0.153768,-0.804723,-0.0134205,-0.0118612
0.196893,0.203613,0.0878678,0.226146
1.53791,-1.24621,-2.67961,-1.21656
-1.37763,-0.856052,-0.555655,-1.00414
-1.71999,-0.356978,-4.3121,-1.06153
-0.610399,-0.743798,-0.275637,-0.774119
1.44241,-0.270037,-0.765191,-0.319877
0.51331,-1.57341,-0.536695,-1.67179
-0.0568172,0.157112,-3.2824,-0.272579
0.454262,-0.320363,0.123484,-0.424051
-1.69918,-2.38629,-6.88659,-5.24308
-2.51262,-0.0513125,-1.19633,-1.09267
-1.02025,-0.418559,-0.700019,-2.57988
-2.37534,-2.46072,-2.32071,-2.67151
-2.34184,-2.28132,-0.145297,-1.71738
0.18144,-0.402671,-0.737878,-1.2411
0.123751,0.917135,0.0830753,0.125328
-0.53604,-1.48311,0.0111111,-0.0588671
-1.00038,0.021472,0.112272,-0.0550498
-0.66922,-2.37257,-1.66744,-1.90553
-0.926175,-0.389879,-0.7717,-0.546328
-2.63812,-2.84332,-2.21569,-5.97036
-1.52149,-0.429793,-1.01355,-0.593799
-4.24958,-3.70546,-5.83544,-3.33708
0.0451004,-1.11682,-0.841855,-0.780705
-0.559642,-5.08606,-0.412669,-0.475245
-0.595908,-0.160676,-0.215825,-0.364364
-1.52957,-0.586854,0.0767813,-0.610342
-1.13847,-2.08063,-4.99596,-1.3079
-1.35338,0.161344,-0.637921,0.104327
0.535482,-0.891478,-1.4244,-0.451081
-2.2802,-1.78157,-4.25814,-0.890845
-0.187235,-0.446593,-0.0397369,-0.190448
-0.549037,-0.343248,-1.08141,-1.29179
-0.622977,0.0974495,-0.17787,-3.23558
-0.551856,0.0461509,-0.737944,-0.295276
-0.698933,-0.880719,0.0998205,-0.94298
-0.313689,-0.200008,0.0875715,-0.392438
0.259457,-0.245708,-2.39683,-0.580385
-0.671116,-0.628869,-0.0915083,-0.93053
-1.79373,-1.09928,-0.943742,-0.461355
-0.0301714,-0.0189078,0.132235,-0.749449
-2.69181,-2.72094,-1.50948,-3.85951
-4.60635,-3.13651,-7.70963,-6.20138
0.830023,0.0515944,-2.43677,-0.575993
-1.54126,-0.385369,-2.55729,-1.64445
0.323742,-0.317489,-0.235774,0.0633469
0.443836,-0.572338,-1.07234,-1.3012
0.64993,-0.613317,-0.429993,-0.224393
0.853924,0.0820454,0.0195467,0.173866
0.3501,0.28183,0.0895657,0.0722064
0.764781,-0.473378,-1.10343,-1.23328
-1.91248,-0.796144,-1.46772,-2.44651
-0.395248,-1.63254,-6.07358,-2.59555
0.575168,-0.478756,-0.684231,-0.395188
-1.06826,0.0669079,0.0675031,-2.78366
-1.7167,-0.0876945,0.0357649,-0.427716
-1.73894,0.0527754,-0.0233847,0.0670172
-0.520952,-0.748422,-5.0321,-2.77372
-0.316904,-0.578204,-1.70841,-4.5422
-1.60606,0.0209232,0.0706965,-1.21142
-0.283379,-0.608494,-1.12196,-0.412348
-0.63961,-0.00996869,-0.0512956,-0.00343842
0.53038,0.144557,0.107246,0.166108
1.0948,-0.452438,0.120693,-0.526225
-0.782318,-0.644856,-0.390943,-0.493941
-0.150372,-0.395917,-0.760055,-0.0975132
-2.96571,-2.04365,-0.302504,-1.73669
0.742992,0.0254919,-5.06923,-4.75765
-1.37294,0.0859944,-0.737993,-0.213005
-1.71815,-0.541804,-1.72692,-1.20441
-2.41371,-0.242063,-0.0688856,0.0170967
-0.173679,-0.407246,-1.23452,-0.315007
-0.313531,-0.466656,0.0886834,-0.722578
0.0271156,0.0713143,-0.0455093,0.187818
0.72389,-1.01922,-0.287979,-3.5375
-3.5101,-2.70337,-2.50903,-2.16773
-0.839461,-0.223522,-0.0174178,-1.9072
0.0236073,-0.16274,0.120613,-0.399056
-1.89153,0.0311734,-0.464874,-0.178202
0.467335,-0.191251,-0.293669,0.18955
-1.47458,-0.535071,-4.00568,-0.424992
-0.180617,0.0632802,0.114742,-0.375662
-0.750791,0.118791,0.11219,0.229672
-1.80885,-0.785515,-1.7706,-1.13757
-0.473811,-1.53234,-2.84493,-0.902118
0.128726,0.0607757,-0.0820469,-1.90133
0.179016,-0.434055,0.0470775,-0.970312
1.04987,-1.51008,-1.5965,-0.603617
-2.31216,-1.46198,-0.0785704,-1.17897
-1.1775,-1.95322,-2.4846,-1.67558
-0.426308,0.211557,0.0421164,0.10439
0.189506,2.48068,0.0928599,0.121974
-0.599124,0.252335,0.0683819,0.136041
0.411048,-0.195884,-0.670404,-0.612522
-1.56126,-0.744604,-1.77661,-0.702777
1.08746,-1.02032,-2.58041,-0.439162
-2.32912,-3.45649,-8.13696,-4.57899
-0.20632,-0.785769,-0.180449,-1.47874
-0.49093,-0.0144219,-0.118813,-0.782065
0.96661,0.0131599,-0.38461,-2.57333
0.313069,0.076281,0.152442,-1.1018
-2.05933,-3.1001,-5.21839,-2.71257
-0.21879,0.0865328,-0.163904,-0.0109568
1.18705,-0.269436,-0.42801,-0.0711714
-0.413977,-0.494837,-2.77524,-0.547996
-1.32146,0.0731705,0.138648,-0.30196
-0.0940846,-0.707638,-0.488375,-0.752389
-0.375477,0.0566149,0.0897611,-0.137577
0.926854,-1.02204,-1.72286,-1.03435
-0.972822,-0.25113,-3.35564,-1.17922
-0.261227,-0.664223,0.0140546,0.133684
0.542993,-0.342349,0.142845,-1.80539
0.357412,0.0859022,0.109259,-0.759634
-2.63869,-2.22252,-2.05124,-1.74274
-1.52439,-1.9036,-1.42736,-1.26555
-1.41385,-1.25397,-0.580252,-2.03166
-2.45049,-0.11093,-0.0938826,-0.865743
0.202893,-0.846345,-3.15459,-7.28291
-1.78994,-0.679796,-0.842193,-1.94378
0.99969,-0.426057,-1.10623,-0.757416
-1.73147,-0.62624,-1.20265,-0.450082
-0.957224,-1.447,-1.61702,-1.03678
0.43678,0.204245,0.0732843,0.126346
-0.731124,0.0839241,-0.171093,-0.987917
0.158539,-0.388821,0.0411966,-0.0205253
0.631536,0.199239,0.114563,0.297528
1.51377,0.239084,0.0786048,0.286998
-1.8165,0.0422263,-5.37655,-2.69002
-1.84962,-0.563871,0.0567695,-0.846539
-1.48249,-0.0933817,0.0540153,-0.561864
-0.679505,-0.0695917,-0.534669,-0.501694
-2.36265,-1.07243,-2.43047,-2.24504
0.369328,0.0106375,-0.0287632,-0.303073
-0.20877,-0.951331,0.102941,-1.10501
-2.47206,-0.438606,-4.48728,-4.72389
-2.34721,-2.05743,-1.72554,-2.45622
0.650738,-1.25194,-0.345749,-0.216985
-2.0978,-1.70589,-1.23754,-1.98655
-2.12844,-0.34086,-2.83574,-0.245459
-1.39154,-0.180259,-0.000820704,0.248694
0.536946,0.0340861,0.08711,-0.923392
0.159434,0.000710909,-1.34116,-1.88398
