LikelihoodQ,LikelihoodT,LikelihoodTheta,LikelihoodPhi
0.96841,0.164701,0.107428,0.196878
0.80216,0.0933238,0.123297,0.152371
0.136835,0.225876,0.0903074,0.217821
0.519404,-0.223943,0.021981,0.13236
-1.33839,0.103896,0.104367,0.15274
0.953353,0.0285819,0.128429,-3.13403
0.847084,-1.22796,-0.94732,-0.341898
1.42824,-0.360247,0.145119,-0.342168
1.42009,-0.6632,-0.354488,-0.876219
-0.637508,0.105581,0.093492,0.146386
0.347268,0.121075,0.04599,0.12035
1.45468,-0.408896,-0.330227,-0.0917632
-1.60606,1.56319,-0.81617,-0.236502
0.567762,0.121149,0.0126874,0.11673
0.633274,0.0965299,0.0579798,0.158828
-0.295419,11.5959,-0.798709,-0.0909363
0.424598,-0.0847561,0.114487,-2.97758
0.0746896,16.1449,-0.026642,0.118353
1.37825,0.185369,0.0984769,0.0961027
1.18829,-0.269111,-0.772924,0.191872
0.0096089,0.329432,0.0954801,0.202041
0.754315,-0.61599,-0.0521874,-0.895176
1.58179,0.0442592,0.0473827,0.270111
-0.219117,-1.04331,-0.385275,-0.377507
1.00375,-0.531036,-0.180583,-0.48521
0.488518,1.58799,-0.0709447,-0.429472
0.31406,0.234078,0.115959,0.133076
0.127064,-0.101843,0.102307,0.205534
-0.199539,0.0256578,0.0825546,0.173707
0.352673,0.371506,-0.0792912,-0.519457
0.691619,1.069,0.140571,0.161608
0.957454,-0.420777,-0.280611,-0.114733
0.644918,0.020389,0.0554163,0.147398
0.521649,0.185512,-0.284468,-0.157731
1.03634,-0.871857,0.0180632,-0.269562
1.01443,0.0937406,0.0694068,-0.101329
1.12493,-0.368196,-1.07019,-0.636051
0.168712,0.0159058,0.0812538,0.148945
0.282665,-0.104306,0.0849293,-0.695383
-0.756627,0.219733,0.11517,0.128506
1.18697,-0.0545326,-0.201478,0.107183
0.401894,0.842727,0.154353,0.175179
0.468324,-0.194693,0.00102202,-1.30281
1.23979,0.212512,0.123161,0.231144
0.742037,-0.512013,-0.250605,0.112878
1.38757,0.0141537,0.111635,0.0875325
-0.112698,0.0891249,0.0882996,0.0902624
0.968735,-0.0329247,0.0220811,-0.444452
0.684185,0.101227,0.0878525,0.238731
-0.224523,0.215609,-0.000105777,-1.03748
-0.227751,0.161931,0.103187,0.240302
0.747656,-0.0626526,0.0154522,0.291465
0.989226,0.112248,0.142374,0.213843
-0.533206,0.0647761,0.0817586,0.1187
2.51909,-0.27474,0.0641392,-2.60144
1.2312,-0.0274594,0.0822027,0.223397
1.10458,0.0501928,0.113983,-0.296582
0.687875,-0.937519,-3.05805,-1.9088
0.389085,0.0228485,0.122515,0.102631
0.0067281,0.218513,-0.0122491,0.123747
0.417934,0.379096,0.105114,0.199097
0.430072,0.0340658,0.0763894,-0.0892599
1.38544,-0.284004,0.0911468,0.159119
0.518542,-0.764104,-0.126094,-0.0668041
1.56868,0.0408974,0.0260348,-0.560082
0.25194,-1.0271,-2.80828,-0.696094
-0.9021,-0.684129,-0.808197,-0.429299
0.526646,0.970519,0.0637997,0.144926
1.19366,0.104942,0.191001,0.114648
1.94004,0.127515,0.0952504,0.163356
0.0230092,-0.0451232,0.040915,-0.000974315
2.07829,0.0103384,0.0807881,-1.96162
0.449562,-0.42938,0.0291237,-0.439992
0.0569705,1.85922,0.104238,0.136867
-0.448371,0.0729135,0.0867702,0.285764
1.13662,0.149118,0.0697616,0.148683
1.79636,0.118526,0.112467,0.0905476
0.480063,0.0930025,0.075928,0.263647
0.897453,0.246704,0.0939473,0.215046
1.00937,-0.725581,0.0488941,-0.513452
1.9429,-0.351353,0.00909738,-0.924514
-0.857749,-0.0422834,0.0862775,0.143402
0.196247,0.264742,0.0878993,0.178895
1.68953,-0.688433,-0.417635,-0.324367
1.09476,-0.55972,-0.635383,-1.73917
0.631179,3.06865,0.134378,0.156791
0.856448,1.64937,0.0875817,0.179943
0.258571,-0.326744,0.0859832,0.175514
-0.04926,0.246266,0.0543644,0.0568834
1.0233,-0.167474,-0.113122,0.0795984
1.43423,0.0774526,0.0858955,0.119845
1.13827,0.0707743,0.112214,0.173568
1.74469,0.178323,0.0652418,0.0110521
1.14782,-0.513915,-0.528703,0.0172566
0.621588,-1.072,-0.399219,-0.386378
1.25503,-0.820568,-0.160923,-0.729777
0.493332,-0.188908,-0.515284,-0.0496178
1.30226,0.0117256,0.138713,-0.345193
0.169781,0.228444,0.0817424,0.209831
0.0849366,0.106253,0.0983985,0.140251
1.14674,-0.61996,-0.37498,0.017915
1.82066,0.0330825,0.123663,-0.307597
0.286563,-0.352375,-0.0516517,-0.513542
1.14582,0.131199,0.125372,0.20609
0.0544926,0.225186,0.0906645,0.196444
0.561478,-0.0181759,-0.397308,-0.0856445
0.781196,0.0915499,0.128817,0.0672382
-0.416111,0.0462312,-0.0184995,0.176396
0.575475,0.0563072,-0.857084,-0.112348
0.781717,-0.846333,-1.5441,-0.705954
0.454603,-0.344352,0.0939588,0.159069
1.72582,-0.573996,0.0210983,-1.61914
-0.0348949,0.131834,0.0241779,0.0208594
-0.102103,-0.374515,-0.769017,-0.438119
1.16296,0.218286,0.0942275,0.212993
-0.0896355,0.166111,0.080459,0.153999
0.878718,-0.36501,-0.561965,0.0687439
1.57416,-0.111163,0.104687,0.0912528
1.57563,-0.907583,-0.26535,-1.4003
-0.00427581,0.767177,0.0090642,0.184202
1.7168,-0.640258,-0.0615886,-0.711104
2.1543,0.0698376,0.0769131,0.185955
0.247234,-0.0269666,-0.060921,0.138422
0.159664,-0.364799,-0.16833,-0.227628
1.01576,0.0178925,0.134742,-0.902087
0.523686,0.176351,0.113572,0.215605
1.00657,-0.374921,-1.09957,-0.40656
0.673776,0.183392,0.113478,0.233755
0.395215,-2.18315,-0.0236675,-1.00557
-0.541081,-0.0166544,0.0706229,0.0352634
0.498376,-0.749985,-1.34578,-0.661372
0.131657,-0.026889,-0.150762,-1.91584
1.23258,-0.470625,-1.40176,-0.135186
0.402886,0.268959,0.108261,0.312173
1.67399,0.0677672,0.0796336,0.240865
0.67149,0.152197,0.114472,0.235557
0.024936,0.599324,0.0729516,0.195249
0.12536,-0.0699442,-0.048223,-0.292275
-1.13493,-0.264467,-9.95141,-3.96158
0.633179,0.812893,0.0576539,0.131019
1.45794,0.108838,0.193315,0.146817
0.351214,0.674633,0.110534,0.239959
0.394003,0.093705,0.17221,0.135336
0.517649,0.519798,-0.687759,0.200493
1.24843,0.0430487,0.0916073,-0.0326749
0.25197,0.0249217,-0.218697,0.0135403
0.0981581,17.5423,0.104741,0.186627
1.23307,-0.150228,-0.0609313,-0.23348
0.429107,-0.00188781,0.0610134,0.111112
0.382673,0.205597,0.0954052,0.164587
1.15152,0.0385926,0.120354,-0.3434
1.17888,0.0152275,0.0865386,0.226874
-0.132737,-0.312576,-0.0447327,0.125416
-0.115819,-1.3187,0.0755783,-0.321836
1.09086,-0.327973,0.110991,-3.02263
0.170022,-0.268598,-0.0381556,-0.0791853
-0.662929,0.0439613,-0.00973552,0.151336
-0.175949,-0.303546,-0.929959,-0.0786047
0.145182,0.0223996,0.0874888,0.162721
-0.0229698,-0.579448,-0.0256852,0.174506
-0.320936,0.382072,0.139985,-0.0813181
0.888019,-0.164892,0.0998874,-0.316928
0.88956,-0.439449,0.097811,-0.315048
0.568736,11.5993,0.0896051,0.210551
0.674478,0.315893,0.0997115,0.209342
0.772383,0.132537,0.0999629,0.141748
0.063782,-0.662641,0.0835502,-0.279833
0.0361152,-0.236182,-0.389908,-1.11491
1.23714,0.0572999,-0.0954265,0.192246
0.847317,-0.48257,-0.291874,-0.744557
0.857237,0.152065,0.0656548,0.220578
0.454535,0.394734,0.104786,-0.0230341
-0.37403,0.100625,0.0941941,0.233235
1.74033,-0.145741,-0.210968,0.159746
-0.0237368,0.473505,0.0906817,0.150663
0.517148,0.957994,0.113606,0.213679
0.744105,0.170625,0.074111,0.245685
0.143607,0.103618,-0.130202,0.184116
-0.565579,-0.0642309,-0.0481242,0.0591254
0.357798,0.511641,-0.269647,-0.0831867
0.0531005,0.220566,0.099461,0.226006
0.376383,-0.492308,-2.3738,-0.847966
-1.37511,0.065055,-2.3572,-0.824347
1.27358,-0.0852722,-0.0313839,-0.0259833
1.9746,-0.00446942,0.138211,-0.391448
0.16499,0.0212176,-1.12373,-4.21596
-0.398061,0.191699,0.0740591,0.113023
-2.08012,-0.69246,0.00463858,-1.01692
0.754971,0.28213,0.115249,0.262959
0.542517,0.116885,0.110637,0.307036
0.627004,0.713485,0.153988,0.0772148
-0.0842362,-0.391551,-0.711286,-0.078299
-0.533206,0.238437,0.112892,0.216603
0.246195,0.102833,0.0757414,0.230592
0.651648,0.0433411,0.0792775,0.173311
-0.468504,0.0606062,-1.42168,0.126271
-0.317223,0.413121,-1.41347,-0.682427
0.381828,0.451382,0.0641318,0.127107
-0.602409,0.084779,0.12643,0.149338
-0.0560744,0.214875,0.108513,0.0576485
0.718233,0.0752842,0.0964947,0.201349
1.38837,0.0412923,-0.384375,-1.21467
1.44935,-0.947675,0.000525594,-1.74164
1.49955,-0.686588,-0.404292,-1.82035
2.20494,-0.220849,-0.0531548,-0.228474
0.99174,0.0494466,0.135564,0.210381
1.03219,0.10143,0.112416,0.284646
1.15038,0.0999567,0.0824046,0.22689
0.0223419,0.132289,0.0838625,0.171127
1.1286,0.111703,0.0936032,0.167114
-0.0501013,0.11463,0.0803437,0.19058
0.479311,0.273716,0.105243,0.215051
-1.60069,-0.114351,-0.426865,-2.27421
-0.0537526,5.24786,0.207734,0.0680315
0.694493,0.167616,0.140641,0.119134
1.62905,-0.84083,-0.462017,-0.352791
0.251079,-0.497875,-1.11935,-0.162496
0.462189,0.041365,-0.133872,0.12895
1.38746,0.252769,0.0974987,-0.0313138
0.189243,-0.166877,0.0249536,-0.0247348
0.297094,0.588232,0.144077,0.223101
1.62787,-0.147598,-0.644702,-2.06668
0.645387,0.0663312,0.166502,-1.65208
0.0395828,0.0407664,-1.26165,-0.113179
1.20209,-0.0928328,-0.23032,0.184047
0.969351,1.37684,0.0374065,0.0283308
2.12812,0.0101069,0.0791515,-0.278723
2.06602,-0.0762377,-0.000708552,0.164352
1.20794,0.868951,-1.11992,0.0185959
1.5432,0.0293959,-0.246335,0.25697
0.687059,0.145075,0.120116,0.150748
1.64832,-0.268377,0.103569,0.160573
0.666416,-0.576435,-0.915088,-0.185403
1.95309,-0.412138,-0.296458,-0.175479
0.373016,0.119728,0.0613331,0.166775
0.357007,0.122228,0.0786526,0.128022
0.67138,0.123945,0.120828,0.278697
0.544641,-0.193242,-0.0816842,-0.0457219
-0.390152,0.152678,0.149372,0.0703567
0.423439,1.02286,0.122175,0.185056
1.86207,0.0752854,0.0698384,-0.0743543
0.0904336,0.699441,0.0998198,0.183526
0.135468,0.748783,0.0807962,0.177577
-0.414773,0.754961,0.116968,0.136614
0.489209,0.137147,0.123877,0.209488
0.401279,0.102441,0.126362,0.127754
0.898502,0.111413,0.120548,0.197608
1.59194,0.326543,0.0709035,-1.68443
1.36376,-0.196943,-0.56707,0.12779
0.339958,1.01633,0.123548,0.198553
0.698288,-0.889028,0.0515987,-0.015128
2.23373,0.0142132,0.0400655,-1.98452
0.815918,0.137646,0.0955867,0.232858
0.768979,-0.12006,-0.0334063,0.204135
0.271607,0.0382215,0.00934018,0.204513
0.733388,-0.97224,-1.77097,-0.815407
0.11233,0.400112,0.0952462,0.147347
0.61411,0.15776,0.122938,0.154354
0.598842,-0.585818,-0.632654,-0.150273
0.695112,0.046977,-1.09088,-0.0837501
0.192759,-0.55854,-0.896614,-0.455532
1.22919,0.275075,0.0879635,0.249865
-0.0951581,0.157934,0.0884989,0.161756
0.557504,0.134412,0.0762583,0.32984
0.534552,-0.114024,0.125665,0.275686
0.412443,-0.180395,0.110343,-0.126329
0.671952,0.221461,0.0991057,0.231788
1.44762,0.0839657,0.12404,-2.19192
0.965202,-0.780415,-1.17705,-0.463954
-0.108883,1.01314,0.102886,0.125378
0.438683,0.128562,0.148127,0.133185
1.00826,-0.37107,-0.804917,-1.52104
1.04765,0.133415,0.0867928,0.255181
1.26978,0.0169356,0.0722735,-0.418795
0.332598,-0.891895,-1.89936,-0.617395
0.58877,-0.528754,-0.296684,-0.180208
1.3617,0.0380785,0.0439245,0.207656
0.752857,0.119951,0.0913305,0.141658
0.621186,0.0375126,0.0625202,0.195509
1.22392,0.0671852,0.108176,0.14936
0.524347,-0.39769,0.119598,0.0417364
0.378871,0.072935,0.129367,0.148159
-0.0736777,0.210845,0.0859391,0.225024
0.910336,0.352084,0.111826,0.21433
1.20524,0.0553895,0.0676228,0.0634955
0.012988,-0.649273,0.14358,-0.456599
0.519901,-0.0150918,-0.0478585,0.240422
0.854744,0.0808559,0.130539,0.186317
1.06477,-0.176816,-0.315261,-0.0876559
0.233443,0.666197,-0.201347,-0.4673
-1.25564,-0.229263,-0.100253,-0.330927
-0.161198,-0.933697,-2.21142,-0.630373
1.18582,0.753916,-0.0717655,0.0807793
0.821081,0.369585,0.0994076,0.136843
0.156011,-0.208595,0.0677947,-0.462792
0.655341,0.112432,0.122046,0.176213
0.778997,-0.49787,-0.305927,-0.491734
1.71023,-0.388777,0.00979545,-0.208787
1.10655,-0.314594,-0.59509,0.0157017
0.254102,0.240256,0.0115628,0.16691
0.517774,0.146409,0.0971212,0.276722
0.392487,0.205713,0.11224,0.230394
0.559821,-0.0337073,0.0902592,0.213354
1.45717,-0.00941621,-0.388661,-0.0664156
0.931526,0.0320015,0.0419865,0.0804347
1.34843,0.0576452,0.0941657,0.179602
0.134288,-0.660942,-0.884686,-0.33354
0.516978,-0.619678,-0.759145,-0.502335
0.434398,-0.497392,-0.0486579,-0.0718258
0.849009,-0.089832,0.0261455,0.225064
-0.577772,-1.73149,-1.81417,-0.744858
0.513573,-0.158338,-1.95992,-0.0543589
0.828609,-0.00754834,-0.00175603,-0.0309816
0.749108,0.119551,0.075513,0.135413
0.674124,0.174568,0.130302,0.149467
0.921604,-0.473091,0.0286313,0.263815
1.07474,0.123707,0.0405369,0.207611
0.946644,-0.0489972,0.0177867,0.301327
0.450457,0.219051,-0.324157,0.156739
1.46315,0.14818,0.122262,0.213858
-0.356764,-0.69581,-0.560097,-0.316625
1.87171,-0.00394566,0.116125,-0.197076
0.564028,0.099185,0.119983,0.0110856
1.45052,-0.28997,-0.0711859,0.173536
1.60485,-0.152228,0.131511,-0.0181458
0.474586,-0.364933,0.0133558,-0.173161
0.976961,0.111601,0.139714,0.182919
0.104464,0.258491,0.0419208,0.208794
-0.677456,0.0599723,0.0599654,-4.04432
1.74043,-0.550078,-0.261635,-1.41583
-1.52589,0.0118089,0.0276112,-0.0336679
0.217218,-0.802674,0.0410437,0.271885
0.0215777,-0.63751,-0.65857,-0.123814
-0.563416,0.474572,0.113063,0.12883
0.271793,-0.0718048,-0.018021,-0.0609193
0.129041,0.145765,0.0857953,0.212992
1.13173,-0.405703,0.0805662,-1.262
0.154399,0.284325,0.106997,0.154949
0.504468,0.134761,0.128204,0.173818
-0.255975,0.414017,0.0861524,0.147746
1.92558,-0.3289,-0.0970898,-1.22061
1.33414,-1.09157,-0.536531,-1.67742
0.239839,0.103956,0.103741,0.153008
1.79431,-0.0140462,0.0287112,0.186269
0.911824,0.0484011,0.0238167,-1.21112
1.0255,0.116127,0.132051,0.248294
-0.88651,0.119111,-0.00682142,0.135504
1.22436,0.0822653,0.0475361,0.288982
1.50326,0.0408534,0.0237917,0.119448
1.56116,0.0506973,0.146947,-2.10005
1.0636,0.135897,0.108174,0.151696
-0.379118,0.241423,0.0888625,0.0608573
0.491817,0.537549,0.087918,0.137463
-0.647948,-2.73141,-0.353777,0.0228857
1.99515,-0.373856,-0.0487065,-1.45308
0.993637,0.494731,0.10841,0.270386
0.598271,-0.615012,-3.49415,-0.293829
0.56019,-0.489304,0.0297252,-0.219331
1.17869,-0.0209576,-0.679847,0.158699
0.929272,0.110604,-0.118445,0.155899
-0.572324,0.412626,-0.068875,0.115409
0.515925,-0.109429,-0.277474,-0.0409331
0.852817,-0.157907,-0.203502,-1.22297
0.604091,0.215147,0.0945202,0.287933
0.983172,-0.0140876,0.130853,-0.758652
0.857575,0.051029,0.0446032,0.0600914
0.387189,-0.339296,-0.47662,-0.127145
-0.0266257,0.143529,0.103489,0.173191
0.391959,-0.0322286,0.0272415,-0.895496
1.8395,-0.557044,-0.532145,-2.42259
0.495396,0.0689353,0.0404949,0.0453695
0.637055,0.946601,0.12842,-0.0335725
0.492598,0.141447,-0.498207,-0.0781699
-0.44728,0.312307,-1.55031,0.0971894
1.78677,-0.494354,-0.775198,-1.30021
-0.031049,2.38593,0.0398109,0.111675
-0.773917,-0.259846,0.0597593,0.0102591
0.366381,-0.337296,-0.593341,0.0135461
-1.33629,0.0544882,0.0693541,0.0891438
1.21598,0.307591,0.0887584,-0.0749679
1.03877,-0.100625,-0.161555,-0.54643
0.987688,-0.0634185,-0.22533,0.227086
1.14271,0.0866494,0.0788444,0.236326
0.283422,0.582855,-0.00959108,-0.315302
0.180991,0.15774,0.159938,0.106918
0.274541,-0.130567,-0.240032,0.0994577
0.447176,-0.326729,0.0973038,0.198816
-0.329773,1.15127,-1.32497,-0.969311
1.32925,-0.667307,-1.4863,-0.438153
0.0474347,0.42755,-0.106555,-0.045811
0.983502,0.274731,0.0740617,0.135794
0.452281,-0.904964,-1.93226,-0.142595
0.882296,0.127194,0.110039,0.19993
0.601251,0.38669,-2.4231,0.19377
2.08096,-0.82712,-0.204285,-1.44118
-1.12603,0.0312726,0.0947375,0.0766466
0.120681,-0.955678,-0.536968,-0.592752
0.744191,-0.745589,-0.73872,-0.433212
0.670029,0.0859541,0.105238,0.163787
0.4288,-1.02995,-0.317277,0.178106
1.60589,0.0547718,0.0716863,0.161826
0.811466,0.148723,0.0832824,-0.389863
1.00383,0.134167,0.118088,0.291483
1.18459,-0.408727,-1.13826,-0.465591
0.240758,1.06759,0.0762741,0.200336
0.952029,0.131939,0.0081511,-2.06307
-0.559428,0.51515,-0.0626474,0.113925
1.29271,0.0845685,-0.0969211,0.241902
1.21912,-0.294963,-0.304461,-0.861782
0.764168,0.195999,0.084406,0.268396
1.46082,-0.532333,0.142993,-0.4778
1.05257,0.214127,0.104301,0.276988
-0.679381,0.179099,0.107675,0.185964
0.946882,0.177751,0.11259,-0.0634907
0.448274,-0.74309,-0.955902,-0.383357
-1.28188,-0.00310629,0.118753,-0.0277644
0.150303,0.26533,0.0831792,0.168457
-1.30906,-0.0320089,0.0634022,-0.305302
0.574206,-1.18275,-0.589163,-0.344527
0.290028,0.145945,0.0912819,-0.0143663
0.460502,0.177887,0.0492891,0.140304
0.436075,-0.299642,-0.0545951,0.0945342
0.858847,-0.00236862,-0.0816574,-0.0742254
-0.406656,0.0433929,0.100953,0.120487
0.402003,0.0463772,-0.142041,0.224988
1.864,-0.00319369,-0.449542,-1.88808
-0.0409192,0.0991658,0.0466256,0.158973
0.695905,0.829234,0.114011,0.243007
2.94288,-0.00659922,0.0815686,-0.0126381
1.05965,-0.171908,0.0486722,0.0678765
0.393313,0.122367,0.0957762,-0.333307
2.10454,0.0143902,0.107025,0.126849
0.847403,-0.456632,-1.61987,-0.187359
0.990154,0.860153,0.116047,0.0275788
0.888677,-0.593923,-1.89264,-0.440256
1.12284,0.10529,0.0867195,0.195239
0.00949223,0.115329,0.121361,0.267068
1.1692,0.421362,0.115128,0.27641
0.91417,-0.485025,-0.314492,-0.189023
0.650098,-0.255775,-0.0390846,-0.0283346
0.160427,0.159418,0.0949644,0.222232
1.13364,0.421388,-0.0727582,0.207423
1.09831,-0.943919,-0.425495,-0.15435
1.05463,-0.405853,-0.0274487,-0.350793
1.04339,0.306111,-0.0997812,0.217477
1.15987,0.0806216,0.168801,0.0856128
1.52828,-0.314049,0.106535,-0.0727754
0.886342,-0.366215,0.089921,-0.00897297
1.35167,0.0447476,0.0919467,-1.5226
1.20621,0.0686458,0.0742949,-0.121091
1.02971,0.0612064,0.178333,-1.25067
0.910141,-0.200626,0.0876413,-0.182617
0.0545919,1.00105,0.104367,0.103118
1.04476,0.133177,0.115809,0.242341
0.103868,-0.921224,-1.24151,-0.438309
0.614272,0.0927812,0.0337376,0.213425
0.963238,0.0897139,0.0799514,0.262133
1.78184,-0.609916,-0.310565,-0.147921
1.39566,-0.0360585,0.0902881,-0.209382
0.275223,4.29684,0.0794204,0.186076
0.857619,-1.76363,-1.07902,-0.176746
0.903714,-0.201078,-0.240833,-0.235535
-0.883907,-0.444943,0.0619534,-0.306433
-0.572324,0.0827394,0.097517,0.0475411
-0.279046,-0.000173752,-0.021388,-1.09207
0.31613,-0.101984,-0.149599,0.120405
2.15208,-0.331978,-0.869701,-0.970512
1.1035,-0.27321,-0.0244075,0.334732
1.65299,-0.0367796,0.154365,-2.65359
0.411892,0.494922,0.11757,0.160567
0.887245,-0.0664784,0.0625056,-0.322385
0.413604,0.634949,0.10229,0.205784
1.22104,-0.0992937,0.0660083,0.109944
-0.286137,0.0738046,0.14422,0.0652619
1.10056,-0.0752019,-0.0930167,0.0938167
0.556649,0.102914,0.0887472,0.21129
0.92603,-0.184556,-0.484534,0.145364
0.267457,0.508614,0.120567,0.182107
-0.805917,-4.71555,-1.65401,-2.21188
1.63707,0.00968318,0.154433,-0.264338
0.690077,0.131516,-0.214406,0.133146
0.408294,-0.809649,-0.875267,-0.588273
0.978494,-0.421212,-0.00370762,0.0832764
0.814177,-0.409259,0.0940217,-0.105623
0.159587,0.415723,0.0447305,0.120299
1.6224,-0.0611771,0.0240866,0.175386
2.14458,-0.0252216,-0.0456502,-0.0556346
1.12689,0.101723,0.0990403,0.208557
0.409973,-0.713354,-0.665454,-0.338456
1.16305,-0.466199,-1.71369,-0.246674
0.447813,-0.604085,-0.98271,-0.406283
0.461601,0.0196845,0.0639604,0.261501
-1.03482,0.515308,-0.0434243,-1.69802
-0.23601,-0.627195,-2.94347,-1.01513
-1.64754,0.00413945,0.000904977,-0.0557544
0.739987,0.114349,0.120263,0.195451
1.78841,-0.189158,0.0965296,-0.204932
1.39119,0.124447,0.0287686,0.307928
0.52438,-0.916083,0.0824743,-0.177148
0.252746,0.326066,-0.255968,0.0823608
2.02477,-0.26227,-0.517755,-0.06004
0.431337,0.160161,0.0917554,0.16563
0.0945016,0.0440167,0.0850532,-0.631814
1.08434,0.0679775,-2.61196,-0.142095
0.40289,0.223657,0.115131,0.240645
0.400899,0.060281,0.0915678,0.225087
2.03761,-0.549746,-0.142968,-0.0277985
1.02268,-0.402488,-0.807569,-0.0426417
-0.933569,0.112884,0.101496,0.10814
1.06598,-0.460332,0.0551845,-0.605612
0.782904,0.104916,0.0973632,0.226348
0.733508,0.908869,0.0598775,-0.19774
-0.212714,0.643709,0.0215844,0.167278
0.329146,-0.126995,0.131644,-0.681724
1.10583,-0.638428,-1.16167,-0.182377
-1.53121,-0.0840238,-1.15431,-0.463565
0.282369,-0.96335,-0.943031,-0.274151
-0.155732,-0.508073,-0.0334785,-0.0707992
1.50684,0.274008,0.0978549,0.153548
0.3302,0.186468,0.123156,0.205288
0.0547851,-0.193695,-2.34859,-0.0254942
2.0435,-0.409079,-0.108141,-0.783419
2.2911,-0.360252,-0.0367019,0.172068
1.25554,-0.146387,0.068804,0.159437
0.603071,-0.0910613,-1.51028,-0.247489
-0.519451,0.0204931,0.147701,0.0256394
0.578126,-0.221936,-1.34495,-3.14528
1.26699,0.0199659,0.108866,0.110526
0.866283,-0.942915,-0.408739,-0.827167
0.593895,-0.450501,-0.682011,-0.286699
1.00602,0.0699253,0.0334356,0.218565
0.3934,0.242371,0.0938028,0.0632782
0.676181,0.176818,0.0799338,0.184583
1.75862,-0.741605,-1.68151,-0.483791
-1.12603,0.611813,-6.24239,-2.43099
0.473028,-0.940969,-1.44811,-0.677675
-1.48589,-0.697203,0.0743676,0.117354
0.0229272,0.0111399,0.0929381,0.129248
-1.07071,-0.0699421,0.0659074,0.189744
-0.173683,-0.0824739,-0.212953,0.198642
-0.869415,0.0242264,-0.00774055,0.078071
0.633924,-0.194787,-0.77453,-2.02949
-0.0684722,-0.00134023,-0.658455,-0.32165
1.63632,-0.160068,0.0795718,-0.980037
0.344716,-0.991303,-0.87745,-1.53366
0.132276,0.289035,0.0726021,0.229576
-0.794561,0.0442812,0.0410527,0.135997
0.357945,1.47473,0.0694848,0.12879
1.15029,0.0977968,0.0979679,0.294566
0.447211,-0.406475,-1.3662,-0.298648
1.15778,-0.00525666,0.0278337,0.0352229
0.605875,0.304681,0.107995,0.26293
-0.247307,-0.391148,0.124633,-0.189741
1.67052,0.0729201,-0.265766,-0.138267
1.05266,0.00368434,-0.903087,-0.0595121
0.394551,0.176526,0.0769951,0.146114
0.365704,0.311056,0.133888,0.160002
1.26508,-0.142354,-0.0436875,-1.00293
-0.298059,1.28464,0.0683732,-0.415061
0.844408,0.0445666,0.0722409,0.177624
1.85943,-0.0185906,-0.311478,-2.92992
0.787629,0.123746,0.146332,0.0930658
0.260749,-0.620458,-1.37351,-0.0653471
-0.0171519,0.028875,0.110934,0.198355
-0.993204,0.116159,0.118411,0.1903
0.663148,0.427207,0.0719895,0.247533
0.335994,1.27187,0.10346,0.141958
0.299929,0.271768,0.0808124,0.306953
0.997397,0.104266,-1.60439,-0.398684
0.902198,0.140366,0.102037,0.170795
0.0440005,0.644294,0.0740805,-0.0594289
0.676976,-0.320715,-0.0814113,0.247832
0.573442,0.115121,0.12283,0.00591994
0.370396,0.0158585,0.00596443,0.175933
1.80856,0.0417627,0.106565,0.0111904
1.75924,0.103953,-0.377437,-0.267861
1.19754,0.0781195,0.0794406,0.180308
0.537364,-0.247988,0.011172,0.156945
1.6454,-0.0438247,0.103755,-0.269286
0.686144,-0.193714,-0.189313,0.124448
0.878455,-0.116848,-0.0822916,0.174518
0.268737,0.940077,-0.379996,-0.0179732
-0.0901622,0.250346,0.108922,0.122405
1.31192,0.0789868,0.0859294,0.10864
1.41027,-0.451954,-1.56595,-0.395162
1.09074,-0.350123,-0.0962676,-0.118293
1.14577,0.0251829,0.0209215,0.174933
-1.12603,0.0459276,0.0764293,0.123076
0.59695,0.0893063,0.146467,0.203176
1.60464,-0.454941,0.018745,-1.91205
1.35828,-0.168102,-0.181813,-0.0114389
0.763193,-0.0331452,0.108678,0.167546
-2.14581,0.0944786,0.14435,0.182539
0.578654,0.247715,0.107585,0.0863869
0.119596,0.794261,0.0943003,0.189208
0.209504,-0.0265841,0.103783,0.177243
0.0509011,0.408935,0.143908,-0.184113
0.635013,-0.589781,-1.29557,-0.508035
0.404098,0.816655,0.0934725,0.14974
1.06583,-1.14263,-0.778296,-1.13451
1.26991,0.105673,-0.0952944,0.138806
0.533888,-0.141656,0.077287,0.152112
0.0427003,0.736014,0.0576624,0.22516
0.774405,0.781903,0.0863662,0.13621
1.67963,0.0410229,0.131425,-0.781888
1.41845,0.0563054,0.12802,0.273666
0.782094,0.171232,0.124505,0.23231
1.6101,-0.623955,0.0571175,-0.620246
0.525113,-0.244767,0.114085,0.101821
0.099669,0.210443,0.0928815,0.217919
1.03461,-0.503393,0.0652044,-0.33469
0.691772,-0.279848,0.190562,-1.77458
0.362911,-0.813714,-1.53757,-0.266676
-1.03482,0.0553177,0.0974228,-0.84245
1.47606,-0.417381,-0.089973,-0.0511599
-0.441508,0.120469,0.123571,-2.90893
0.117177,0.117919,0.0809298,0.283621
1.65816,-0.767161,-0.112507,-0.117665
1.06079,0.0890105,0.0722547,0.157438
-1.33839,0.0675265,-0.0486589,0.0471758
2.51588,-0.0180734,-0.822195,-0.921094
1.4026,0.0587895,-0.168645,0.212179
1.55605,-0.130492,0.0153262,0.166905
0.410617,-0.241619,0.108084,-0.00950966
0.832677,0.086236,-0.373377,-0.415676
