LikelihoodQRing,LikelihoodTRing,LikelihoodThetaRing,LikelihoodPhiRing
1.06964,-0.358636,-0.444557,-0.0521073
0.658914,-0.0188449,0.133367,0.225218
1.1079,-0.0462396,0.111217,-1.08603
0.386071,0.0387983,0.082263,0.391843
-0.889115,0.00863649,0.0570763,-1.57447
0.895098,0.0116932,0.0490872,-0.337803
-0.240451,-0.440503,0.122064,-0.12666
0.440542,0.0302658,0.16215,0.0882047
0.299007,-0.378255,-1.38248,0.163656
0.910662,-0.19905,0.0859868,0.29647
-0.058779,0.112819,0.0700327,0.0630754
1.16178,0.0236965,0.192932,-0.230692
0.0356799,0.0380025,0.121841,0.309378
0.639571,-0.95452,-0.826935,-0.64581
1.37195,-0.275193,-0.422134,-0.220505
0.773153,0.0439997,0.188109,-0.472756
0.164949,0.132177,0.128838,0.205131
0.185245,-0.282503,-0.618747,0.177517
0.769649,-0.164875,-0.576861,0.0216738
0.596038,-0.16148,0.140276,0.275638
0.591893,0.337732,0.136407,0.160144
0.280681,0.0209217,-0.0652539,0.222094
0.995722,0.0273115,0.210911,0.26493
0.423558,0.0327568,0.13184,0.319539
0.907799,0.0300566,0.174568,0.147047
0.54924,0.0360851,0.00608193,0.395197
0.9034,-0.317473,-0.0516598,-0.757112
0.287476,0.0201268,0.155174,0.323349
-0.333457,-0.0524951,0.0572466,0.050195
0.852266,0.0484109,0.144496,0.279418
0.391619,-0.304037,-0.30512,-0.00132482
-0.269774,0.0320921,0.152753,-1.44676
0.618988,0.036608,0.178091,0.231824
0.276839,-0.216374,-0.315134,0.151707
0.295702,0.017958,-0.166473,0.336447
0.742339,0.0297936,0.193543,-0.971814
0.613906,-0.232188,0.134612,0.278141
0.278352,-0.295404,0.135111,0.191874
0.75126,-0.318607,-0.111147,-0.932041
0.374611,0.139727,0.198469,0.264648
0.817937,0.022535,0.222283,-0.651911
0.295641,-0.0243986,0.176985,-0.431648
1.14866,0.0178575,0.193944,-0.549022
0.598157,-0.0031978,0.208079,-1.80724
0.192909,0.0488866,0.151175,0.222068
0.475695,0.0515267,0.153623,0.310343
0.120003,-0.917204,-1.05987,-0.0130848
0.656748,-0.625829,-0.620586,0.140021
0.660775,-0.134868,0.100423,-0.384279
0.857584,-0.344144,-0.343805,0.0300333
-0.893937,-0.0612631,0.0412701,0.179215
-0.00918439,0.0301499,0.224121,0.336975
0.61394,0.0376552,0.0974314,0.305831
0.644852,0.0403412,0.138573,0.222665
0.590144,0.00894754,0.0107853,0.292942
1.16016,-0.630542,0.0885318,-0.435163
0.0226477,-0.197748,-0.0042054,-0.107853
0.203574,0.0604596,0.15947,0.137565
0.359513,0.0422506,0.124453,0.357471
0.309691,0.0428182,0.121761,0.252864
0.79612,-0.0769896,0.129861,0.329169
0.833482,-0.206946,0.00850035,-0.863316
0.116803,0.0671422,0.112505,0.208424
0.191832,-0.161938,-0.0319217,-0.710347
-0.125515,-0.643905,0.0316574,0.197133
0.00515507,0.0290427,0.171682,-1.55256
0.837454,-0.0101152,-0.0174595,0.400738
0.262561,-0.041102,0.124339,0.153671
0.350136,0.0496871,0.158197,0.14715
-0.289066,0.0379581,0.132919,-0.908331
0.282707,0.00736477,0.0503576,0.223244
0.0908551,-0.563597,-0.714201,-0.164349
-0.921285,0.0227264,0.0702466,0.206951
0.304798,2.29261,0.126655,0.161127
0.503884,-0.260286,-0.0729506,0.0601439
1.67578,-0.168462,0.0991863,0.159199
1.11175,-0.434928,-0.419891,0.0427061
0.486995,0.0356935,0.0972037,0.347389
0.0678973,0.0669926,-9.89086e-05,0.214102
-0.0989192,0.0404168,0.153585,0.361679
1.04298,0.00135213,0.0812045,-0.284432
1.0628,0.0126622,0.198889,-0.205481
0.168613,-0.277492,-0.492174,1.14711e-05
-0.990532,-0.0222078,0.00591526,-1.02487
1.08507,-0.186041,-0.34796,0.327261
-0.0982753,0.0469162,0.11027,0.19578
0.431578,-0.381722,0.120702,0.228593
0.635068,0.0357891,0.123449,0.24968
-0.174898,0.0314174,0.165242,0.167499
0.451242,0.0220514,0.134101,0.204041
0.255954,-0.472315,-1.38917,0.119269
0.324459,-0.0104714,0.132686,0.273691
0.969394,-0.588465,-0.190224,-0.395929
0.364988,0.0235222,0.0400925,0.38993
-0.832714,0.00405044,-0.273155,0.174985
0.907989,0.0110944,-0.513418,0.0691284
1.60201,-0.00364132,0.0294301,0.0809612
1.27193,0.0340398,0.0804805,0.104687
0.23163,0.0301007,0.0704018,0.386176
0.762932,0.0354388,0.138967,0.172808
0.515805,-0.131589,0.142901,0.165351
0.5595,-0.203376,-0.0999369,-0.904162
0.175358,-0.710719,-0.8473,-0.140013
1.05083,-0.722038,0.00620067,-0.246561
0.863578,0.0264658,0.0175794,0.434663
0.255743,-0.059958,0.152274,0.29639
0.30769,-0.0349778,-1.70268,0.0681299
0.672698,0.0819892,0.131892,0.185501
0.424559,0.0530502,0.144467,0.297344
0.128758,-0.0063204,-0.31184,0.239767
0.235467,-0.216292,-0.59233,0.285781
0.501675,-0.12133,-0.113607,0.365195
1.11606,-0.352833,0.0354445,0.238504
-0.0923433,0.0470981,0.151748,0.351915
0.516991,-0.072912,0.0442594,0.301814
0.766995,-0.426319,-0.914947,0.00743809
0.793902,-0.227873,-0.53041,-0.476568
0.120298,0.0675667,0.155921,0.273974
-0.00052384,-0.470952,-1.15798,-0.0157539
0.564657,-0.197824,-0.429237,0.25008
0.661971,0.050791,0.181709,-0.289888
0.240715,0.0507207,-0.0219526,0.234476
0.777341,-0.357545,-0.170654,0.251314
0.43153,-0.0426906,0.0954062,0.0634592
-0.37321,-0.0294635,0.154328,0.116696
1.21268,-0.294309,-0.917705,-0.293168
0.280935,0.0336882,0.162556,0.24915
0.23091,0.0487126,0.101094,0.249887
0.864276,-0.191129,-0.121475,-0.026814
0.356773,-0.2113,-0.0782561,-2.30803
0.820048,-0.411471,0.0492238,0.0898228
1.21977,0.0280906,0.17754,0.227942
0.57833,0.0299351,0.185549,-0.127925
0.20663,0.0608511,0.119397,0.128778
0.950821,-0.0388226,-1.64294,-0.152167
0.225851,-0.100047,-0.127512,0.156946
0.700825,-0.534084,-0.759463,0.265126
0.228893,0.0300852,0.107942,0.247838
0.282407,-0.0518206,-0.230356,0.184789
0.263598,0.0203425,0.116009,0.173715
0.786062,-0.154604,0.0937488,0.22365
-0.55262,0.0270481,0.0180921,0.233805
0.528202,0.0724562,0.0962925,0.379854
-0.880136,0.0171646,0.00294877,-1.02051
0.320055,0.0260181,0.170909,0.360157
0.135659,0.230908,0.121828,0.261173
0.267802,-0.131792,-0.161028,0.324923
-0.853633,0.0114137,0.172113,0.124232
0.191342,0.123663,0.119385,0.140676
0.260045,0.0550022,0.134203,0.266374
0.464158,0.00674154,0.245642,-1.97364
0.426105,-0.366422,-0.280193,-0.00256659
0.453851,0.0522174,0.113535,0.405805
0.399742,0.0336152,0.0993234,0.414085
0.702324,-0.018882,0.00875343,0.258341
-0.512094,0.029269,0.0114778,0.10975
0.628449,0.0179558,-0.368685,0.309895
0.432003,0.0309559,0.140106,0.342005
0.0132216,-0.0144976,0.169425,0.187784
0.498,0.140533,0.143764,0.294242
-0.814936,-0.0442803,0.0382302,0.197332
0.254845,0.0369715,0.168458,0.336534
0.153372,-0.263019,-0.0139655,0.24264
0.322862,0.0352545,0.131019,0.349945
0.183172,0.0320804,0.0995969,0.359345
0.298881,0.0476463,0.104162,0.298619
0.79793,0.0412086,0.128496,0.351465
-1.86411,-0.534306,-0.435859,-0.113466
0.595647,-0.215075,0.0693737,-0.0450673
1.01299,-0.0270647,-0.697325,0.0638262
0.490354,-0.160631,0.142164,0.137717
1.1446,0.0462988,0.23529,0.155506
0.597706,-0.683953,-0.0952623,0.00269648
0.405027,0.0114163,0.0948098,-0.14173
0.547918,-0.0863447,-0.0418695,0.248018
0.455509,0.022483,0.182171,-0.151392
0.369444,0.0347755,-0.0136922,0.357868
0.719732,-0.124299,0.0825655,-0.16432
0.181233,0.0418487,0.165485,0.281205
0.568103,0.0309155,0.173366,0.231273
1.72406,-0.506747,-0.288115,-1.21925
0.541532,-0.148219,0.0436967,0.385451
-0.288244,-0.389893,0.125265,-0.150771
-0.793859,-0.0309358,-0.0625773,0.15152
0.207424,-0.224822,-0.736983,-0.118284
0.443749,0.0339383,0.152482,0.355939
0.176026,0.0692016,0.0735185,0.248586
0.435072,0.0858987,0.115886,0.320729
0.21665,0.0448462,0.148534,0.220568
0.669059,-0.127852,0.0912211,0.198676
0.278306,-0.193868,0.111458,0.26635
-1.23749,0.01582,0.123436,-0.50929
0.667449,-0.217822,0.023321,-0.0528457
0.514449,0.0151774,-0.370222,0.0286335
1.26378,-0.225071,0.0753648,-0.385552
0.478346,-0.25252,-0.484593,-0.111855
-0.257236,5.6452,0.131942,-0.0269533
0.952181,-0.155723,0.198632,-0.0333734
1.13613,0.0240025,0.186794,-0.587095
0.257798,-0.0350596,0.14656,0.189256
0.264876,0.0552053,0.051307,0.280265
0.447674,0.00178734,0.0919192,0.403134
0.309243,-0.0220139,0.0259251,0.23913
0.761704,-0.0196295,0.168723,-0.506899
0.641077,0.00358869,-0.00220219,0.255054
1.33859,-0.0796234,0.0670283,-0.549832
0.279848,0.0499582,0.120812,0.195178
0.806441,-0.214247,-0.00348777,-1.26634
0.321402,-0.736466,-1.07315,-0.157918
-0.442058,-0.0810198,-0.287885,0.284904
0.754199,-0.29294,-0.160347,0.319591
0.397426,0.0177279,0.137697,0.220433
0.499137,0.136269,0.144331,0.33654
-1.28638,-0.00105978,0.0790584,-0.0270456
0.898537,0.0203812,0.149998,0.131802
0.487624,0.0540458,0.199773,0.164972
-0.0676374,-0.0141614,0.162042,0.0456477
0.449913,0.04411,0.136655,0.256352
0.221697,-0.00512658,0.158375,0.221792
-0.266289,0.0759896,0.165992,0.180944
0.816666,0.0246136,0.0306932,0.035682
-0.167014,0.00442315,-3.89622,-0.855327
1.11198,-0.0618111,0.117758,-0.981837
0.917334,-0.201792,0.0738757,-1.55855
-0.246081,0.013948,0.167703,0.141384
0.377178,-0.164341,0.107983,-0.160292
0.870862,-0.172189,-0.503975,-0.564686
0.297404,0.00014047,0.126763,0.198715
0.826145,0.00165945,0.0177594,0.304782
-0.249572,-0.0902178,-0.0398253,0.177034
0.438869,0.0360829,0.142177,0.316078
1.6277,-0.442244,0.0762174,-0.363937
0.693347,-0.0100763,0.256743,-1.5845
0.826497,0.00776824,-0.320204,-0.406606
0.364819,0.0435106,0.127466,0.182965
0.456435,0.0471572,0.126743,0.386437
0.44118,-0.339205,-0.737462,0.0146119
0.835566,0.0345404,0.0443424,0.281359
0.735769,-0.635409,-0.953308,-0.0409304
0.700676,0.0208131,0.119987,0.357568
0.394251,-0.489404,-1.00749,0.0245207
0.607451,0.0319731,0.0145073,0.37028
1.00469,-0.164163,0.143523,-0.230034
0.215558,-0.406493,0.184502,-0.897393
1.01334,-0.416791,-1.23661,-0.18584
-0.207111,0.00991594,0.15331,0.194224
0.27739,0.0424234,0.110264,0.313013
0.326144,0.0367321,0.102257,0.293422
-0.163898,-0.792936,0.124126,-0.601684
0.0803987,-0.269398,-1.30699,-0.0465405
0.311102,0.223122,0.182681,-0.11813
0.459457,-0.395235,-0.0708165,-0.0357972
0.721528,0.00795006,0.190758,0.0947633
0.0364526,0.0350957,0.0846394,0.312837
0.487653,-0.121981,-0.547478,0.162802
-0.189431,0.1586,0.128086,0.186837
0.634991,-0.322283,-0.648812,0.0105641
0.28445,0.0556546,0.192242,0.0939778
0.26955,-0.0126846,0.0985802,0.193776
0.624293,0.0124101,0.143877,-0.35006
0.211491,0.0661708,-2.3465,-0.0985676
0.26538,-0.093437,-0.262172,0.122371
0.629096,0.0175514,0.124483,0.209583
0.163564,-0.029286,0.00729328,0.268786
-0.808539,0.0342773,0.053962,0.339293
0.231243,0.034921,0.12831,0.362357
0.702808,0.0578443,0.171524,0.343113
0.688128,-0.0342611,-0.0371969,0.156782
0.114891,-0.135342,0.113593,0.315578
-0.293697,0.0368599,0.0460487,0.32175
1.52796,-0.221537,-0.528078,-1.31862
0.194234,0.0564778,-0.0530637,0.324534
0.57954,0.0406218,0.200386,-0.859681
-0.552893,0.0180679,0.0773195,0.269512
0.204122,-0.557137,-0.167585,0.119363
0.919555,-0.0698066,-0.131061,0.0700986
0.802057,-0.0424662,0.162659,0.172383
0.482238,-0.0319173,0.169139,-0.471904
-0.165043,-0.221362,-0.719812,0.127566
0.25285,-0.237498,-0.218776,0.186658
0.782319,0.0434293,0.0391081,0.401047
0.980985,0.0349916,-0.0258834,0.338104
0.67023,-0.254193,-1.24603,0.0174456
-0.657066,0,-0.0123745,0.115817
0.847753,0.030143,0.196685,-0.230794
0.415237,-0.0408706,-0.769087,0.129498
0.151392,-0.204697,-0.484937,0.162238
0.725645,0.0545221,0.150363,0.32379
-0.891491,0.0185976,0.113828,0.202832
0.329226,0.0151064,0.174367,-0.465741
0.78734,0.0515967,0.134802,0.21584
0.166921,0.0395769,0.1032,0.427731
0.2324,0.0291349,0.0835261,0.129929
0.410134,-0.554233,0.13949,0.188777
1.0925,-0.207961,0.152268,-0.0306343
0.281058,0.0385825,0.132541,0.290482
1.97915,0.00242481,0.216718,0.162264
0.420925,0.0194501,0.15272,0.236945
0.925753,-0.033895,0.0969926,0.164503
0.752889,-0.186297,-0.0037,-0.313537
0.316347,0.0242131,0.156064,0.298391
0.858728,-0.2782,-0.116013,0.0482168
0.25874,-0.144074,0.12873,0.314717
0.356067,0.00680409,0.185642,0.251325
0.537393,-0.162352,0.00873007,0.278115
0.451754,0.0432014,0.103027,0.172973
-0.185312,0.0262792,0.0667534,0.344979
1.03668,-0.240307,-0.570117,-0.573388
0.098871,-0.178897,-0.150387,0.0886031
-0.882062,0.0211912,0.176573,-2.27841
0.749453,-0.701134,-0.806388,-0.0117086
0.1406,0.201264,0.160962,0.240655
0.131106,0.0928274,0.13662,0.158108
0.896643,0.043919,0.105235,0.393003
1.03013,-0.397661,0.124149,0.0202387
1.01458,-0.18418,-0.35978,-0.114806
0.508161,0.0219624,0.0910634,0.351176
0.187017,0.0519591,0.131569,0.264412
0.49465,-1.13011,-0.315057,0.17986
0.464587,-0.26374,-2.02982,0.0850128
0.472607,0.0159473,-0.912157,-0.002207
0.526676,0.00704344,-0.448154,0.353859
0.34755,0.0280624,0.0354059,0.379424
0.542345,0.0299619,0.157209,0.367066
1.2577,0.0115654,0.107873,0.0715128
0.553176,-0.0821345,-0.30897,0.16941
0.858655,0.0182426,0.107405,0.302308
0.699262,-0.00975055,0.138364,0.279319
0.317008,0.035852,0.0278868,0.400583
-0.284667,0.0148958,0.115893,0.157141
0.854656,0.0271722,0.145679,0.370055
0.43071,0.0380509,0.117718,0.0136056
0.289027,0.0345944,0.132585,0.320123
0.114512,0.0520849,0.143262,0.231378
0.317887,0.0508403,0.143289,0.374956
0.803002,0.0156999,-0.700307,0.126163
-0.0102182,-0.0018853,0.0853875,0.170118
0.565097,0.124901,0.0768466,0.387367
1.00976,0.026476,0.0812349,0.367066
0.526281,-0.433907,-0.656216,0.0827907
0.235179,0.0498251,0.12073,0.190066
0.278873,-0.362899,-0.267595,0.0348598
0.797789,-0.163921,0.167992,-0.742278
0.438374,-0.387502,-0.599806,0.0847513
1.07388,-0.192882,0.134923,-0.0503206
0.173857,0.0395813,-0.574137,0.0441231
0.0373804,0.0564912,0.169196,0.34961
0.833714,-0.0740533,0.0128074,0.319135
0.612289,-0.1497,0.0733144,0.086368
0.850076,-0.166935,-0.0464844,0.232232
1.23116,-0.0335235,0.153685,-0.121392
0.190876,0.0333799,0.0897624,0.330519
-0.230995,0.153309,0.129859,0.2134
0.156538,-0.174147,0.0954455,0.390529
0.470716,0.0173032,0.059405,0.129925
0.874249,-0.137111,-0.478021,0.115515
0.0124626,0.0527849,0.0872327,0.285511
0.424185,-0.601071,-0.50843,0.097939
0.216098,-0.39269,-0.920123,-0.13809
0.248315,-0.0699776,-0.110391,0.223003
-1.45593,-0.069598,-0.227039,0.169065
0.546815,0.0170666,0.103675,0.288608
0.160326,-0.674974,-0.916237,-0.240252
-0.804486,0.0309373,0.0246857,0.204426
1.18487,0.00851191,0.0399549,0.118195
1.16555,-0.200676,-0.103756,-0.415657
0.55273,-0.372052,-0.596892,0.0255974
0.621644,-0.562227,-0.794778,-0.514386
1.01756,0.00460788,0.145593,0.250518
0.2138,-0.25739,-0.0166725,0.354572
0.599374,-0.0477644,0.0112111,0.273495
1.20762,-0.0824469,-0.205225,-1.90066
0.490588,-0.491087,-1.17817,0.205075
0.314387,-0.687828,-0.857397,0.142957
1.11129,0.0146542,0.0674469,0.040174
0.265387,0.0321809,0.117872,0.0956522
0.504806,-0.187952,-0.167412,0.32965
0.10756,0.0505483,0.0885542,0.229303
0.334447,-0.424567,-0.915178,0.0734277
0.888953,-0.208354,0.0261559,-1.06395
-0.0979509,-0.983986,-1.21857,-0.391235
0.344552,-0.211426,0.0298232,0.0743461
1.03333,0.00501091,0.0605134,0.117339
0.872637,-0.540811,0.0390073,0.22794
0.463336,0.0549048,0.10899,0.289636
0.873528,-0.431766,-0.00459732,0.261401
-0.0125294,0.0612123,0.155097,0.274938
0.930191,-0.0427089,0.0453364,0.35615
0.725082,-0.326991,0.0697593,-2.33796
0.574007,0.0326138,0.10854,0.131913
0.478003,-0.0914871,0.0629844,0.346484
0.243048,-0.522754,0.090445,0.135857
0.471073,-0.195147,-0.143142,0.2701
0.841609,-0.210009,-0.107619,0.19537
-0.176988,-0.54,-0.415866,0.083066
0.2876,0.00441083,0.0927609,0.287269
0.960635,-0.512152,-0.292602,0.202927
0.954195,-0.405545,-0.402744,-0.126142
0.559406,-0.142342,0.0224329,0.268238
-0.905544,0.0142405,0.128162,-0.166289
0.430661,2.48847,0.120806,0.192777
0.663272,-0.423299,-0.350087,-0.0671304
0.979149,-0.420879,-0.0107653,-0.130029
0.360664,0.0235758,0.126968,0.232368
0.842397,-0.150888,-0.116666,-0.616637
0.101259,0.0424294,0.040775,0.297018
0.911405,0.0325159,0.124817,0.22913
0.428662,0.0259607,-0.0968332,0.331051
0.552406,-0.559364,-0.456067,0.0836543
0.213389,0.409814,-0.0198027,-0.226247
0.341678,-0.318562,-0.433255,0.184193
0.698813,-0.0610726,-0.00368683,0.316122
0.481588,0.0310927,-0.284051,0.0360793
-0.00931151,-0.107865,-0.0485836,0.356747
0.614597,-0.236384,0.0213654,0.264229
0.459064,0.0144011,0.104229,0.248829
0.651407,-0.294355,-0.157967,0.31845
-0.455247,0.0113444,-0.159858,0.221323
0.474419,-0.157709,-0.0959356,0.409048
-0.00709159,0.0326232,0.114194,0.286194
0.936559,-0.0161819,-0.148243,-1.53966
0.938297,0.0401867,0.156542,0.361695
0.361676,0.0245359,0.164385,0.273488
0.239802,0.0122179,-0.989616,0.287215
0.758251,0.0270409,-0.00403804,0.444816
-0.305267,0.0231525,-0.101709,0.246699
0.207941,-0.0106266,0.0645495,0.339859
0.699168,0.0663827,0.160887,0.207273
0.874161,0.0534583,0.161746,0.299176
0.398235,-0.258532,0.0909183,-0.308581
0.539901,-0.647186,-0.729438,-0.0366293
0.0828861,0.0400075,0.0973173,0.376716
0.396188,-0.0766563,-0.253977,0.278898
-0.798547,-0.00189845,0.118346,0.315998
0.69178,-0.466193,-0.488009,-0.0350441
1.41749,-0.00243989,-0.183082,-0.122895
0.366683,0.0396857,0.1511,0.14081
0.400827,-0.209592,-0.053165,0.233976
0.39614,0.00402337,0.0787153,0.356042
0.11291,0.0352918,0.132215,0.325103
0.149067,0.356262,0.0978004,0.292263
0.937307,-0.0276887,0.0661843,0.186016
-0.793051,0.0134053,-0.108247,-0.321473
-0.0473046,-0.0450565,0.146538,0.379712
0.662705,-0.198535,-0.514171,-0.102811
0.52346,-0.00449434,0.115694,-0.0882344
0.471918,0.0231562,0.17396,-0.672157
0.485746,-0.25016,-1.43985,0.152519
-0.0723724,-0.423863,-0.0305897,-0.231439
-0.52296,0.0114512,0.141647,-0.646043
0.368941,0.0116767,-0.0274588,0.464614
0.925594,-0.0955735,0.111781,0.327784
0.378033,0.0295804,0.0118215,0.263427
0.949754,-0.204003,-0.0216412,-0.862477
0.33734,0.0372352,0.123783,0.309133
0.532689,0.0340137,0.157798,0.275694
0.399803,-0.234445,-0.333878,-1.01
0.740283,-0.0125365,-0.243518,-0.139909
0.472431,-0.631538,-0.0740837,-0.173816
1.05987,0.0294527,0.0823522,0.306934
0.888935,-0.267189,-0.00330606,0.24318
-1.36888,-0.0625961,-0.0859204,0.199663
0.567046,-0.576477,-0.261407,0.341584
0.44595,0.0228962,0.110001,0.24747
0.72508,-0.157738,-0.0871413,0.096658
0.514123,0.0324149,0.142575,0.281613
0.440496,0.0343985,-0.196508,0.302712
0.239322,-0.0126537,-0.0279687,0.33806
0.425587,-0.0112268,-0.57808,0.134818
-0.329186,-0.12216,0.106541,0.0363604
0.750523,-0.0176325,-0.054618,0.184614
0.235912,-0.19427,-0.160939,0.319473
0.401159,0.0434394,0.133329,0.412004
0.717714,-0.158561,-0.00401953,-0.76751
0.725595,0.0445508,0.230361,-1.17902
0.791417,0.038666,0.075232,0.366505
0.63969,0.0379713,0.136911,0.349014
0.458835,-0.288709,-0.264633,0.119492
0.893489,-0.353589,-0.123375,0.203711
0.304517,-0.393831,-0.513333,-0.26176
0.253523,-0.136971,-0.632172,0.0939752
-0.162495,-0.697804,0.150886,-0.993071
0.435368,0.0101661,0.125976,0.254632
-0.0446021,0.0417212,0.243836,-1.55778
0.709781,0.144047,-0.842531,0.131368
0.713088,0.0807917,0.143079,0.346092
0.906496,-0.0228522,0.140403,-0.0935436
0.482889,-0.117114,-0.0847745,0.457575
0.698632,-0.234064,-1.10357,0.175996
0.0165685,-0.321817,-1.49703,-0.338279
-1.3203,-0.0252144,0.211228,0.107387
-0.380118,0.0343649,0.124781,0.343889
0.361075,0.00114824,0.144647,0.264083
1.38118,0.0272254,0.211248,-1.89467
1.04759,-0.546648,-0.391758,-0.367351
0.816447,-0.261369,0.220281,0.0487637
-0.0730354,-0.0930563,-0.120119,0.141172
0.227558,0.121059,0.10291,0.353638
-0.939452,-0.237107,-0.635487,-1.76858
0.229537,0.0226387,0.142255,0.123674
0.221212,-0.111137,0.0894425,0.087881
0.729408,0.0267222,0.206614,0.138631
0.169954,0.174404,0.159334,0.15283
-1.38191,0.0101323,0.065396,0.216208
0.478373,-0.0374384,-0.246935,0.327067
0.255633,0.0315297,0.0817826,0.28643
0.37571,-0.370993,-1.53608,-0.0620888
0.816543,0.0350717,0.207525,0.195929
1.06677,-0.00236807,0.0602146,-0.0581869
0.0114981,-0.544679,0.18988,-0.284974
0.825539,0.020858,-0.528997,0.134124
0.366734,-0.206688,0.00423463,0.317253
-0.150585,-0.814285,-0.145439,0.0377792
0.479556,0.0531314,0.144296,0.282529
0.422236,-0.183886,0.158381,0.250302
0.14303,-0.0279317,0.0567405,0.298628
1.24837,-0.166548,0.0529951,0.00494646
0.415108,-0.358534,-0.380173,0.123007
-0.23623,0.117762,0.127428,0.273035
0.450604,-0.243622,-1.10695,0.10363
0.391359,-0.121973,-0.376299,0.0363344
0.399549,0.0256521,-0.00408776,0.0733323
0.52895,0.0318163,0.100724,0.277552
0.328096,0.00822146,0.0257741,-0.032015
0.492742,0.0381669,0.149134,0.203897
-0.222293,0.0251991,0.119653,0.238531
0.383628,0.0790069,0.128518,0.233623
0.0391422,-0.326031,0.137774,-0.268829
0.0916693,0.0234589,-0.167528,0.33517
0.409647,0.0314585,-0.168347,0.0419742
0.41103,-0.250502,-0.321296,0.276368
1.0673,0.0429747,0.161333,-0.579792
0.076786,-0.137279,-0.0920583,-1.39573
0.385161,-0.134612,-0.575635,0.229607
1.12643,0.030369,0.244167,-0.467465
0.12616,0.0460332,0.149814,0.109138
0.055003,-0.227877,0.0596966,0.44201
0.484861,-0.257041,-0.4969,0.266116
0.0764023,-0.319167,-1.64028,0.108164
-0.197366,0.0208681,0.0713443,0.196504
0.20924,0.0394453,0.130912,0.310279
0.683651,-0.00865778,0.0710998,0.156691
0.455149,0.0432189,0.170441,0.201605
0.411351,0.00354536,-0.0153333,0.313103
-0.10977,-0.108307,0.0311841,-0.062898
-0.0597671,0.159655,0.129304,0.205931
-1.12171,0.0263231,0.0557782,0.326465
-0.206075,0.072012,0.125538,0.162757
0.636399,-0.01663,0.139231,0.292978
-0.359338,0.0317164,0.126724,0.129314
-0.134645,0.0558884,0.12965,0.188908
0.289228,-0.0105352,0.0703899,0.0869562
0.270143,-0.27825,0.173976,-0.228036
0.976734,-0.245673,-0.475622,-0.0499651
0.619177,0.0696133,0.180152,0.287273
1.02742,-0.155246,0.119229,-0.659646
-0.0551817,0.0300776,0.2227,-0.0179133
-0.182877,0.0650482,0.133339,0.272311
0.519834,-0.335759,-0.256626,0.0998282
0.795759,0.0390117,0.0840183,0.288917
0.397984,-0.558054,0.0502546,-0.0785182
0.518168,-0.263731,-0.759615,0.205316
0.534304,-0.272765,-0.638167,0.0599295
0.237139,-0.196761,-0.147069,0.311099
0.79271,-0.405013,-0.519595,0.0619797
0.234014,0.0463321,0.128459,0.457556
-0.695186,0.0501675,0.127269,0.267009
0.83268,0.0371936,0.14461,0.292236
0.765114,-0.316887,-0.431735,0.195915
0.646874,-0.205055,-0.0734399,0.14028
0.36018,-0.168104,0.18899,0.312548
0.287403,0.0439391,0.145162,0.330325
0.703333,-0.204215,0.0854072,-0.711908
0.161272,0.0505016,0.12708,0.208209
0.407186,0.0078666,0.13902,0.213478
0.0279655,0.0665746,0.136914,0.340041
0.671021,-0.09474,0.00293876,0.0874729
0.229962,-0.552694,-0.644114,0.134143
0.678126,0.000875231,0.142404,0.34399
1.06909,-0.110743,0.0968777,-1.04919
0.409168,0.00130089,0.0510149,0.31016
0.31296,0.0762762,0.167472,0.137134
0.0657697,-0.358935,0.0762515,0.286869
0.942127,0.0147096,0.107774,-0.182289
0.522331,-0.327025,0.111038,0.0190254
0.0175931,-0.079223,0.165158,-0.118651
0.614548,-0.121561,0.156346,-0.905761
0.731092,-0.296295,-0.0775767,-0.490465
-0.41796,0.0154153,-0.199338,0.351074
0.88794,-0.333386,-0.453224,0.00712535
0.558471,0.067915,0.0263409,0.256103
0.250655,0.0873763,0.100752,0.219615
0.88102,0.0151677,-0.111936,-0.0100162
0.707341,0.0264394,0.200884,-0.380435
0.397403,-0.0422501,0.1077,0.177357
-0.329912,-1.63051,-0.398405,0.0183555
0.576203,0.024004,0.0497899,0.0998684
0.322897,0.0973965,0.181899,0.293006
0.702189,-0.474924,-0.554284,0.197244
0.123712,0.0339531,0.149403,0.266276
-0.0637489,0.0457812,0.134856,0.191995
0.357741,-0.167208,-0.0267927,0.272949
0.565292,-0.246069,-0.249268,0.270994
0.387383,0.0366452,0.102841,0.299903
1.21066,0.0105402,0.102462,0.121372
-0.0159939,0.0304782,0.112473,0.216505
0.191748,0.0358014,0.225418,0.20941
-0.544772,-0.285277,-0.0962201,-0.313477
0.528898,-0.203102,0.0384492,0.27706
-0.792473,-0.336836,-1.63337,0.106916
0.586299,-0.144205,-0.0819946,0.360008
-0.131045,0.0143507,-0.15828,0.212698
0.332753,0.0430142,0.127907,0.277328
0.956951,0.0379894,0.115279,0.368468
0.128487,-0.468272,-0.220259,-0.102165
0.81647,0.00444753,-0.537583,0.126395
0.32332,-0.315247,-0.442376,0.097502
0.660119,0.0520082,0.127574,0.137475
0.688604,-0.224265,0.0901154,0.121773
0.0163117,-0.381782,-1.13665,0.00497915
0.464266,-0.0473559,-0.667073,0.189685
0.368792,0.0165884,0.0464034,0.350092
-0.548275,-0.179027,0.0799787,-0.00483118
0.556522,-0.0197935,0.168549,-0.00970358
0.190539,0.0171946,0.080274,0.359048
