PMTBaryTheta,PMTAvgDist,PMTAvgT,PMTQtotal,PMTQtotalClustered,PMTHits,PMTFracQmax,PMTFracQdownstream,PMTFracClustered,PMTFracLowQ,PMTFracEarly,PMTFracLate,PMTRMSTheta,PMTVarTheta,PMTRMSThetaBary,PMTVarThetaBary,PMTRMSPhi,PMTVarPhi,PMTRMSPhiBary,PMTVarPhiBary,PMTFracLargeAnglePhi,PMTFracLargeAngleTheta,PMTHitsLargeAnglePhi,PMTHitsLargeAngleTheta,LAPPDBaryTheta,LAPPDAvgDist,LAPPDQtotal,LAPPDAvgT,LAPPDHits,LAPPDRMSTheta,LAPPDVarTheta,LAPPDRMSThetaBary,LAPPDVarThetaBary,MCTrueMuonEnergy,MCTrueNeutrinoEnergy,EventNumber,MCNeutrons,MCVDistVtxWall,MCHDistVtxWall,MCVDistVtxInner,MCHDistVtxInner,MCPMTFracRing,MCPMTFracRingNoWeight,MCLAPPDFracRing,MCPMTVarTheta,MCPMTRMSTheta,MCPMTBaryTheta,MCPMTRMSThetaBary,MCPMTVarThetaBary,MCLAPPDVarTheta,MCLAPPDRMSTheta,MCLAPPDBaryTheta,MCLAPPDRMSThetaBary,MCLAPPDVarThetaBary,MCNRings,MCMultiRing,MCPDG
0.967053,1.4166,5.72583,2055.93,0.0,17,0.387727,1.0,0.0,0.294118,0.235294,0.0588235,1.03369,1.03938,0.34030900000000003,0.0768848,3.79144,4.04145,0.544982,0.126852,0.0588235,0.0,1,0,0.512447,1.32857,30,5.77221,30,0.672779,0.672779,0.228649,0.0522803,248.94400000000002,-999,4,0,0.970357,0.48076800000000003,1.60437,0.48368999999999995,0.904709,0.647059,0.933333,0.48336999999999997,0.64607,0.168781,0.490831,0.0768848,0.654841,0.654841,0.5522699999999999,0.133155,0.0177303,1,0,11
1.28201,1.43449,8.85387,2547.99,1298.45,64,0.039812,0.648474,0.5095970000000001,0.484375,0.0625,0.203125,1.52136,1.4193,0.655886,0.316207,3.67864,3.7584,1.52662,2.17587,0.546875,0.1875,35,12,0.30953400000000003,1.33049,48,10.3939,48,0.583607,0.583607,0.362749,0.13158699999999998,476.839,-999,135,0,1.0629,0.349894,1.61817,0.28423899999999996,0.772476,0.5625,0.770833,0.698166,0.892905,0.0903581,0.817872,0.316207,0.675531,0.675531,0.613776,0.16357,0.026755200000000003,1,0,11
0.496993,1.37268,8.096960000000001,1589.23,1420.31,36,0.09823839999999999,0.967084,0.893708,0.47222200000000003,0.0,0.138889,1.07907,0.893228,0.678183,0.23962199999999997,3.5786300000000004,3.49971,0.9467479999999999,0.5325840000000001,0.22222199999999998,0.11111099999999999,8,4,0.4348,1.31875,96,7.5430600000000005,96,0.696807,0.696807,0.31156999999999996,0.09707589999999999,322.77,-999,53,0,1.1668399999999999,0.697901,1.4123700000000001,0.814602,0.808635,0.555556,0.864583,0.672767,0.83791,0.0888536,0.762088,0.23962199999999997,0.588901,0.588901,0.429145,0.199798,0.039919199999999995,1,0,11
0.327177,1.36781,8.14449,2033.57,1895.34,30,0.233614,0.9945,0.932024,0.266667,0.0,0.1,0.8382149999999999,0.644034,0.551441,0.137323,3.18417,3.02946,0.6914279999999999,0.22948600000000002,0.0666667,0.0333333,2,1,0.23136500000000002,1.3286799999999999,62,9.48092,62,0.71886,0.71886,0.493899,0.24393600000000001,958.5,-999,226,0,1.1729,0.5736939999999999,1.40035,0.625309,0.967362,0.833333,1.0,0.420108,0.5906359999999999,0.0758521,0.522522,0.137323,0.5394359999999999,0.5394359999999999,0.295401,0.272488,0.07424960000000001,1,0,13
1.0847200000000001,1.47959,7.53958,3467.26,2219.11,34,0.175229,0.9591930000000001,0.640018,0.352941,0.0,0.117647,1.25345,1.14621,0.502037,0.105075,3.1117,2.47255,1.22714,0.394748,0.382353,0.0588235,13,2,0.45569399999999993,1.39225,55,7.482239999999999,55,0.6614369999999999,0.6614369999999999,0.249425,0.0622129,682.2819999999999,-999,29,0,0.893666,0.761442,1.4525299999999999,0.911438,0.8259549999999999,0.441176,0.5636359999999999,0.562027,0.8736209999999999,0.11121099999999999,0.7754989999999999,0.105075,0.748564,0.748564,0.618273,0.197855,0.0391467,1,0,11
0.677238,1.23806,5.178999999999999,1444.43,1444.43,17,0.203244,1.0,1.0,0.235294,0.235294,0.0,0.807381,0.810385,0.33872800000000003,0.0909767,3.7102699999999995,3.8168900000000003,0.47473000000000004,0.128449,0.0,0.0,0,0,0.495467,1.4640799999999998,62,5.914540000000001,62,0.52665,0.52665,0.173408,0.0300702,1359.55,-999,550,0,1.05969,0.584072,1.6245100000000001,0.641126,0.914818,0.764706,0.24193499999999998,0.460275,0.584238,0.08556280000000001,0.503421,0.0909767,0.716427,0.716427,0.706828,0.104696,0.0109612,1,0,13
0.248844,1.3463100000000001,7.99131,2630.34,0.0,37,0.169431,1.0,0.0,0.243243,0.027027,0.216216,0.866884,0.709679,0.638071,0.245829,3.12964,3.02541,0.6708430000000001,0.303279,0.162162,0.108108,6,4,0.533145,1.46102,14,4.45927,14,0.6283880000000001,0.6283880000000001,0.125724,0.015806399999999998,1031.67,-999,85,0,0.862118,0.401459,1.39006,0.362823,0.9721139999999999,0.918919,1.0,0.423285,0.545363,0.0680307,0.481991,0.245829,0.512266,0.512266,0.46471999999999997,0.064289,0.00413308,1,0,13
0.499964,1.26983,5.98862,1941.05,1853.65,24,0.195118,1.0,0.9549700000000001,0.375,0.25,0.041666699999999994,0.805231,0.7466689999999999,0.39411399999999996,0.11968699999999999,3.5588800000000003,3.6660199999999996,0.5680069999999999,0.213173,0.08333330000000001,0.0,2,0,0.6551060000000001,1.2889,133,4.61224,133,0.7286279999999999,0.7286279999999999,0.20874,0.0435723,551.03,-999,73,0,0.8678540000000001,0.476304,1.40142,0.476887,0.900433,0.666667,0.962406,0.498097,0.676588,0.20598699999999998,0.48953500000000005,0.11968699999999999,0.308177,0.308177,0.07963089999999999,0.238277,0.056775900000000004,1,0,11
0.41521199999999997,1.29008,6.11881,2125.33,2083.17,22,0.215748,1.0,0.980165,0.363636,0.0909091,0.0,0.762187,0.600907,0.412998,0.0721833,3.4161599999999996,3.48605,0.545674,0.133537,0.0454545,0.0454545,1,1,0.408889,1.3416299999999999,99,6.10773,99,0.660285,0.660285,0.316201,0.0999832,496.235,-999,163,0,0.867122,0.674353,1.3999700000000002,0.7787149999999999,0.89789,0.681818,0.989899,0.42976800000000004,0.6591,0.025139599999999998,0.635961,0.0721833,0.53771,0.53771,0.251257,0.29991100000000004,0.0899466,1,0,11
0.833242,1.33064,8.17403,1970.98,0.0,35,0.100951,0.9107059999999999,0.0,0.257143,0.057142899999999996,0.2,1.03746,1.06359,0.453554,0.20877800000000002,2.612,2.4429,0.696064,0.367768,0.28571399999999997,0.08571430000000001,10,3,0.8080649999999999,1.27453,25,4.08281,25,0.850302,0.850302,0.049869699999999996,0.00248698,641.0790000000001,-999,361,0,0.824045,0.36855,1.3146799999999998,0.31267,0.969615,0.914286,0.96,0.449324,0.541479,0.09013380000000001,0.457483,0.20877800000000002,0.254797,0.254797,0.17062,0.153005,0.0234106,1,0,13
1.0454,1.45999,8.18091,1586.27,0.0,33,0.10351099999999999,0.9913780000000001,0.0,0.424242,0.030302999999999997,0.151515,1.12657,1.1575600000000001,0.46089399999999997,0.165232,3.4720800000000005,3.75374,0.952657,0.614911,0.30303,0.030302999999999997,10,1,0.229674,1.3093700000000001,22,8.94299,22,0.653462,0.653462,0.452504,0.20476,267.291,-999,119,0,1.19575,0.38005500000000003,1.35511,0.330204,0.953571,0.848485,0.818182,0.615608,0.723772,0.0825244,0.65403,0.165232,0.596871,0.596871,0.46065900000000004,0.217352,0.0472421,1,0,11
0.5317270000000001,1.35358,7.14037,3060.02,2820.22,28,0.454165,1.0,0.921632,0.321429,0.07142860000000001,0.107143,0.86031,0.6818029999999999,0.412889,0.06845889999999999,3.00284,2.7711900000000003,0.648419,0.151853,0.035714300000000004,0.0,1,0,0.3384,1.3407799999999999,51,7.40459,51,0.5977,0.5977,0.33836900000000003,0.114494,709.082,-999,50,0,1.0197,0.565086,1.7036900000000001,0.612191,0.9025549999999999,0.607143,0.941176,0.38817199999999996,0.64346,0.12485999999999998,0.527813,0.06845889999999999,0.424303,0.424303,0.16963399999999998,0.265627,0.0705576,1,0,11
0.594892,1.38591,9.34896,3706.49,2919.47,54,0.0549428,0.973517,0.787663,0.314815,0.0,0.22222199999999998,1.15185,0.944891,0.648221,0.21434699999999998,3.66411,3.53569,0.9401309999999999,0.472905,0.314815,0.166667,17,9,0.15501199999999998,1.32526,156,9.62987,156,0.656674,0.656674,0.520076,0.27047899999999997,704.748,-999,70,0,0.773967,0.404079,1.2155200000000002,0.366816,0.914759,0.666667,1.0,0.5247310000000001,0.674896,0.0373352,0.640529,0.21434699999999998,0.451424,0.451424,0.263979,0.225543,0.0508695,1,0,11
0.6741189999999999,1.42219,7.86008,2191.49,1733.55,39,0.0784833,0.97365,0.791036,0.282051,0.0,0.10256400000000002,1.09096,0.9418059999999999,0.539742,0.205558,2.71274,2.7678599999999998,0.787543,0.42588100000000007,0.12820499999999999,0.10256400000000002,5,4,0.198173,1.32487,87,7.9169,87,0.499325,0.499325,0.368172,0.135551,406.07599999999996,-999,16,0,0.9089889999999999,0.7303149999999999,1.48286,0.863999,0.826933,0.666667,0.9080459999999999,0.573583,0.637371,0.0399635,0.600248,0.205558,0.481429,0.481429,0.334295,0.18948299999999998,0.0359038,1,0,11
0.903011,1.4614,7.578880000000001,2460.5,1591.43,34,0.0901322,0.9819040000000001,0.64679,0.235294,0.0,0.0588235,1.093,0.99821,0.441514,0.128302,2.76372,2.76511,0.918906,0.39991,0.17647100000000002,0.0294118,6,1,0.299249,1.36754,67,7.89423,67,0.510604,0.510604,0.30440900000000004,0.0926649,955.9,-999,236,0,1.06821,0.631139,1.60765,0.712857,0.9328569999999999,0.764706,0.955224,0.46038900000000005,0.588585,0.10705,0.492755,0.128302,0.511532,0.511532,0.395343,0.208143,0.043323400000000005,1,0,13
0.781507,1.35184,7.28247,1993.89,1427.81,36,0.0859086,0.9334100000000001,0.716095,0.44444399999999995,0.0,0.055555600000000004,1.08827,1.03152,0.499775,0.21143699999999999,3.7826800000000005,3.79819,0.815955,0.446466,0.305556,0.11111099999999999,11,4,0.166742,1.3292,73,7.832380000000001,73,0.48169300000000004,0.48169300000000004,0.373093,0.139198,459.037,-999,116,0,1.03659,0.742458,1.67025,0.8825059999999999,0.705658,0.47222200000000003,0.917808,0.650928,0.752512,0.17239300000000002,0.594233,0.21143699999999999,0.593915,0.593915,0.487885,0.192728,0.037144199999999995,1,0,11
0.340373,1.3936899999999999,8.611239999999999,3649.15,3406.57,50,0.11421700000000001,0.9831620000000001,0.933526,0.48,0.08,0.38,1.1162,0.8160029999999999,0.819256,0.28080700000000003,3.04113,2.8816,0.9512649999999999,0.403804,0.2,0.26,10,13,0.23618499999999998,1.3290799999999998,129,7.25522,129,0.673385,0.673385,0.455895,0.207841,787.694,-999,177,0,1.09236,0.403758,1.55984,0.36632800000000004,0.870798,0.52,0.937984,0.594985,0.968147,0.220678,0.7866890000000001,0.28080700000000003,0.44576000000000005,0.44576000000000005,0.195269,0.27274699999999996,0.0743908,1,0,11
0.846234,1.39972,7.17285,1641.06,1456.47,27,0.144489,0.9752870000000001,0.887517,0.22222199999999998,0.148148,0.148148,1.01776,0.9738030000000001,0.41613599999999995,0.12451,3.7282300000000004,3.80922,0.7402340000000001,0.323248,0.185185,0.037037,5,1,0.352371,1.36399,55,10.2381,55,0.6579470000000001,0.6579470000000001,0.34258,0.117361,677.6139999999999,-999,504,0,1.23727,0.36087800000000003,1.2729,0.300977,0.936644,0.777778,0.327273,0.46458599999999994,0.607137,0.15407300000000002,0.46742399999999995,0.12451,0.755663,0.755663,0.702847,0.22375599999999998,0.050067,1,0,13
0.958727,1.33988,8.317160000000001,2378.04,2102.05,35,0.245881,0.897395,0.8839389999999999,0.314286,0.057142899999999996,0.28571399999999997,1.17078,1.13188,0.503741,0.17819400000000002,3.9828699999999997,4.0872,0.707611,0.28846700000000003,0.2,0.057142899999999996,7,2,0.36009,1.3201100000000001,71,9.181000000000001,71,0.595705,0.595705,0.341541,0.11665,689.29,-999,545,0,1.22464,0.406411,1.2979100000000001,0.370371,0.983557,0.942857,0.9577459999999999,0.407011,0.522226,0.10604200000000001,0.424709,0.17819400000000002,0.42923199999999995,0.42923199999999995,0.345829,0.204649,0.04188119999999999,1,0,13
1.51864,1.40377,9.06518,2145.52,1137.68,64,0.048837599999999995,0.536774,0.5302600000000001,0.484375,0.015625,0.390625,1.66392,1.6733799999999999,0.688593,0.48063100000000003,4.04275,4.0878,1.46989,2.15484,0.5625,0.265625,36,17,0.217837,1.31849,28,10.9079,28,0.5338649999999999,0.5338649999999999,0.389314,0.151566,414.04900000000004,-999,77,0,1.24065,0.372222,1.26621,0.318267,0.718246,0.671875,0.464286,0.6228520000000001,0.650087,0.164946,0.503599,0.48063100000000003,0.7194050000000001,0.7194050000000001,0.657832,0.167242,0.0279698,1,0,11
0.808775,1.4266299999999998,9.21937,2140.67,1652.14,38,0.111127,0.9480790000000001,0.771788,0.236842,0.0,0.131579,1.16462,0.987342,0.552379,0.17111500000000002,2.81873,2.7362900000000003,0.919594,0.419393,0.236842,0.07894739999999999,9,3,0.334843,1.37032,63,9.95732,63,0.573124,0.573124,0.318293,0.10131,628.597,-999,196,0,1.03502,0.403569,1.67336,0.366039,0.957335,0.8684209999999999,0.9682540000000001,0.46471599999999996,0.615433,0.0854503,0.543004,0.17111500000000002,0.41412,0.41412,0.301779,0.141047,0.019894099999999998,1,0,13
