probability,efficiency,purity,rel_uncertainty,efficiency*purity,efficiency*purity**2
0.0,1.0,0.6301353076202202,0.010437446348525193,0.6301353076202202,0.3970705059096295
0.01,0.997420686097498,0.6737045578987538,0.010071170816337129,0.6719668623663866,0.45270713793315925
0.02,0.9957441320608718,0.7000463413370484,0.00986664836477861,0.6970670365570479,0.4879792286084199
0.03,0.9941965437193706,0.7185656118505542,0.009731266140008006,0.7143954477374158,0.5133400020066868
0.04,0.9926489553778695,0.7326040696449089,0.0096338139529171,0.7272186644385947,0.5327633530894499
0.05,0.991294815579056,0.7433592658657668,0.009561808173596779,0.7368881863653878,0.5477726612417311
0.06,0.9897472272375548,0.7531250827514125,0.009499274651750707,0.7454034624162645,0.5613820443154387
0.07,0.9887799845241166,0.7603546593310587,0.009452904489669402,0.7518234682862043,0.5716524771058519
0.08,0.9883286045911788,0.7659840298524039,0.009415810489725243,0.7570439273631542,0.5798835582569194
0.09,0.9873613618777405,0.7715877660127561,0.009381737980185493,0.7618359474585583,0.5878232967677605
0.1,0.9862651534691772,0.7762664675217332,0.009354942395076954,0.7656045667232982,0.5943131525288018
0.11,0.9849110136703637,0.7807336248793114,0.009331046897247546,0.76895314588642,0.6003475769502546
0.12,0.9840727366520505,0.7847604604200983,0.009307886062567817,0.7722613739019293,0.6060401913479357
0.13,0.9834279081764251,0.7885573731743108,0.009285526072988196,0.7754893279779091,0.6115178273949716
0.14,0.9822027340727366,0.7921538780304788,0.009267392052134647,0.7780557048078574,0.6163398438872816
0.15,0.981299974206861,0.7956014847602949,0.009248856086681096,0.7807237164742177,0.6211449480144631
0.16,0.9803972143409853,0.799036336744917,0.009230529807270724,0.7833729987019421,0.6259434911876804
0.17,0.9789785916946092,0.801553048523967,0.009220744552610821,0.784703274612514,0.6289813019524002
0.18,0.9780758318287336,0.8039758601280695,0.00920920526392109,0.7863493581649832,0.6322059015918478
0.19,0.9771085891152953,0.8068110460816835,0.009195357653074712,0.7883420029195093,0.6360430360456188
0.2,0.9758189321640444,0.8091380122468205,0.009186385643603636,0.7895721910840298,0.6388728732190986
0.21,0.9746582409079185,0.8115816657007466,0.009176110212491905,0.7910147586450081,0.6419730754149898
0.22,0.9728527211761672,0.813945681634261,0.009169441001386914,0.791849271267481,0.6445222948534026
0.23,0.9715630642249161,0.8160743838955256,0.00916190041106398,0.7928677290529973,0.6470390434975692
0.24,0.9698220273407274,0.8187000095909005,0.009153370558779784,0.7939933030853201,0.6500423248510624
0.25,0.9685323703894764,0.8208668435758795,0.009145688146271392,0.795036109782674,0.65261878196615
0.26,0.9668558163528501,0.8230723251643755,0.009139635165000416,0.7957922648642407,0.6549945897896351
0.27,0.9655661594015992,0.8247678116019448,0.009135019537278933,0.7963678882465516,0.6568186004191705
0.28,0.9637606396698478,0.8264249409538488,0.009133118177377752,0.7964758297327975,0.6582274905580949
0.29,0.9615037400051586,0.828676806580064,0.0091296560010787,0.796775848782263,0.6602696659290057
0.3,0.9595047717307196,0.8305263437668885,0.009127547898186943,0.7968939898923975,0.6618414517951406
0.31,0.9580861490843435,0.8325860355981154,0.009121404028646187,0.7976891486275985,0.6641448458954882
0.32,0.9570544235233428,0.8342770163081981,0.009115757786715348,0.798448508901617,0.6661272396821708
0.33,0.9561516636574671,0.8367173833794761,0.009104864849237306,0.8000287181294088,0.6693979356616754
0.34,0.9546040753159659,0.8383042139381203,0.00910238752370432,0.800248618979877,0.670851789488992
0.35,0.9528630384317771,0.8397067816881971,0.00910200339508953,0.8001255553911845,0.6718708550640128
0.36,0.9504126902244003,0.841470675391688,0.009102808189896243,0.7997444083439572,0.6729614674299156
0.37,0.9486716533402115,0.8431796906769138,0.009100597493509567,0.799900671217356,0.6744600005293059
0.38,0.9466726850657725,0.8447235318078614,0.009100677741563949,0.7996766939947907,0.6755057212557141
0.39,0.944028888315708,0.8459610204143404,0.00910578626218802,0.7986116416601717,0.6755943192936105
0.4,0.9413850915656435,0.8475268636870037,0.009108923502063729,0.7978491541763326,0.6761985913343959
0.41,0.9391281919009543,0.8489566755738469,0.009111071087316732,0.797279147733912,0.6768554547645319
0.42,0.9362264637606397,0.8503691266744573,0.00911650252368789,0.7961380803576507,0.6770112441060143
0.43,0.9338405984008253,0.8520120242389833,0.009118061255685875,0.7956434185600306,0.6778977596197563
0.44,0.9310033531080733,0.8536091878083983,0.009122156972972516,0.7947130160934779,0.6783743322083162
0.45,0.9282305906628837,0.8550219345179451,0.00912712298971297,0.7936575153073137,0.678594584082765
0.46,0.9251998968274439,0.8567439665083515,0.00913152824035119,0.7926594294210618,0.6791061836524472
0.47,0.9221692029920041,0.8583330316500677,0.009136813812442817,0.7915282876984535,0.6793948748170006
0.48,0.9190740263090018,0.8598996204884524,0.009142624848081468,0.7903114064239045,0.6795884784516105
0.49,0.9153985039979365,0.8611614222699817,0.009153262953862656,0.7883058776466766,0.6788586107779983
0.5,0.9126902244003096,0.862717287298628,0.009157349082519074,0.7873936345386111,0.6792981004253579
0.51,0.9083698736136188,0.8637688183973558,0.00917268878786764,0.7846215723989909,0.6777316484801517
0.52,0.9040495228269281,0.8649270071563147,0.00918751466387692,0.7819368480997893,0.6763182978121925
0.53,0.9008898632963631,0.8670066372073689,0.009190936771866947,0.781077490870786,0.6771993687582496
0.54,0.896633995357235,0.8686212955324281,0.009202888598808693,0.7788353826656186,0.676512999097504
0.55,0.8915398503997937,0.8700869949145584,0.009220212932309221,0.7757172292809315,0.6749414729284932
0.56,0.8870905339179778,0.8715586550886703,0.009234339140675108,0.7731514326834431,0.6738468228494603
0.57,0.8816739747227238,0.8734854177250617,0.009250917348311774,0.7701293601079939,0.6726967658162656
0.58,0.8762574155274697,0.8748819670120792,0.009270950110535922,0.7666218113055936,0.6707035982294007
0.59,0.8698736136187774,0.8762802092258581,0.009296369191726947,0.7622530321419155,0.6679472464883626
0.6,0.864650502966211,0.8778815707294869,0.009314622068896217,0.7590607416760182,0.6663654361816322
0.61,0.8583311839050812,0.8795436739137503,0.009338683190601658,0.754939762926614,0.6640024926680498
0.62,0.8525922104720144,0.8810666903596145,0.00936073948363649,0.7511905971069656,0.6618490132222967
0.63,0.84665978849626,0.8829755097291799,0.009381786010753242,0.7475798583146849,0.660094706458677
0.64,0.8409208150631932,0.8845553822152886,0.00940406330787009,0.7438410329810149,0.6579685892359367
0.65,0.83324735620325,0.8861783838858844,0.009437299409873659,0.738405795497382,0.6543592545058408
0.66,0.8255738973433067,0.8881632410362119,0.009468847170582462,0.7332443883793281,0.651240712454599
0.67,0.8168042300748001,0.8899531615925058,0.009508507255605961,0.7269175069572008,0.6469225335335032
0.68,0.8079055971111684,0.8913641255433206,0.009552004721546895,0.7201380660905509,0.6419052375512618
0.69,0.7973304101109105,0.8933295719215196,0.009602940737709603,0.7122788339443894,0.6362997458163006
0.7,0.788560742842404,0.8949940637858409,0.009645831054822425,0.7057571837785046,0.6316484899559743
0.71,0.7773407273665205,0.897115749211813,0.009701934632505637,0.6973646090242718,0.6256167736986127
0.72,0.7664431261284498,0.8985097192224623,0.00976191482696943,0.6886565980576597,0.6187646465614838
0.73,0.7528372452927521,0.9000726886478443,0.009839857176585835,0.677608243484884,0.6098966735633827
0.74,0.7405210214083053,0.9017285710902748,0.009910825052142906,0.667748962496822,0.6021283177992729
0.75,0.7270441062677327,0.9030527014348155,0.009993787970340331,0.6565591442273372,0.5929075088462276
0.76,0.7134382254320351,0.9052845671003261,0.010074258371130781,0.6458646150630647,0.5846912684527853
0.77,0.6998323445963374,0.9069022506127906,0.010161229048263536,0.6346795283660444,0.5755922926930301
0.78,0.6848723239618262,0.9093396064873328,0.010255684974140405,0.6227815295655121,0.566319911022682
0.79,0.6684291978333763,0.911910051484131,0.01036413035292693,0.6095473042097306,0.5558523135639086
0.8,0.6501805519731751,0.9141656101186836,0.01049356138317005,0.5943727009818601,0.543355082830972
0.81,0.6290946608202218,0.9155623614653097,0.010658551500382998,0.5759753932457803,0.527341391186017
0.82,0.6065901470208924,0.9171453774490079,0.010843618526633937,0.5563313493463256,0.5102367253829516
0.83,0.5865359814289399,0.919277216668164,0.011012621924128073,0.5391891644837258,0.4956643143842323
0.84,0.5629352592210471,0.9221444439787064,0.011220840257752723,0.5191076216104015,0.4786922090950324
0.85,0.5384962599948414,0.9240930990692552,0.011458610820439679,0.4976206777358364,0.4598478342498522
0.86,0.5115424297136961,0.9276175486332935,0.01173070056598963,0.4745157346729376,0.4401691225852367
0.87,0.48168687129223625,0.9300243666739786,0.012070619405272971,0.44798052740873223,0.4166328062855811
0.88,0.45189579571833893,0.932919175911252,0.01243968853701237,0.4215822533393122,0.3933021683641198
0.89,0.4193964405468146,0.936254998286302,0.012885942057994768,0.392662013725439,0.3676317729876068
0.9,0.3827057002837245,0.9394786829886028,0.013462594826135507,0.3595438472747845,0.3377837801143699
0.91,0.34717565127676037,0.9427211152831704,0.014106418859100384,0.3272898171707886,0.30854302146407075
0.92,0.30539076605622906,0.9460347254809949,0.015009876065452657,0.28891026953043536,0.27331914752386566
0.93,0.261993809646634,0.9492321784179278,0.01617360093803951,0.2486929546628863,0.23606735511184251
0.94,0.21885478462728913,0.9547329880335774,0.017636510052128376,0.2089478824726568,0.19948943617640838
0.95,0.1755867939128192,0.9566693992270757,0.01966671919405411,0.1679785126447851,0.1606999027749443
0.96,0.1303843177714728,0.9582505867485106,0.02280064055665271,0.12494084900731807,0.11972464187011961
0.97,0.08730977559969048,0.956439839886979,0.027893766154450685,0.08350654779513603,0.07986898920269427
