plot_type,lower_bin,n_total,n_incorrect,accuracy,error_accuracy
muon,100,527,80,0.8682042833607908,0.013729896534139125
muon,380,1071,95,0.91852487135506,0.008011405466258373
muon,660,1053,45,0.9590163934426229,0.0059829714756498755
muon,940,603,27,0.9571428571428572,0.008069185769909502
muon,1220,219,15,0.9358974358974359,0.016011938038076996
muon,1500,51,4,0.9272727272727272,0.03501636410410674
muon,1780,6,0,1.0,0.0
muon,2060,0,0,0.0,0.0
