plot_type,lower_bin,n_total,n_incorrect,accuracy,error_accuracy
muon,0,181,29,0.861904761904762,0.02380725612783768
muon,300,220,40,0.8461538461538461,0.02237594130318229
muon,600,260,35,0.8813559322033898,0.0188272839317948
muon,900,381,39,0.9071428571428571,0.014161878228065304
muon,1200,626,34,0.9484848484848485,0.008604204458455928
muon,1500,640,32,0.9523809523809523,0.008215066182647075
muon,1800,547,25,0.9562937062937062,0.008548100594316085
muon,2100,426,15,0.9659863945578231,0.00863162461579153
muon,2400,170,8,0.9550561797752809,0.01552885557044308
muon,2700,49,6,0.8909090909090909,0.04203679830482468
muon,3000,18,3,0.8571428571428572,0.07636035483212125
muon,3300,11,0,1.0,0.0
muon,3600,1,0,1.0,0.0
muon,3900,0,0,0.0,0.0
muon,4200,0,0,0.0,0.0
muon,4500,0,0,0.0,0.0
muon,4800,0,0,0.0,0.0
muon,5100,0,0,0.0,0.0
muon,5400,0,0,0.0,0.0
