energy, evnum, distWallVert, distWallHor, distInnerStrVert,distInnerStrHor, pmt_fracRing, lappd_fracRing, nrings, multiplerings, pdg
930.811,39,0.864998,0.742412,1.39576,0.882435,0.476016,0.744966,1,0,11
729.579,44,1.00506,0.628495,1.73268,0.708827,0.670027,0.387931,1,0,11
975.207,45,0.912448,0.354486,1.48971,0.291237,0.412287,0.229885,1,0,11
654.664,47,1.22224,0.644341,1.30267,0.732976,0.0277951,0.875,1,0,11
1201.31,55,1.15365,0.536364,1.43847,0.568419,0.479421,0.692308,1,0,11
101.405,67,1.05306,0.381307,1.63764,0.332112,0,1,1,0,11
286.331,70,1.14244,0.637789,1.46067,0.72299,0.421685,0.506849,1,0,11
403.412,71,1.02003,0.367757,1.70305,0.311462,0,0,1,0,11
1866.54,81,0.946171,0.716269,1.55648,0.842593,0.643634,0.568317,1,0,11
260.922,82,1.00373,0.49278,1.73532,0.501996,0.32609,0.368421,1,0,11
86.0674,84,0.830089,0.474934,1.32664,0.4748,0.296705,0.3125,1,0,11
1382.73,94,0.945719,0.584138,1.55559,0.641226,0.529942,0.538182,1,0,11
1013.58,98,1.07205,0.459225,1.60005,0.450859,0.250368,0.336634,1,0,11
235.576,118,0.901605,0.668706,1.46824,0.770108,0.519637,0.439252,1,0,11
292.75,122,1.0575,0.421623,1.62886,0.393553,0.251345,0.307692,1,0,11
814.538,137,0.815126,0.915239,1.29702,1.14582,0.829384,0.837438,1,0,11
124.792,141,1.06952,0.644985,1.60504,0.733958,0.617039,0.6,1,0,11
444.462,146,1.09911,0.729751,1.54646,0.86314,0.88999,0.486486,1,0,11
777.582,150,0.826881,0.810041,1.32029,0.985502,0.64066,0.592814,1,0,11
546.674,165,0.792379,0.46069,1.25198,0.453092,0.0655914,0.851852,1,0,11
613.382,172,0.981999,0.362099,1.62742,0.302839,0.219084,0.165877,1,0,11
1003.82,175,0.900198,0.677027,1.46546,0.782789,0.254259,0.0966543,1,0,11
523.113,176,1.0617,0.573567,1.62053,0.625116,0.59684,0.4,1,0,11
966.719,179,0.807691,0.389633,1.2823,0.344801,0.527258,0.796053,1,0,11
680.783,180,0.799332,0.387022,1.26574,0.340821,0,0.125,1,0,11
773.086,184,1.17285,0.933534,1.40046,1.17371,0.195585,0.140496,1,0,11
377.116,188,0.872056,0.439188,1.40974,0.420323,0.164161,0.8125,1,0,11
730.572,193,0.950211,0.551569,1.56448,0.591591,0.478842,0.65411,1,0,11
206.879,197,1.07941,0.635303,1.58547,0.719201,0.340893,0.461538,1,0,11
402.964,11,0.895835,0.651972,1.45682,0.744606,0.497539,0.551724,1,0,11
401.949,19,1.21791,0.374368,1.31124,0.321537,0.209005,0.725,1,0,11
476.505,20,1.15539,0.593579,1.43502,0.655614,0.0209689,0.727273,1,0,11
662.364,26,0.863987,0.604342,1.39376,0.672017,0.497025,0.585366,1,0,11
189.086,27,1.16253,0.906769,1.42089,1.13292,0.677138,0.545455,1,0,11
159.771,32,0.88644,0.580999,1.43822,0.636442,0.276164,0.540541,1,0,11
605.228,41,1.14444,0.779215,1.45672,0.938524,0.607056,0.628788,1,0,11
339.337,47,1.06575,0.768614,1.61252,0.922368,0.0325889,0.185185,1,0,11
587.663,50,1.21274,0.360712,1.32148,0.300726,0.225684,0.5,1,0,11
231.993,52,1.23821,0.398535,1.27105,0.358367,0.33662,0.754717,1,0,11
1246.69,53,1.13003,0.715262,1.48525,0.841059,0.466879,0.587432,1,0,11
878.582,56,1.21882,0.878104,1.30944,1.08923,0.399303,0.541667,1,0,11
1519.71,59,0.807961,0.798881,1.28283,0.968495,0.631029,0.669794,1,0,11
829.451,60,1.17372,0.495014,1.39872,0.505402,0.645902,0.252632,1,0,11
447.346,67,0.843504,0.390661,1.3532,0.346367,0.300472,0.5,1,0,11
364.997,68,0.822144,0.631267,1.31091,0.713051,0.0803676,0.15,1,0,11
143.954,69,0.751536,0.717731,1.17111,0.844823,0.420221,0.244898,1,0,11
439.452,75,0.986928,0.497694,1.63718,0.509486,0.0928634,0.340909,1,0,11
1612.75,79,1.12932,0.609658,1.48664,0.680118,0.653383,0.73842,1,0,11
788.369,80,1.12164,0.549712,1.50185,0.588762,0.20965,0.592233,1,0,11
1013.9,83,0.929448,0.408881,1.52337,0.374134,0.398817,0.419355,1,0,11
367.375,91,1.23675,0.64493,1.27393,0.733874,0.286551,0.862745,1,0,11
534.753,98,0.982291,0.428971,1.628,0.404752,0.213492,0.861538,1,0,11
79.9788,112,1.24789,0.53452,1.25188,0.565609,0.19791,0.5,1,0,11
423.284,117,1.24758,0.561923,1.25249,0.607371,0.394709,0.597701,1,0,11
480.267,123,0.918054,0.382476,1.50081,0.333893,0.183487,0.357143,1,0,11
1591.8,130,1.13331,0.610021,1.47875,0.680673,0.18933,0.918919,1,0,11
259.506,140,0.778835,0.360603,1.22516,0.300559,0.20455,0.5,1,0,11
546.729,145,1.07224,0.834491,1.59967,1.02276,0.415429,0.906667,1,0,11
820.314,160,0.787554,0.448524,1.24242,0.43455,0.154782,0.764706,1,0,11
1045.82,161,0.962979,0.354535,1.58976,0.291311,0.347754,0.570755,1,0,11
456.472,165,1.03198,0.403431,1.67938,0.365828,0.0367722,0.285714,1,0,11
428.881,168,1.15896,0.376707,1.42797,0.325101,0.2607,0.708333,1,0,11
411.624,174,0.920525,0.609187,1.50571,0.679401,0.414426,0.455556,1,0,11
578.947,175,1.10097,0.462642,1.54279,0.456066,0.209979,0.783784,1,0,11
594.712,188,1.07636,0.48145,1.5915,0.48473,0.120319,0.69697,1,0,11
999.142,190,1.07373,0.384129,1.59672,0.336413,0.278845,0.54,1,0,11
849.919,24,0.819142,0.435272,1.30497,0.414355,0.169692,0.525,1,0,11
515.581,36,0.811275,0.599119,1.28939,0.664057,0.410911,0.548387,1,0,11
399.272,54,1.24072,0.399953,1.26607,0.360529,0.398317,0.677778,1,0,11
343.583,57,0.989764,0.458643,1.6428,0.449972,0.257471,0.590909,1,0,11
684.431,64,1.21481,0.544303,1.31737,0.580518,0.312472,0.660714,1,0,11
224.846,93,1.03868,0.359459,1.66611,0.298815,0.275993,0.409091,1,0,11
646.084,94,0.789064,0.607802,1.24541,0.67729,0.436667,0.490385,1,0,11
754.654,98,0.961353,0.56546,1.58655,0.612761,0.250135,0.666667,1,0,11
904.695,103,0.970726,0.522663,1.6051,0.547539,0.428799,0.916084,1,0,11
963.968,105,0.773618,0.836282,1.21483,1.02549,0.492258,0.975649,1,0,11
491.84,109,0.925236,0.688371,1.51503,0.800077,0.588253,0.431694,1,0,11
312.637,113,1.18344,0.42215,1.37949,0.394357,0.335434,0.578125,1,0,11
520.396,129,1.16988,0.746068,1.40634,0.888008,0.552913,0.59292,1,0,11
452.914,145,1.19914,0.712572,1.34839,0.83696,0.36083,0.8,1,0,11
163.658,150,1.13978,0.62441,1.46593,0.702601,0.558946,0.742857,1,0,11
550.318,153,0.946362,0.761816,1.55686,0.912008,0.527037,0.365188,1,0,11
841.692,161,0.799826,0.345608,1.26672,0.277706,0.169033,0.619048,1,0,11
365.025,162,0.879837,0.550842,1.42514,0.590483,0.431769,0.376068,1,0,11
589.713,171,0.938397,0.834218,1.54109,1.02235,0.742364,0.757848,1,0,11
572.374,174,1.03849,0.388287,1.66648,0.342749,0.218605,0.278261,1,0,11
844.33,194,1.05163,0.780486,1.64047,0.94046,0.642195,0.453184,1,0,11
473.794,197,1.15822,0.782924,1.42942,0.944176,0.537991,0.689873,1,0,11
1169.75,198,1.03278,0.380848,1.6778,0.331412,0.123022,0.656716,1,0,11
1113.12,0,1.03155,0.472895,1.68023,0.471692,0.0611702,0.1875,1,0,11
407.768,1,1.15013,0.389753,1.44545,0.344983,0.137284,0.214286,1,0,11
634.619,7,0.911049,0.425091,1.48694,0.398839,0.0920998,0.555556,1,0,11
659.772,8,0.967264,0.398901,1.59825,0.358925,0.275425,0.326531,1,0,11
284.882,10,0.762016,0.690907,1.19186,0.803942,0.395099,0.226994,1,0,11
440.008,15,1.18454,0.407287,1.3773,0.371705,0.46429,0.292308,1,0,11
447.718,16,1.17737,0.768862,1.3915,0.922746,0.456372,0.509091,1,0,11
514.548,20,1.18611,0.598486,1.3742,0.663093,0.605976,0.6375,1,0,11
546.939,28,0.861325,0.742451,1.38849,0.882495,0.775675,0.84585,1,0,11
458.039,44,1.03137,0.590562,1.68059,0.651017,0.514526,0.602273,1,0,11
611.178,50,0.853736,0.420891,1.37346,0.392438,0.380783,0.654321,1,0,11
478.378,65,0.938256,0.424056,1.54081,0.397262,0.170222,0.175439,1,0,11
963.751,73,1.03762,0.780852,1.66822,0.941018,0.555377,0.74359,1,0,11
841.125,75,0.783879,0.55584,1.23515,0.598101,0.0380229,0.901961,1,0,11
969.307,80,0.797765,0.491905,1.26264,0.500663,0.328774,0.377483,1,0,11
343.493,81,0.752397,0.430867,1.17281,0.407642,0.150394,0.388889,1,0,11
