energy, evnum, distWallVert, distWallHor, distInnerStrVert,distInnerStrHor, pmt_fracRing, lappd_fracRing, nrings, multiplerings, pdg
195.422,98,0.989206,0.730411,1.64169,0.864147,0.740077,0.333333,1,0,11
229.352,105,0.862493,0.700172,1.3908,0.818062,0.301479,0.64,1,0,11
621.907,106,0.805839,0.581785,1.27863,0.63764,0.417466,0.55414,1,0,11
531.311,109,0.833665,0.735097,1.33372,0.871287,0.180087,0.9375,1,0,11
886.168,127,0.902261,0.763271,1.46954,0.914225,0.818988,0.907583,1,0,11
156.963,142,0.872254,0.789618,1.41013,0.954378,0.342188,0.529412,1,0,11
377.847,144,1.01941,0.514126,1.70428,0.534528,0,0.0588235,1,0,11
888.34,146,1.24665,0.655269,1.25433,0.74963,0.520054,0.710526,1,0,11
1369.49,151,1.1076,0.871267,1.52966,1.07881,0.512822,0.982578,1,0,11
358.069,173,0.793473,0.528356,1.25414,0.556214,0,0.1,1,0,11
723.191,180,1.09562,0.533527,1.55337,0.564095,0,0,1,0,11
489.617,182,0.784714,0.40664,1.2368,0.370719,0,0.333333,1,0,11
246.184,186,1.03793,0.603082,1.6676,0.670096,0.644455,0.425287,1,0,11
710.22,192,0.99393,0.406075,1.65105,0.369859,0.62613,0.475806,1,0,11
995.652,206,0.760353,0.381229,1.18857,0.331993,0.153207,0.545455,1,0,11
805.73,5,1.00002,0.37738,1.74266,0.326127,0.449278,0.473171,1,0,11
440.892,6,0.774191,0.813289,1.21596,0.990452,0,0.666667,1,0,11
824.469,7,0.854223,0.424552,1.37443,0.398017,0.372983,0.510204,1,0,11
775.608,11,1.01677,0.448213,1.70949,0.434077,0.435391,0.524752,1,0,11
267.631,12,1.04571,0.62596,1.65219,0.704963,0.691442,0.590909,1,0,11
604.758,13,1.18065,0.661392,1.38501,0.758962,0.263172,0.764706,1,0,11
871.178,22,1.16701,0.612626,1.41202,0.684642,0.0394744,0.915493,1,0,11
227.308,24,0.967464,0.356172,1.59865,0.293806,0.0871011,0.125,1,0,11
327.972,28,0.789728,0.790955,1.24673,0.956415,0.157372,0.981481,1,0,11
767.983,31,0.984193,0.456744,1.63177,0.447078,0.244437,0.838926,1,0,11
876.899,37,0.944173,0.4494,1.55253,0.435886,0.573751,0.788732,1,0,11
1194.85,41,0.994785,0.725552,1.65274,0.856742,0.198275,0.914286,1,0,11
966.214,43,1.15872,0.55269,1.42843,0.593299,0.181028,0.813953,1,0,11
369.659,45,0.884467,0.73375,1.43431,0.869235,0.339361,0.785714,1,0,11
242.315,55,1.20146,0.679434,1.3438,0.786458,0.338512,0.829787,1,0,11
110.565,58,0.960614,0.639827,1.58508,0.726097,0.302725,0.461538,1,0,11
817.965,66,1.07575,0.6899,1.59271,0.802408,0.71672,0.531532,1,0,11
1436.1,71,0.967415,0.665406,1.59855,0.765078,0.363789,0.84127,1,0,11
749.793,80,1.20746,0.398958,1.33193,0.359012,0.0572071,0.731707,1,0,11
674.586,90,0.966907,0.435479,1.59754,0.41467,0.538124,0.473404,1,0,11
312.869,98,0.980441,0.406316,1.62434,0.370226,0.0768057,0.230769,1,0,11
647.136,104,1.04506,0.557695,1.65348,0.600927,0.736571,0.764103,1,0,11
683.907,109,0.950043,0.722253,1.56415,0.851714,0.705965,0.806061,1,0,11
579.29,114,0.932493,0.658307,1.5294,0.75426,0.176738,0.366667,1,0,11
1725.97,127,1.01175,0.419818,1.71944,0.390802,0.605883,0.78329,1,0,11
579.266,136,1.1808,0.459511,1.38471,0.451296,0.184763,0.601942,1,0,11
1312.21,137,1.00169,0.727817,1.73936,0.860194,0.595919,0.625483,1,0,11
350.744,147,1.11062,0.540964,1.52367,0.575429,0.37293,0.493151,1,0,11
388.346,150,0.879369,0.34661,1.42422,0.279233,0.114709,0.423077,1,0,11
1022.15,152,0.78693,0.511545,1.24119,0.530595,0.193149,0.646154,1,0,11
802.868,157,1.13528,0.765648,1.47484,0.917848,0.0658863,0.115385,1,0,11
227.867,162,0.984666,0.828713,1.6327,1.01396,0.115514,0.75,1,0,11
344.23,164,0.872061,0.606471,1.40975,0.675261,0.12237,0.454545,1,0,11
256.47,173,1.071,0.459039,1.60212,0.450575,0.195532,0.27027,1,0,11
535.314,177,0.937705,0.388523,1.53972,0.34311,0.324571,0.606061,1,0,11
858.669,179,1.22015,0.636961,1.3068,0.721729,0.600516,0.8625,1,0,11
352.134,197,0.926341,0.36838,1.51722,0.312411,0.130716,0.481481,1,0,11
324.67,198,1.12278,0.424641,1.4996,0.398154,0,0.285714,1,0,11
297.287,200,0.838868,0.513424,1.34402,0.533458,0.404634,0.603175,1,0,11
216.784,19,1.12081,0.373776,1.50349,0.320634,0.341621,0.882353,1,0,11
397.331,37,1.2085,0.346426,1.32987,0.278954,0.170489,0.741935,1,0,11
1220.39,41,0.897045,0.346495,1.45922,0.279059,0.0382849,0.545455,1,0,11
841.218,44,0.795205,0.61659,1.25757,0.690684,0.21833,0.726027,1,0,11
1054.34,54,1.17787,0.515046,1.39052,0.53593,0.709274,0.952153,1,0,11
489.113,55,1.13886,0.567245,1.46776,0.615481,0.519033,0.594595,1,0,11
666.732,59,1.25221,0.707476,1.24332,0.829194,0.509188,0.575342,1,0,11
1038.37,63,1.0902,0.344994,1.56411,0.276771,0.521652,0.644737,1,0,11
562.293,64,1.12773,0.499251,1.4898,0.511858,0.0344282,0.692308,1,0,11
1271.77,80,1.01626,0.557925,1.7105,0.601278,0.103555,0.796117,1,0,11
891.68,84,1.2062,0.459576,1.33442,0.451393,0.285273,0.641026,1,0,11
931.265,88,1.19151,0.36094,1.36352,0.301073,0.380677,0.828571,1,0,11
828.967,89,0.758196,0.463033,1.1843,0.456663,0.0819259,0.863636,1,0,11
769.897,94,0.900169,0.803205,1.4654,0.975084,0.00971104,0.363636,1,0,11
341.984,101,0.769287,0.763176,1.20626,0.91408,0.575044,0.608108,1,0,11
639.741,104,0.993684,0.526855,1.65056,0.553927,0.493282,0.455621,1,0,11
579.933,107,0.984629,0.567017,1.63263,0.615134,0.408232,0.589286,1,0,11
720.114,115,1.08408,0.497067,1.57622,0.508529,0.338797,0.538462,1,0,11
947.375,119,0.755949,0.842008,1.17984,1.03422,0.186515,0.330435,1,0,11
1137.76,132,1.22886,0.632751,1.28956,0.715312,0.349543,0.407159,1,0,11
321.21,136,1.15979,0.891708,1.42631,1.10996,0.759428,0.589744,1,0,11
460.986,138,0.782805,0.551283,1.23302,0.591155,0.269278,0.465116,1,0,11
536.084,163,0.841159,0.673669,1.34856,0.777672,0.297346,0.65625,1,0,11
578.635,173,1.22876,0.499114,1.28975,0.51165,0.250654,0.481481,1,0,11
440.36,174,1.17499,0.838537,1.39621,1.02893,0,0.714286,1,0,11
230.246,185,1.0893,0.552229,1.56589,0.592597,0.423212,0.464286,1,0,11
165.72,196,0.81671,0.656046,1.30015,0.750814,0.244718,0.75,1,0,11
672.042,0,1.22701,0.503054,1.29322,0.517654,0.333404,0.371212,1,0,11
960.92,6,1.14091,0.561765,1.4637,0.60713,0.00216875,0.75,1,0,11
723.447,25,1.2013,0.544564,1.34412,0.580915,0.0704953,0.722222,1,0,11
963.168,29,1.22227,0.693904,1.3026,0.80851,0.691025,0.539683,1,0,11
585.543,39,0.952577,0.614341,1.56917,0.687256,0.504402,0.448889,1,0,11
828.655,42,1.19392,0.487674,1.35875,0.494215,0.244877,0.354839,1,0,11
252.936,50,1.25051,0.503199,1.2467,0.517876,0.290674,0.47619,1,0,11
374.443,51,0.96468,0.354611,1.59313,0.291426,0.38211,0.488889,1,0,11
256.2,54,1.13438,0.692654,1.47663,0.806605,0.4276,0.489796,1,0,11
654.75,61,0.836816,0.494064,1.33996,0.503953,0.593095,0.553957,1,0,11
663.683,69,0.765777,0.556891,1.1993,0.599702,0.457702,0.740157,1,0,11
339.796,72,1.00071,0.643571,1.74129,0.731803,0.402395,0.517241,1,0,11
988.893,74,1.15538,0.374197,1.43505,0.321276,0.00475635,1,1,0,11
718.115,77,0.808417,0.591572,1.28373,0.652556,0.00279336,1,1,0,11
219.156,79,0.897725,0.877585,1.46056,1.08844,0.72618,0.7,1,0,11
223.753,81,1.11515,0.390233,1.5147,0.345716,0.278711,0.575758,1,0,11
37.4059,85,0.815926,0.810848,1.2986,0.986732,0,1,1,0,11
68.2952,88,1.01241,0.372205,1.71812,0.31824,0.747448,0.769231,1,0,11
103.642,90,1.14287,0.860629,1.45981,1.0626,0.76965,0.717391,1,0,11
466.802,101,0.928927,0.355414,1.52234,0.292651,0.294427,0.538462,1,0,11
881.237,103,1.00621,0.362022,1.7304,0.302722,0.163951,0.79798,1,0,11
1209.75,125,0.829724,0.368262,1.32592,0.312231,0.0416951,0.885714,1,0,11
813.401,127,0.86206,0.375943,1.38994,0.323937,0.414678,0.576744,1,0,11
657.539,128,0.997799,0.646641,1.65871,0.736481,0.533153,0.689655,1,0,11
113.585,130,1.12406,0.428759,1.49705,0.404428,0.137892,0.166667,1,0,11
1293.9,132,0.919056,0.766802,1.5028,0.919607,0.108098,0.555556,1,0,11
1352.06,138,1.13148,0.448139,1.48237,0.433964,0.00687683,0.625,1,0,11
457.291,144,1.22595,0.724137,1.29533,0.854585,0.620039,0.814371,1,0,11
629.718,147,0.926886,0.40104,1.5183,0.362186,0.215622,0.321839,1,0,11
870.718,151,1.12662,0.562023,1.49199,0.607523,0.37483,0.657407,1,0,11
171.704,157,0.948392,0.444219,1.56088,0.42799,0.147413,0.75,1,0,11
164.95,201,1.08968,0.450422,1.56513,0.437443,0.340538,0.655172,1,0,11
826.969,7,0.957557,0.418206,1.57903,0.388346,0.509614,0.425287,1,0,11
961.384,23,0.969836,0.611455,1.60334,0.682857,0.602686,0.503165,1,0,11
729.261,28,1.013,0.76707,1.71696,0.920014,0.60937,0.819495,1,0,11
730.997,33,1.15997,0.479584,1.42595,0.481887,0.0403589,0.140625,1,0,11
73.8446,62,0.780895,0.530527,1.22924,0.559523,0.242728,0.6,1,0,11
728.137,68,0.974007,0.376189,1.6116,0.324312,0.20135,0.212766,1,0,11
1099.67,77,0.84376,0.642603,1.35371,0.730327,0.551769,0.669841,1,0,11
856.191,82,1.20174,0.726942,1.34326,0.85886,0.0700453,0.166667,1,0,11
917.544,84,1.01329,0.525519,1.71638,0.551891,0.426589,0.704301,1,0,11
415.356,95,1.22303,0.724175,1.30109,0.854643,0.359404,0.533333,1,0,11
391.678,97,1.20916,0.606815,1.32857,0.675786,0.331507,0.842105,1,0,11
1037.38,99,0.750845,0.551713,1.16974,0.591811,0.248366,0.610811,1,0,11
744.414,100,1.24838,0.500453,1.2509,0.51369,0.249428,0.732759,1,0,11
260.647,102,1.06598,0.698065,1.61206,0.814851,0.491845,0.666667,1,0,11
401.278,104,1.22447,0.424892,1.29825,0.398535,0.16209,0.446809,1,0,11
1176.67,105,1.04452,0.500902,1.65455,0.514375,0.444487,0.781457,1,0,11
207.999,107,0.883594,0.629756,1.43258,0.710749,0.363582,0.263889,1,0,11
726.07,109,1.01015,0.369204,1.7226,0.313667,0.00908046,0.428571,1,0,11
633.821,112,0.75331,0.436784,1.17462,0.416659,0.471729,0.858407,1,0,11
220.374,121,1.10456,0.345686,1.53567,0.277826,0.222842,0.423077,1,0,11
248.911,122,0.834089,0.746833,1.33456,0.889173,0.526295,0.304965,1,0,11
732.282,124,0.842508,0.418631,1.35123,0.388994,0.360388,0.512195,1,0,11
655.522,128,1.23379,0.566083,1.27979,0.613711,0.0678484,0.676471,1,0,11
629.833,131,0.977063,0.374203,1.61765,0.321285,0.303621,0.592233,1,0,11
686.818,135,0.98877,0.521461,1.64083,0.545706,0.254469,0.730337,1,0,11
121.078,137,1.05635,0.393626,1.63112,0.350885,0.244477,1,1,0,11
881.309,153,0.997252,0.36672,1.65763,0.309881,0.245689,0.0833333,1,0,11
479.056,154,0.899049,0.357315,1.46318,0.295548,0.130721,0.59375,1,0,11
603.166,159,0.90412,0.765002,1.47322,0.916864,0.328977,0.969466,1,0,11
848.846,160,1.03435,0.647164,1.6747,0.737278,0.663941,0.641026,1,0,11
759.964,171,0.786998,0.371006,1.24132,0.316413,0,0.5,1,0,11
831.614,175,0.77722,0.647107,1.22196,0.737191,0.550067,0.47032,1,0,11
519.9,183,1.21338,0.646414,1.3202,0.736135,0.0546289,0.88,1,0,11
1325.56,185,1.11781,0.773176,1.50944,0.92932,0.61548,0.717884,1,0,11
1426.69,186,0.992682,0.606535,1.64858,0.675359,0.0139285,0.5,1,0,11
271.333,190,0.749265,0.417734,1.16661,0.387627,0,0,1,0,11
949.279,195,0.91838,0.90966,1.50146,1.13732,0.601149,0.595238,1,0,11
464.126,201,1.14709,0.454427,1.45146,0.443547,0.523919,0.505814,1,0,11
717.561,1,0.978001,0.607243,1.61951,0.676438,0.280098,0.5625,1,0,11
1159.23,6,1.10437,0.515218,1.53604,0.536193,0.148469,0.576923,1,0,11
819.754,18,0.819899,0.585029,1.30647,0.642584,0.382835,0.659794,1,0,11
296.718,19,1.15653,0.784931,1.43276,0.947235,0.462663,0.914894,1,0,11
467.392,21,1.22174,0.943995,1.30366,1.18965,0.220373,0.480769,1,0,11
1207.45,25,1.1956,0.428752,1.3554,0.404418,0.153464,0.821429,1,0,11
427.632,31,0.989672,0.62486,1.64262,0.703286,0.389006,0.382979,1,0,11
266.633,35,1.24782,0.596476,1.25202,0.66003,0,0,1,0,11
151.21,36,1.21853,0.831507,1.31002,1.01822,0.421728,0.521739,1,0,11
451.182,37,1.19077,0.504946,1.36498,0.520537,0.342075,0.382979,1,0,11
543.412,43,1.21524,0.701154,1.31652,0.819559,0.193992,0.608696,1,0,11
133.319,53,0.810095,0.531395,1.28706,0.560847,0.113284,0.375,1,0,11
33.1552,63,0.82938,0.354146,1.32524,0.290719,0.103284,0.2,1,0,11
267.653,68,1.06201,0.707802,1.61992,0.829691,0.0105603,0.5,1,0,11
773.042,70,0.790344,0.375558,1.24795,0.32335,0.0421071,0.571429,1,0,11
515.812,72,0.764372,0.622462,1.19652,0.699632,0.273049,0.794872,1,0,11
555.783,75,1.17801,0.355345,1.39023,0.292545,0.46391,0.606742,1,0,11
750.627,83,1.2155,0.455726,1.31601,0.445526,0.126233,0.394737,1,0,11
819.269,85,0.825959,0.414565,1.31847,0.382797,0.137577,0.0526316,1,0,11
910.689,87,1.08882,0.389125,1.56684,0.344026,0,0,1,0,11
36.8954,89,1.24362,0.390856,1.26032,0.346665,0,0.75,1,0,11
642.786,99,0.769538,0.56864,1.20675,0.617608,0.111979,0.641026,1,0,11
137.437,100,0.984523,0.37135,1.63242,0.316937,0.163734,0.285714,1,0,11
533.983,107,1.12709,0.437824,1.49105,0.418244,0.544946,0.563107,1,0,11
703.303,115,0.800162,0.451239,1.26739,0.438688,0.0148299,0.05,1,0,11
1173.77,124,1.18719,0.349144,1.37206,0.283095,0.0460947,0.302326,1,0,11
162.222,128,1.18892,0.382114,1.36863,0.333341,0,0.5,1,0,11
872.395,130,0.994285,0.427016,1.65175,0.401772,0.594233,0.680556,1,0,11
581.738,136,1.14313,0.589291,1.4593,0.649079,0.0368915,0.894737,1,0,11
735.422,140,0.900507,0.606974,1.46607,0.676028,0.585935,0.74,1,0,11
565.582,157,1.16485,0.856596,1.4163,1.05645,0.132544,0.6,1,0,11
1129.25,172,0.863401,0.492605,1.3926,0.50173,0.443399,0.772093,1,0,11
291.366,174,0.872037,0.388458,1.4097,0.34301,0.12253,0.166667,1,0,11
457.132,187,0.97327,0.559005,1.61014,0.602924,0.63467,0.5,1,0,11
145.266,188,1.0995,0.680328,1.5457,0.78782,0.0312466,0,1,0,11
634.233,189,0.752877,0.407661,1.17376,0.372275,0.254706,0.736842,1,0,11
241.945,193,1.11901,0.475249,1.50706,0.47528,0.0648212,0.125,1,0,11
44.046,198,0.758864,0.346103,1.18562,0.278461,0,0,1,0,11
1249.47,19,1.10777,0.65272,1.52932,0.745745,0.258216,0.90678,1,0,11
687.488,32,0.806855,0.434624,1.28064,0.413367,0.149183,0.854167,1,0,11
530.742,35,1.09205,0.645926,1.56043,0.735391,0.295896,0.414286,1,0,11
127.701,42,0.971888,0.345971,1.60741,0.27826,0.0718956,0.461538,1,0,11
315.436,44,0.929308,0.794114,1.5231,0.961229,0.117701,0.166667,1,0,11
1126.26,49,0.857428,0.609042,1.38077,0.67918,0.53878,0.713311,1,0,11
427.627,56,1.17556,0.398401,1.39508,0.358164,0.339327,0.616071,1,0,11
778.381,58,0.967539,0.579481,1.59879,0.63413,0.635004,0.774436,1,0,11
523.085,61,1.15853,0.443305,1.4288,0.426597,0.576276,0.285714,1,0,11
538.435,68,0.820959,0.547613,1.30856,0.585562,0.160894,0.555556,1,0,11
586.438,70,1.13461,0.514654,1.47618,0.535332,0.618276,0.507042,1,0,11
652.77,104,1.16075,0.632923,1.42441,0.715574,0.131857,0.877193,1,0,11
203.114,110,1.04991,0.565479,1.64387,0.61279,0.640985,0.714286,1,0,11
953.756,123,0.911159,0.669696,1.48716,0.771617,0.707788,0.594118,1,0,11
665.74,126,0.771683,0.557352,1.211,0.600404,0.398253,0.495495,1,0,11
688.574,129,1.18335,0.750179,1.37966,0.894272,0.230838,0.777778,1,0,11
1329.15,130,1.08923,0.352518,1.56603,0.288237,0.536469,0.471429,1,0,11
870.686,134,1.25196,0.506007,1.24381,0.522155,0.454268,0.701149,1,0,11
1611.16,135,0.97537,0.530047,1.6143,0.558792,0.0279797,0.166667,1,0,11
242.868,138,1.14655,0.81896,1.45253,0.999096,0.489654,0.796875,1,0,11
840.161,140,1.10838,0.439742,1.5281,0.421167,0.18368,0.137931,1,0,11
301.092,141,1.12435,0.848098,1.49649,1.0435,0.127208,0.176471,1,0,11
582.347,143,1.04464,0.83099,1.65432,1.01743,0.435847,0.920792,1,0,11
1042.24,144,0.776051,0.435536,1.21965,0.414757,0.139314,0.805556,1,0,11
378.516,151,1.13889,0.697269,1.4677,0.813638,0.387574,0.658824,1,0,11
503.722,152,1.09516,0.801354,1.55428,0.972264,0.663608,0.802817,1,0,11
872.78,157,0.751269,0.418382,1.17058,0.388614,0.0562294,0.263158,1,0,11
535.078,161,0.894368,0.607304,1.45392,0.676531,0.37037,0.626506,1,0,11
304.028,168,0.957748,0.75035,1.57941,0.894533,0.503429,0.417391,1,0,11
690.159,174,0.843434,0.737797,1.35307,0.875402,0.666227,0.793296,1,0,11
674.779,180,0.840104,0.543525,1.34647,0.579332,0.315446,0.730964,1,0,11
247.373,187,0.921355,0.358583,1.50735,0.297481,0.203475,0.962963,1,0,11
1048.01,191,0.774972,0.480717,1.21751,0.483612,0.318122,0.532787,1,0,11
670.196,192,0.968457,0.390486,1.60061,0.346101,0.268509,0.690476,1,0,11
271.817,193,0.876724,0.459841,1.41898,0.451797,0.295631,0.727273,1,0,11
1022.18,196,1.09751,0.85697,1.54964,1.05702,0.050506,0.666667,1,0,11
528.373,6,0.88627,0.662925,1.43788,0.761297,0.416879,0.37037,1,0,11
592.553,12,0.942874,0.55856,1.54996,0.602246,0.322994,0.644737,1,0,11
427.611,21,0.762812,0.519125,1.19343,0.542147,0.395478,0.628866,1,0,11
813.581,36,1.199,0.583589,1.34868,0.640389,0.531451,0.510638,1,0,11
501.134,43,1.13084,0.651631,1.48364,0.744086,0.346324,0.590278,1,0,11
666.142,50,1.21921,0.467252,1.30866,0.463093,0.336481,0.568966,1,0,11
670.269,54,0.813227,0.715287,1.29326,0.841097,0.0273631,0.642857,1,0,11
300.369,56,1.21605,0.815776,1.31492,0.994243,0.41209,0.555556,1,0,11
664.143,59,0.800279,0.389374,1.26762,0.344407,0.153004,0.333333,1,0,11
881.289,62,0.997599,0.798699,1.65831,0.968217,0.679329,0.37415,1,0,11
221.078,64,0.99055,0.500885,1.64435,0.514348,0.35303,0.642857,1,0,11
515.756,78,0.830157,0.788022,1.32678,0.951946,0.236426,0.808511,1,0,11
54.5074,79,0.907517,0.67214,1.47995,0.775342,0.258787,0.8,1,0,11
899.883,88,1.0947,0.390817,1.5552,0.346606,0.416691,0.361111,1,0,11
696.094,91,1.06304,0.453858,1.61789,0.44268,0,0.7,1,0,11
477.317,96,1.10144,0.848806,1.54185,1.04458,0.795364,0.734848,1,0,11
790.86,101,0.878409,0.411194,1.42232,0.377659,0.194391,0.421053,1,0,11
355.415,106,0.811947,0.40462,1.29072,0.367641,0.178112,0.634615,1,0,11
1130.38,108,0.892786,0.438348,1.45078,0.419042,0.0279918,0,1,0,11
753.094,116,0.847049,0.560698,1.36022,0.605504,0.511707,0.644444,1,0,11
281.852,128,0.810298,0.546281,1.28746,0.583532,0,0.666667,1,0,11
886.036,129,0.846244,0.83125,1.35863,1.01783,0.614241,0.755,1,0,11
228.436,132,0.799291,0.661886,1.26566,0.759714,0.422273,0.472727,1,0,11
329.645,133,0.788313,0.518101,1.24393,0.540586,0.0735237,0.5,1,0,11
872.067,142,1.12006,0.544633,1.50497,0.581021,0.30148,0.636364,1,0,11
520.487,149,1.04827,0.622872,1.64712,0.700257,0.691976,0.619835,1,0,11
570.557,151,1.09623,0.487724,1.55216,0.494291,0.376384,0.379032,1,0,11
750.151,157,1.09109,0.474741,1.56234,0.474506,0.208858,0.409836,1,0,11
735.813,173,1.01653,0.686765,1.70997,0.79763,0.5356,0.472362,1,0,11
1618.03,197,1.07521,0.629171,1.59378,0.709857,0.228621,0.48062,1,0,11
155.072,4,1.1056,0.420564,1.5336,0.391939,0.0910309,1,1,0,11
127.598,5,1.02665,0.72854,1.68994,0.861295,0.374405,0.666667,1,0,11
168.602,9,0.783159,0.678522,1.23372,0.785067,0,1,1,0,11
528.369,12,0.986404,0.651785,1.63615,0.744321,0.564198,0.611842,1,0,11
62.3047,23,0.976394,0.462895,1.61633,0.456452,0,0.733333,1,0,11
1050.94,26,0.833003,0.502283,1.33241,0.516479,0.525039,0.439394,1,0,11
513.854,44,0.873386,0.79211,1.41237,0.958175,0.694246,0.490196,1,0,11
392.956,53,1.20759,0.591699,1.33168,0.652749,0.153253,0.2,1,0,11
328.707,56,0.809126,0.392406,1.28514,0.349027,0.162794,0.482759,1,0,11
93.1808,59,1.11591,0.711137,1.5132,0.834773,0.399687,0.758621,1,0,11
1210.34,66,1.20837,0.711665,1.33012,0.835578,0.438169,0.740458,1,0,11
828.185,92,0.8628,0.548639,1.39141,0.587126,0.160858,0.654762,1,0,11
255.593,94,1.21123,0.424442,1.32447,0.397849,0.261004,0.758621,1,0,11
924.332,95,1.17575,0.422233,1.39471,0.394484,0.46546,0.409574,1,0,11
106.926,105,0.807885,0.632749,1.28268,0.715309,0.147472,0.8,1,0,11
1021.76,107,0.891998,0.494384,1.44922,0.504442,0.121273,0.518519,1,0,11
384.139,110,1.11547,0.688759,1.51407,0.800669,0.33304,0.503546,1,0,11
711.624,115,0.777792,0.509587,1.22309,0.52761,0.0686894,0.26087,1,0,11
740.565,116,1.23821,0.637839,1.27105,0.723066,0.336206,0.798851,1,0,11
475.897,121,1.25126,0.53358,1.2452,0.564176,0.575409,0.669643,1,0,11
482.4,126,1.23861,0.497409,1.27026,0.509052,0.272152,0.806452,1,0,11
429.547,133,1.14815,0.39505,1.44936,0.353057,0.135717,0.547619,1,0,11
402.967,136,1.10914,0.343917,1.5266,0.27513,0.201741,0.612903,1,0,11
375.749,139,0.876487,0.417618,1.41851,0.38745,0.253554,0.5,1,0,11
229.206,149,1.04945,0.874492,1.6448,1.08373,0.32561,0.619048,1,0,11
160.275,151,1.05658,0.691084,1.63066,0.804212,0.341044,0.525,1,0,11
769.092,159,0.958357,0.455121,1.58061,0.444604,0.469002,0.625698,1,0,11
1164.03,160,1.01808,0.374805,1.7069,0.322202,0.645551,0.417857,1,0,11
979.742,189,0.81926,0.537234,1.3052,0.569744,0.384967,0.754286,1,0,11
43.7427,192,1.10589,0.591582,1.53303,0.652571,0,0.857143,1,0,11
1009.63,196,0.95009,0.481881,1.56424,0.485387,0.269036,0.5,1,0,11
80.3615,7,1.12438,0.689901,1.49642,0.802409,0.296989,1,1,0,11
1000.4,15,0.788153,0.845162,1.24361,1.03903,0.750231,0.950704,1,0,11
185.919,29,0.881325,0.487002,1.42809,0.493191,0.166501,0.733333,1,0,11
798.051,30,0.953997,0.610741,1.57198,0.681769,0.0182104,0.818182,1,0,11
726.224,34,1.0068,0.510162,1.72923,0.528487,0,0.444444,1,0,11
830.076,39,0.782557,0.392776,1.23253,0.34959,0.376191,0.585227,1,0,11
508.299,46,1.10381,0.382457,1.53715,0.333864,0.208762,0.742857,1,0,11
529.241,47,1.13241,0.49992,1.48053,0.512879,0.407497,0.506024,1,0,11
1017.07,50,0.766845,0.923636,1.20142,1.15862,0.68973,0.905512,1,0,11
1098.11,51,1.09265,0.715637,1.55926,0.841631,0.667894,0.838415,1,0,11
691.717,55,1.22053,0.437649,1.30604,0.417977,0.22069,0.704348,1,0,11
1194.22,59,0.977113,0.422556,1.61775,0.394976,0.37034,0.594684,1,0,11
796.665,61,1.15796,0.568956,1.42993,0.618089,0.439336,0.630769,1,0,11
816.268,67,0.899418,0.590696,1.46391,0.651221,0.318208,0.802817,1,0,11
628.028,70,1.19877,0.578759,1.34913,0.633028,0.591805,0.752874,1,0,11
765.688,79,0.777379,0.533207,1.22228,0.563607,0.292658,0.5625,1,0,11
568.951,83,1.07908,0.371298,1.58612,0.316858,0.207839,0.580645,1,0,11
186.02,84,1.0008,0.766431,1.74111,0.919042,0.500903,0.525,1,0,11
537.524,104,0.868722,0.381149,1.40314,0.331871,0.0938736,0.241379,1,0,11
311.417,114,1.18326,0.450136,1.37984,0.437008,0.435308,0.285714,1,0,11
727.907,129,1.07116,0.354317,1.6018,0.29098,0.327182,0.8,1,0,11
756.656,147,1.22239,0.357501,1.30236,0.295831,0.0908098,0.363636,1,0,11
1335.31,157,0.819641,0.417695,1.30596,0.387566,0.04888,0.742857,1,0,11
893.257,162,0.875083,0.52188,1.41573,0.546345,0.513275,0.434211,1,0,11
573.286,165,1.07358,0.580586,1.597,0.635813,0.263178,0.612245,1,0,11
463.177,173,1.09595,0.78154,1.55272,0.942067,0.534619,0.769231,1,0,11
351.65,183,1.07483,0.566708,1.59453,0.614662,0.448801,0.781818,1,0,11
341.05,197,0.831126,0.350904,1.3287,0.285777,0.158098,0.7,1,0,11
627.634,207,1.18537,0.661277,1.37567,0.758787,0.677912,0.58871,1,0,11
577.598,6,1.1138,0.426128,1.51737,0.400418,0,1,1,0,11
154.487,8,0.981861,0.741252,1.62715,0.880668,0.512532,0.708333,1,0,11
585.931,23,0.929762,0.779981,1.52399,0.939691,0.561125,0.345238,1,0,11
552.928,31,1.25021,0.524138,1.24729,0.549786,0.351362,0.481481,1,0,11
136.884,37,1.18313,0.354253,1.38011,0.290882,0.25352,0.666667,1,0,11
773.755,44,1.10462,0.576865,1.53555,0.630142,0.150932,0.670213,1,0,11
653.604,47,0.914466,0.387153,1.49371,0.341022,0.247466,0.5,1,0,11
368.105,58,1.20513,0.632479,1.33653,0.714899,0.67348,0.855769,1,0,11
334.654,64,0.768233,0.548512,1.20417,0.586933,0.479625,0.540984,1,0,11
300.31,67,1.06121,0.906408,1.6215,1.13237,0.562434,0.888889,1,0,11
330.274,68,1.1618,0.496625,1.42234,0.507856,0.283354,0.787234,1,0,11
849.51,73,1.12917,0.36045,1.48694,0.300326,0.074871,0.944444,1,0,11
91.5629,78,0.915242,0.738505,1.49525,0.876482,0.30217,0.866667,1,0,11
979.561,81,0.826821,0.381984,1.32017,0.333144,0.209832,0.401198,1,0,11
215.119,88,1.22356,0.82841,1.30004,1.0135,0.43832,0.660714,1,0,11
862.389,89,0.827998,0.404558,1.3225,0.367547,0.0813313,0.823529,1,0,11
646.042,96,1.24095,0.565499,1.26561,0.612821,0.427059,0.542169,1,0,11
407.76,98,1.12336,0.562654,1.49844,0.608484,0.46321,0.48,1,0,11
