pmtHits,pmtTotalQ,pmtAvgT,pmtBaryAngle,pmtRmsAngle,pmtVarAngle,pmtSkewAngle,pmtKurtAngle,pmtRmsBary,pmtVarBary,pmtSkewBary,pmtKurtBary,pmtRmsPhi,pmtVarPhi,pmtFracHighestQ,pmtFracDownstream,pmtFracClustered,pmtFracLowQ,pmtFracLateT,pmtFracEarlyT,pmtLargeAngleAngle,pmtLargeAnglePhi,lappdHits,lappdAvgT,lappdBaryAngle,lappdRmsAngle,lappdVarAngle,lappdSkewAngle,lappdKurtAngle,lappdRMSBary,lappdVarBary,lappdSkewBary,lappdKurtBary,mrdPaddles,mrdLayers,mrdConslayers,mrdClusters,mrdPaddlesPerLayer,mrdXSpread,mrdYSpread,mrdAdjacentHits,nrings,multiplerings,energy,evnum,mcevnum
25,1818.98,7.16861,0.485165,0.924062,0.506575,0.498963,-0.161979,0.547964,0.124933,0.0964851,0.0731025,0.783496,0.200435,0.125463,0.993034,1,0.2,0.08,0,0.08,0.08,114,6.72434,0.270268,0.539387,0.290939,0.208079,-0.0997211,0.355845,0.126625,0.048668,-0.0206655,7,6,2,1,1.16667,0.0676667,0,0,1,0,951.815,270,140
45,2833.92,9.44274,0.38379,1.00325,0.707516,0.759996,-0.612338,0.661879,0.275311,0.222463,-0.0284459,0.433915,0.123373,0.136996,0.98936,1,0.244444,0.311111,0,0.222222,0.0222222,168,9.03956,0.020417,0.55203,0.304737,0.216467,-0.120294,0.535194,0.286433,0.198366,-0.104763,7,7,0,1,1,0,0,0,1,0,1203.37,563,287
23,1718.58,6.78885,0.450957,0.846434,0.468892,0.424267,-0.208813,0.475417,0.112979,0.0765225,0.0331845,0.751972,0.379983,0.122414,0.986846,1,0.217391,0.0434783,0.0869565,0.0434783,0.0869565,87,6.50488,0.208376,0.494472,0.244503,0.161071,-0.0688577,0.345973,0.119697,0.0517588,-0.0157732,3,2,1,0,1.5,0,0,0,1,0,652.315,586,300
23,1851.18,6.46705,0.328261,0.726479,0.344925,0.251035,-0.153734,0.433238,0.0965748,0.05133,0.00345801,0.429969,0.119149,0.204268,1,1,0.173913,0.0434783,0,0,0,125,6.78439,0.198437,0.486856,0.237029,0.162646,-0.0522518,0.35383,0.125196,0.0587352,-0.0141826,7,7,0,1,1,0,0,0,1,0,986.723,911,464
24,1586.22,6.78835,0.188621,0.812045,0.33405,0.273095,-0.0339511,0.648895,0.172179,0.133222,0.0643599,0.714249,0.173808,0.150866,0.991437,1,0.291667,0.0416667,0,0.125,0.0416667,159,6.74533,0.136102,0.500708,0.250708,0.175236,-0.0620923,0.402965,0.162381,0.0921627,-0.0237816,12,10,0,1,1.2,0.1071,0.0812,0,1,0,1044.22,17,11
17,1402.14,5.54525,0.697838,0.869804,0.690753,0.67129,-0.736533,0.354637,0.0903304,0.0236016,-0.00704544,0.613802,0.261522,0.222072,1,1,0.235294,0.117647,0.294118,0,0.0588235,146,4.96744,0.618876,0.710133,0.504289,0.38756,-0.462571,0.246894,0.0609569,-0.0186487,0.00238324,5,4,0,1,1.25,0.19125,0,0,1,0,747.997,32,20
24,1670.05,6.75918,0.445092,0.745983,0.44313,0.350093,-0.287368,0.362966,0.0852025,0.0414461,0.00231281,0.818461,0.37248,0.312221,1,1,0.333333,0.0416667,0.0833333,0,0.208333,87,6.19051,0.477533,0.686743,0.471616,0.357833,-0.39092,0.294909,0.0869715,0.0121646,-0.0120047,1,1,0,0,1,0,0,0,1,0,695.021,278,146
19,1487.81,6.08414,0.629001,0.816318,0.67849,0.687105,-0.628999,0.350032,0.123917,0.0544633,-0.00750106,0.683829,0.373731,0.130038,1,1,0.105263,0,0.0526316,0,0.157895,161,5.87076,0.5964,0.711649,0.506444,0.388129,-0.468481,0.238085,0.0566844,-0.00957812,-0.000223864,12,8,7,1,1.5,0.121,0.167466,0,1,0,957.758,69,27
32,1848.83,7.95353,0.790698,1.04089,0.983957,1.21282,-1.27097,0.45877,0.177778,0.0821201,-0.00505245,0.5257,0.19904,0.102829,0.938005,1,0.25,0.09375,0,0.09375,0.03125,88,8.68871,0.462182,0.66176,0.437926,0.325421,-0.328259,0.293042,0.0858734,0.011649,-0.0114162,4,3,2,0,1.33333,0.306,0,0,1,0,703.617,307,164
36,2423.68,8.62297,0.629293,1.12053,0.836138,1.0356,-0.5514,0.652441,0.201475,0.180756,0.144651,0.838041,0.390864,0.147693,0.974706,1,0.222222,0.166667,0,0.0833333,0.194444,83,8.652,0.304103,0.56778,0.322374,0.231931,-0.140095,0.352146,0.124007,0.0423736,-0.0229427,8,6,5,1,1.33333,0.051,0,0,1,0,953.256,516,281
51,2878.11,9.86587,0.616719,1.12277,0.945977,1.15694,-1.11972,0.61071,0.237215,0.179672,0.0170377,0.540722,0.145998,0.0741321,0.976142,1,0.27451,0.392157,0,0.117647,0.0196078,119,9.63017,0.130277,0.621414,0.386155,0.28101,-0.237793,0.508229,0.258297,0.15618,-0.102337,7,5,3,0,1.4,0.153,0.203,0,1,0,952.141,189,115
24,1633.78,6.76688,0.171187,0.702545,0.304669,0.204729,-0.126104,0.543501,0.158393,0.0883317,-0.0189496,0.807792,0.399823,0.248836,1,1,0.333333,0.0416667,0.125,0.0416667,0.291667,148,6.1807,0.0915192,0.473179,0.223899,0.163058,-0.0279489,0.411161,0.169053,0.109497,-0.0127227,13,8,6,1,1.625,0.03825,0.25375,1,1,0,1047.99,88,52
28,1843.5,7.18163,0.593475,0.952041,0.693791,0.772631,-0.434691,0.504512,0.158417,0.1185,0.0648966,0.737899,0.328754,0.231788,0.992094,1,0.464286,0.0714286,0,0.0357143,0.0714286,114,7.13083,0.412022,0.642469,0.412766,0.307836,-0.276474,0.326449,0.106569,0.0218425,-0.019106,12,7,4,1,1.71429,0.051,0.177625,0,1,0,964.545,246,148
36,2128.39,8.81203,0.387212,0.990123,0.589822,0.603344,-0.333952,0.65699,0.206795,0.169683,0.0402034,0.592793,0.177115,0.139849,0.987779,1,0.305556,0.166667,0,0.166667,0.0555556,146,8.47813,0.106269,0.521511,0.271973,0.182073,-0.0958317,0.436792,0.190787,0.108908,-0.0440503,6,5,3,0,1.2,0,0,0,1,0,838.361,649,364
44,2282.51,8.87673,0.430847,0.975958,0.668236,0.676412,-0.599888,0.58963,0.211031,0.148156,-0.0195262,0.574341,0.227886,0.069559,1,1,0.340909,0.227273,0,0.0909091,0.0909091,160,8.86488,0.157119,0.49375,0.243789,0.157384,-0.0722423,0.373298,0.139352,0.0690248,-0.0207675,6,5,3,1,1.2,0,0.0338333,0,1,0,973.599,198,104
16,1025.38,5.76734,0.892464,0.930845,0.970302,1.08595,-1.55481,0.337479,0.107479,-0.0014488,-0.0135329,0.637464,0.3098,0.149964,1,1,0.125,0,0.0625,0,0,67,6.99018,0.464194,0.663775,0.440597,0.334536,-0.323108,0.311583,0.0970842,0.010165,-0.0150031,7,3,2,0,2.33333,0.1015,0.456437,0,1,0,550.024,674,336
17,1474.23,6.03931,0.617938,0.812742,0.531698,0.469719,-0.398505,0.329104,0.0793397,0.0213225,-0.00341536,0.39615,0.105217,0.189865,1,1,0.176471,0,0,0,0,66,6.60798,0.327931,0.570477,0.325444,0.236792,-0.140007,0.344329,0.118562,0.0360188,-0.0211138,8,5,2,0,1.6,0.0338333,0.0338333,0,1,0,616.745,26,16
22,1779.19,6.4075,0.265074,0.706613,0.336364,0.251836,-0.128127,0.46639,0.12752,0.0767024,0.00301077,0.434046,0.136311,0.206871,1,1,0.227273,0.0454545,0,0,0,142,6.63049,0.112787,0.489562,0.239671,0.160109,-0.0613465,0.405056,0.164071,0.0925211,-0.0258027,14,10,0,1,1.4,0.2754,0.0845833,0,1,0,1002.46,241,130
31,2199.93,7.50406,0.990239,1.12763,1.27221,1.67482,-2.49132,0.456724,0.159745,0.0333535,-0.0044499,0.873162,0.528873,0.122624,0.929529,1,0.225806,0.16129,0.0645161,0.0322581,0.322581,39,9.29246,0.301059,0.583692,0.340696,0.238838,-0.174979,0.34971,0.122297,0.0433995,-0.0217725,7,5,1,1,1.4,0,0.0506371,0,1,0,1067.46,259,139
34,2011.17,9.1364,0.370739,1.02381,0.561484,0.587848,-0.189308,0.715502,0.202239,0.188613,0.107432,0.779416,0.220603,0.150836,0.982238,1,0.352941,0.205882,0,0.176471,0.0882353,126,7.83392,0.203026,0.511123,0.261246,0.167632,-0.0924116,0.352692,0.124392,0.0543751,-0.0185879,10,9,7,1,1.11111,0,0,0,1,0,993.454,164,103
28,2113,7.69545,0.615346,0.927445,0.620978,0.615397,-0.492004,0.428293,0.118334,0.0494984,-0.00512604,0.597485,0.182729,0.158271,1,1,0.178571,0.0714286,0,0.0357143,0.107143,86,6.86932,0.246719,0.544511,0.296492,0.216956,-0.0998706,0.375499,0.140999,0.0625587,-0.0242483,4,3,2,0,1.33333,0.11475,0,0,1,0,724.476,188,115
37,2220.05,8.34259,0.851138,1.15875,1.01754,1.28343,-1.304,0.524461,0.173175,0.0715333,0.017355,0.554357,0.207853,0.187933,0.945205,1,0.297297,0.0810811,0,0.0810811,0.027027,75,9.26997,0.405108,0.620252,0.384712,0.27823,-0.237354,0.310641,0.0964976,0.0190586,-0.0148474,4,3,1,0,1.33333,0,0.135333,0,1,0,737.904,341,193
21,1592.46,6.08069,0.250361,0.68069,0.298128,0.197982,-0.121102,0.451873,0.106264,0.0539628,-0.00246515,0.452796,0.142381,0.183709,1,1,0.285714,0,0,0,0,108,6.48585,0.166707,0.455775,0.207731,0.139875,-0.0302682,0.345437,0.119326,0.0604069,-0.00784791,6,5,4,0,1.2,0,0,0,1,0,766.766,364,206
47,2701.19,9.59103,0.537215,1.07009,0.862194,1.03133,-0.864199,0.608756,0.252024,0.210989,0.0166982,0.436582,0.121808,0.126305,0.952396,1,0.340426,0.276596,0,0.0851064,0.0212766,115,9.40451,0.320726,0.604248,0.365116,0.263431,-0.205026,0.356135,0.126832,0.0432562,-0.0255707,3,3,0,0,1,0,0,0,1,0,1033.62,848,463
30,2053.08,7.98657,0.145828,0.799363,0.399201,0.317592,-0.19821,0.664278,0.252004,0.176697,-0.0516747,0.464185,0.155127,0.0977683,1,1,0.166667,0.1,0,0.2,0,229,7.2615,0.057406,0.373008,0.139135,0.0922703,0.00612156,0.337554,0.113943,0.0705727,0.00663487,10,8,7,1,1.25,0.1785,0.1421,0,1,0,1176.47,207,110
17,1258.48,5.9085,0.714784,0.886176,0.676075,0.672855,-0.647371,0.356291,0.100514,0.0228122,-0.00688835,0.441786,0.132387,0.160035,1,1,0.117647,0,0,0,0,96,6.81311,0.400123,0.604969,0.365988,0.264539,-0.205414,0.314382,0.0988364,0.0175885,-0.0158794,3,2,0,0,1.5,0.9945,0,0,1,0,666.167,633,343
22,1559.71,6.7313,0.369877,0.790507,0.357341,0.286967,-0.123203,0.467588,0.0996935,0.0586985,0.00959967,0.503457,0.172729,0.280582,1,1,0.363636,0.0454545,0,0,0,115,6.36461,0.278083,0.512388,0.262542,0.190366,-0.0639175,0.344505,0.118684,0.0420991,-0.0175553,9,7,6,1,1.28571,0,0.076125,0,1,0,755.925,746,404
23,1642.39,6.75947,0.767097,0.939652,0.863929,0.95653,-1.1173,0.384541,0.134367,0.0335394,-0.0219957,0.602741,0.283611,0.110399,1,1,0.26087,0.0434783,0.0434783,0,0.0869565,203,6.14795,0.604985,0.709516,0.503414,0.386383,-0.460635,0.244276,0.059671,-0.0138892,0.000664543,3,3,1,0,1,0,0,0,1,0,927.452,33,14
29,1992.1,7.35815,0.464466,0.906889,0.557801,0.54847,-0.332119,0.514786,0.151877,0.104138,0.0134468,0.419714,0.116269,0.149339,1,1,0.275862,0.0689655,0,0.0344828,0,79,7.70672,0.226402,0.558556,0.311985,0.217003,-0.135529,0.38164,0.145649,0.0673919,-0.0274148,10,7,5,1,1.42857,0,0.279125,0,1,0,956.862,114,63
21,1582.19,6.39426,0.193698,0.671789,0.273808,0.170609,-0.108419,0.492904,0.121457,0.0593998,-0.0111518,0.450613,0.149116,0.231571,1,1,0.285714,0.047619,0,0.047619,0,123,6.60896,0.240686,0.567184,0.321697,0.222146,-0.15153,0.374569,0.140302,0.0623222,-0.0265434,8,6,3,0,1.33333,0.0676667,0,1,1,0,665.599,281,153
25,1777.5,6.99116,0.824147,0.916851,0.930443,1.01558,-1.44066,0.340976,0.107178,0.0127373,-0.0137369,0.934144,0.579357,0.277603,1,1,0.36,0.08,0.08,0,0.44,74,6.40472,0.621861,0.709424,0.503283,0.392416,-0.451444,0.267075,0.0713289,-0.0233363,0.00118118,13,8,0,1,1.625,0.279125,0.216076,0,1,0,1024.64,347,193
20,1460.1,6.08989,0.500711,0.736106,0.46512,0.378418,-0.314898,0.323845,0.0783663,0.0329904,0.000657455,0.458266,0.134029,0.11195,1,1,0.2,0,0,0,0,100,6.82739,0.314989,0.575596,0.331311,0.234478,-0.157777,0.34222,0.117115,0.038231,-0.0201729,6,5,3,0,1.2,0.2295,0,0,1,0,738.442,74,38
20,1188.16,6.42265,0.696648,1.07425,0.737439,0.811081,-0.632949,0.539139,0.139032,0.0642419,0.0113422,0.814176,0.268672,0.150653,0.982595,1,0.45,0.1,0.15,0.1,0.15,111,4.66285,0.723026,0.753478,0.567729,0.44328,-0.619051,0.16964,0.0287776,-0.0146677,0.00736311,3,3,1,0,1,0,0,0,1,0,606.729,619,338
37,1937.98,8.3125,0.633111,0.982336,0.745771,0.780975,-0.784285,0.458258,0.135787,0.070674,-0.00495454,0.657561,0.321799,0.130943,1,1,0.27027,0.162162,0,0,0.135135,155,8.23777,0.365814,0.540337,0.291964,0.180843,-0.139475,0.252121,0.063565,0.0102332,-0.00509999,7,5,2,0,1.4,0,0.1015,0,1,0,798.375,402,223
35,2134.24,7.8699,0.846022,1.21518,1.09998,1.43952,-1.46148,0.624937,0.183872,0.113043,0.0956511,0.821307,0.271413,0.122592,0.959842,1,0.314286,0.228571,0,0.0857143,0.0857143,105,7.5499,0.501325,0.663575,0.440331,0.33426,-0.324214,0.300153,0.0900916,-0.00161302,-0.012393,4,3,1,0,1.33333,0,0.05075,0,1,0,944.371,138,65
45,2170.35,9.17391,0.604979,1.23387,1.01448,1.42628,-0.694111,0.764246,0.304125,0.340408,0.238261,0.909686,0.353669,0.0930404,0.940759,1,0.444444,0.288889,0,0.155556,0.0888889,191,7.99592,0.595045,0.707663,0.500787,0.379396,-0.461763,0.22926,0.0525602,-0.00915761,0.000402375,9,8,7,1,1.125,0,0.0203,0,1,0,1096.45,208,112
27,1935.51,6.53443,0.960366,1.09585,1.15853,1.42358,-2.18581,0.430368,0.132753,0.00629709,-0.012414,0.933149,0.675836,0.134938,0.969389,1,0.222222,0.0740741,0.222222,0,0.407407,53,9.37999,0.246409,0.563514,0.317548,0.232192,-0.129192,0.388682,0.151074,0.0664639,-0.0322272,11,9,0,1,1.22222,0,0.0609,0,1,0,1017.2,269,144
19,1493.5,6.39427,0.467643,0.758018,0.397038,0.313061,-0.197615,0.365224,0.0735463,0.034097,0.00512758,0.64276,0.253486,0.227311,1,1,0.263158,0,0.0526316,0,0.157895,68,6.1488,0.336469,0.562896,0.316852,0.224985,-0.136982,0.331022,0.109575,0.0288112,-0.0191398,5,5,3,0,1,0,0,0,1,0,679.908,492,275
33,2348.82,8.13129,0.424747,0.850533,0.531437,0.484629,-0.357231,0.47805,0.143424,0.0929763,0.00766229,0.401678,0.111309,0.177563,1,1,0.212121,0.121212,0,0.0606061,0,105,8.4741,0.258011,0.561601,0.315395,0.223188,-0.135624,0.370521,0.137286,0.0565812,-0.0262537,14,9,0,1,1.55556,0.0862584,0.0575056,0,1,0,1204.42,498,279
41,2733.17,9.13394,0.519665,0.944099,0.707321,0.745491,-0.651417,0.491678,0.185037,0.120068,-0.0117804,0.399856,0.107922,0.0895321,1,1,0.146341,0.365854,0,0.0243902,0,124,9.46226,0.149804,0.573188,0.328544,0.229566,-0.158544,0.449193,0.201774,0.112081,-0.0563734,7,6,5,1,1.16667,0,0.135333,0,1,0,1001.55,692,389
23,1596.42,6.59478,0.683379,0.913118,0.736076,0.777485,-0.738122,0.40049,0.128837,0.050461,-0.0105113,0.668709,0.38336,0.123403,1,1,0.26087,0.0434783,0.0434783,0,0.173913,62,7.15242,0.411027,0.648873,0.421036,0.309912,-0.298344,0.316448,0.10014,0.0233061,-0.016324,9,6,5,1,1.5,0.49725,0.1015,0,1,0,850.909,151,86
34,2332.99,8.13364,0.484827,0.933461,0.568226,0.559079,-0.360287,0.520548,0.150055,0.0936972,0.0061298,0.473316,0.139555,0.172924,0.99495,1,0.264706,0.205882,0,0.0588235,0.0588235,132,7.96303,0.136372,0.544703,0.296701,0.202696,-0.12062,0.433974,0.188334,0.104746,-0.0447721,4,3,0,0,1.33333,0,0.05075,0,1,0,888.566,128,72
18,1319.43,5.63796,0.721459,0.894122,0.733464,0.748728,-0.795357,0.360106,0.10594,0.0280954,-0.00938537,0.722911,0.414304,0.136742,1,1,0.111111,0,0.166667,0,0.166667,70,6.47086,0.395154,0.616967,0.380648,0.283007,-0.220161,0.336805,0.113438,0.020998,-0.0226198,11,7,5,1,1.57143,0.61705,0,0,1,0,837.115,200,114
33,1907.4,8.02138,0.481112,0.895561,0.57024,0.529301,-0.431965,0.486047,0.130456,0.079312,0.0086738,0.683429,0.334186,0.128414,0.994093,1,0.30303,0.0909091,0,0.030303,0.151515,142,7.88135,0.208937,0.553723,0.306609,0.203831,-0.141649,0.381894,0.145843,0.0665902,-0.0294151,2,2,1,0,1,0,0,0,1,0,673.74,69,42
38,2381.05,8.75634,0.445458,0.908708,0.633227,0.64599,-0.487354,0.514796,0.196065,0.136065,-0.00974857,0.390954,0.105852,0.151681,1,1,0.263158,0.210526,0,0.0526316,0,122,8.9345,0.128434,0.539981,0.29158,0.205749,-0.105461,0.440445,0.193992,0.113262,-0.0436375,5,5,2,0,1,0,0,0,1,0,695.845,184,103
36,2468.75,8.01767,0.870976,1.14977,0.997503,1.21694,-1.31622,0.538939,0.142063,0.0584968,0.0354629,0.668583,0.23583,0.16822,0.990691,1,0.194444,0.0277778,0.0277778,0.0555556,0.111111,84,10.1176,0.305794,0.551509,0.304163,0.208937,-0.128902,0.329459,0.108543,0.0339305,-0.0169444,6,4,1,0,1.5,0.3045,0.3045,0,1,0,675.664,223,126
35,2059.29,8.64565,0.175331,0.880675,0.412144,0.353575,-0.157027,0.720809,0.240161,0.184716,-0.00394135,0.489329,0.115927,0.23225,0.992782,1,0.485714,0.171429,0,0.228571,0.0285714,166,7.80078,0.107175,0.53624,0.287553,0.208699,-0.0920222,0.454911,0.206944,0.129818,-0.0440749,3,3,2,0,1,0,0,0,1,0,876.873,685,381
35,1787.09,8.63968,0.381223,0.982336,0.583244,0.599829,-0.258318,0.663763,0.202514,0.178207,0.101288,0.729232,0.267574,0.0955236,0.994327,1,0.314286,0.2,0,0.114286,0.0571429,137,7.85661,0.197799,0.566783,0.321243,0.222318,-0.14979,0.405122,0.164124,0.0821795,-0.0353209,9,6,5,1,1.5,0,0.0746738,1,1,0,917.534,161,94
38,2394.16,8.37277,0.637887,0.973742,0.722321,0.753048,-0.715657,0.446222,0.133416,0.0640306,-0.00659367,0.490954,0.152087,0.116503,1,1,0.236842,0.0789474,0,0.0263158,0,189,8.31035,0.318362,0.534935,0.286156,0.177874,-0.130434,0.2795,0.0781203,0.0200504,-0.00802505,8,4,3,0,2,0.0765,0.320852,0,1,0,884.978,601,327
19,1461.55,5.74289,0.626267,0.839389,0.583201,0.53838,-0.480782,0.349753,0.0881668,0.0305115,-0.00213153,0.611709,0.249809,0.274804,1,1,0.368421,0.0526316,0.210526,0,0.157895,108,6.00761,0.507517,0.667108,0.445034,0.33829,-0.332945,0.297957,0.0887781,-0.00272624,-0.0112714,7,6,0,1,1.16667,0.2295,0,0,1,0,930.783,294,156
23,1392.04,7.39812,0.586574,0.846255,0.534394,0.476836,-0.390183,0.382934,0.0852868,0.0325139,0.00170813,0.60378,0.221175,0.104382,1,1,0.304348,0.0434783,0,0,0.130435,312,6.53392,0.455668,0.522721,0.273237,0.156483,-0.132114,0.180357,0.0325287,-0.00520288,0.000799976,3,2,1,0,1.5,0.03825,0,0,1,0,619.817,459,241
38,2477.19,8.6697,0.174652,0.910658,0.541072,0.521811,-0.301951,0.752094,0.339993,0.293656,-0.0491735,0.661752,0.307046,0.138998,0.995199,1,0.263158,0.263158,0,0.263158,0.131579,170,8.10663,0.13964,0.499349,0.249349,0.172345,-0.0626459,0.397146,0.157725,0.08844,-0.0217986,14,9,0,1,1.55556,0.199906,0.0609,0,1,0,1309.49,14,11
38,2315.28,8.43944,0.657072,1.03553,0.773146,0.845758,-0.789975,0.487517,0.15128,0.0764801,-0.00883486,0.76089,0.449111,0.144357,0.993965,1,0.131579,0.315789,0.0526316,0.0263158,0.289474,117,8.24879,0.380152,0.588377,0.346188,0.230325,-0.200943,0.275224,0.075748,0.0171945,-0.00772536,5,5,1,0,1,0,0,0,1,0,737.937,81,49
33,2017.91,7.95857,0.687478,0.955642,0.902549,1.0295,-1.17868,0.421087,0.166636,0.0894025,-0.00883186,0.867838,0.556843,0.129716,0.981357,1,0.30303,0.212121,0.0606061,0.030303,0.30303,144,6.71665,0.628637,0.723472,0.523411,0.403689,-0.50747,0.22315,0.0497959,-0.0126059,0.00243569,12,8,0,1,1.5,0.235,0.0812,0,1,0,921.896,279,166
47,2612.93,9.96779,0.301359,1.01791,0.634399,0.658186,-0.448704,0.746567,0.295647,0.251454,-0.0210324,0.456027,0.130951,0.143472,0.98569,1,0.361702,0.234043,0,0.234043,0,135,8.85074,0.151514,0.556454,0.309641,0.223166,-0.12158,0.438771,0.19252,0.110779,-0.0436459,9,8,7,1,1.125,0.177625,0,0,1,0,1127.21,440,248
39,2256.16,8.841,0.333171,1.01574,0.571141,0.585454,-0.27864,0.723586,0.233079,0.202031,0.0497802,0.774064,0.313685,0.142488,0.988953,1,0.410256,0.230769,0.025641,0.205128,0.179487,104,8.21131,0.118533,0.596274,0.355543,0.262581,-0.181043,0.498737,0.248738,0.155973,-0.0851471,12,8,0,1,1.5,0.197125,0,0,1,0,1139.3,706,391
29,2148.49,7.55083,0.386484,0.878854,0.443974,0.39005,-0.209624,0.537847,0.132134,0.0849301,0.00877018,0.624575,0.192338,0.173279,1,1,0.310345,0.206897,0,0.103448,0.0344828,84,6.51795,0.307983,0.552566,0.305329,0.223374,-0.112009,0.351107,0.123276,0.0399763,-0.0228699,8,7,6,1,1.14286,0,0,1,1,0,919.48,143,85
22,1349.57,6.28518,0.966354,1.01115,1.1149,1.3239,-2.09804,0.39797,0.120001,-0.0149124,-0.0130648,1.00378,0.766845,0.224063,0.991721,1,0.318182,0.0454545,0.136364,0,0.545455,23,8.52241,0.42818,0.631844,0.399227,0.295834,-0.253518,0.315291,0.0994081,0.0148265,-0.0160865,0,0,0,0,0,0,0,0,1,0,570.091,186,109
32,1798.66,7.92515,0.618801,1.01978,0.895985,1.04658,-1.08033,0.514489,0.208337,0.140025,-0.00741662,1.24897,1.02835,0.172811,0.99009,1,0.375,0.21875,0.09375,0.03125,0.625,78,6.82478,0.342577,0.612732,0.375441,0.270863,-0.222407,0.344257,0.118513,0.0371397,-0.0225523,6,4,3,0,1.5,0.089,0,0,1,0,740.623,664,375
47,2854.66,9.38391,0.703215,1.30673,1.02916,1.45244,-0.774526,0.752175,0.266589,0.259535,0.159087,0.730394,0.230045,0.190369,0.911131,1,0.340426,0.340426,0.0212766,0.212766,0.0638298,93,9.00708,0.339882,0.618238,0.382219,0.274703,-0.235734,0.346669,0.120179,0.0382007,-0.0232202,0,0,0,0,0,0,0,0,1,0,701.866,694,393
24,1729.2,7.1938,0.55021,0.858797,0.511334,0.462498,-0.326384,0.405352,0.0994363,0.0417036,-0.00179928,0.592408,0.189285,0.156117,1,1,0.25,0.0833333,0,0,0.0416667,73,6.47623,0.30183,0.535354,0.286604,0.202379,-0.0987075,0.33683,0.113455,0.0350032,-0.0184228,0,0,0,0,0,0,0,0,1,0,549.685,818,450
27,1709.22,7.05079,0.362233,0.852781,0.449109,0.399979,-0.195462,0.543458,0.144118,0.101414,0.0241015,0.572587,0.198544,0.134346,0.993732,1,0.333333,0.037037,0.037037,0.0740741,0.037037,128,7.31955,0.146163,0.507005,0.257054,0.174164,-0.0758974,0.397474,0.157985,0.0847305,-0.0261107,6,5,2,0,1.2,0,0.203,0,1,0,617.32,869,478
32,2092.21,7.82459,0.673357,1.09381,0.751534,0.855849,-0.533528,0.59166,0.146204,0.101754,0.0816017,0.801318,0.244161,0.112012,0.989316,1,0.1875,0.03125,0.03125,0.0625,0.125,166,7.76593,0.410779,0.535605,0.286873,0.176704,-0.134401,0.23379,0.0546577,0.000920748,-0.00321996,4,3,0,0,1.33333,0,0.15225,0,1,0,732.845,117,61
42,2797.63,8.67421,0.738102,1.08907,0.907222,1.05766,-1.1344,0.499947,0.1623,0.0745942,-0.00987871,0.911406,0.498802,0.146225,0.989782,1,0.333333,0.285714,0.0238095,0.047619,0.309524,55,8.05155,0.368425,0.692726,0.47987,0.371625,-0.400707,0.386185,0.149139,0.0490154,-0.0416652,4,3,2,0,1.33333,0.34425,0,0,1,0,925.939,802,418
22,1543.66,6.82076,0.75997,0.988911,0.783973,0.827666,-0.904172,0.402958,0.109035,0.0291388,-0.00847474,0.645334,0.260198,0.20564,1,1,0.181818,0.0454545,0,0,0.0454545,63,7.05927,0.440016,0.620739,0.385317,0.28872,-0.226026,0.327799,0.107452,0.00607677,-0.0208887,0,0,0,0,0,0,0,0,1,0,574.027,920,477
39,2193.38,8.61319,0.1315,0.945976,0.546398,0.553275,-0.223845,0.82688,0.389943,0.369718,-0.024404,0.450131,0.1279,0.118963,0.984551,1,0.410256,0.179487,0,0.384615,0.025641,229,8.21916,0.0430245,0.431208,0.18594,0.126779,-0.013783,0.401179,0.160945,0.104432,-0.00762094,11,7,0,1,1.57143,0.102,0.0406,0,1,0,1018.71,138,70
14,1232.1,5.36171,1.01544,0.947215,1.17914,1.40002,-2.46323,0.383327,0.0990465,-0.0233371,-0.00374844,1.08645,0.82715,0.264875,1,1,0.357143,0,0.214286,0,0.5,35,6.43581,0.538332,0.690764,0.477155,0.36337,-0.400831,0.264488,0.0699538,-0.000414311,-0.00525605,5,5,2,0,1,0,0,0,1,0,783.736,147,74
19,1571.32,5.88593,0.406234,0.733803,0.356717,0.278289,-0.136991,0.387089,0.0826019,0.0441093,0.00757884,0.419222,0.107201,0.272503,1,1,0.210526,0,0,0,0,93,6.40103,0.297139,0.530079,0.280983,0.207503,-0.079185,0.349867,0.122407,0.0408262,-0.0208562,9,7,0,1,1.28571,0,0.1421,0,1,0,874.159,287,163
27,2184.74,7.30944,0.716088,1.04521,0.740071,0.83962,-0.462467,0.545144,0.128719,0.0900228,0.113023,0.67913,0.158169,0.181477,0.993194,1,0.111111,0.037037,0.037037,0.037037,0.037037,157,7.47961,0.416071,0.555202,0.308249,0.193118,-0.15969,0.230069,0.0529316,0.00371711,-0.00263843,6,4,2,0,1.5,0,0.169167,0,1,0,709.268,361,197
48,2289.9,8.52041,0.674056,1.26417,1.15183,1.69707,-1.02587,0.745935,0.321286,0.360752,0.247782,0.795106,0.367204,0.0794636,0.902766,1,0.4375,0.270833,0.0416667,0.166667,0.229167,223,8.20835,0.590151,0.717599,0.514949,0.38934,-0.497143,0.207033,0.0428628,-0.00168135,-0.000274867,8,7,4,1,1.14286,0,0,0,1,0,998.126,474,247
