pmtHits,pmtTotalQ,pmtAvgT,pmtBaryAngle,pmtRmsAngle,pmtVarAngle,pmtSkewAngle,pmtKurtAngle,pmtRmsBary,pmtVarBary,pmtSkewBary,pmtKurtBary,pmtRmsPhi,pmtVarPhi,pmtFracHighestQ,pmtFracDownstream,pmtFracClustered,pmtFracLowQ,pmtFracLateT,pmtFracEarlyT,pmtLargeAngleAngle,pmtLargeAnglePhi,lappdHits,lappdAvgT,lappdBaryAngle,lappdRmsAngle,lappdVarAngle,lappdSkewAngle,lappdKurtAngle,lappdRMSBary,lappdVarBary,lappdSkewBary,lappdKurtBary,mrdPaddles,mrdLayers,mrdConslayers,mrdClusters,mrdPaddlesPerLayer,mrdXSpread,mrdYSpread,mrdAdjacentHits,multiplerings
85,7600.92,10.3833,0.220445,1.40554,0.898898,1.25563,-0.357368,1.2064,0.588707,0.769083,0.149356,0.958512,0.341452,0.0978201,0.916556,1,0.376471,0.341176,0,0.6,0.223529,349,8.22592,0.118402,0.509093,0.259176,0.168102,-0.0880576,0.413872,0.17129,0.0924797,-0.0350364,6,5,4,1,1.2,0,0.1015,0,1
28,2313.81,7.33401,0.213686,0.765691,0.351184,0.268253,-0.141681,0.568391,0.167426,0.106903,-0.00772415,0.442729,0.121026,0.26425,1,1,0.25,0.0714286,0,0.0357143,0,216,7.08558,0.0704072,0.460904,0.212432,0.148392,-0.0280152,0.411648,0.169454,0.108235,-0.0147008,8,5,2,0,1.6,0,0,1,1
26,2073.93,6.86595,0.627875,1.02062,1.01335,1.65407,-0.0991404,0.572776,0.403204,0.443698,0.100061,0.836258,0.632883,0.184841,0.780062,1,0.230769,0.153846,0,0.192308,0.230769,160,6.41223,0.128796,0.44296,0.196214,0.129986,-0.0254226,0.356111,0.126815,0.068647,-0.00818457,6,5,3,0,1.2,0.55825,0,0,1
30,1905.94,7.18483,0.489458,0.949993,0.552327,0.53053,-0.318461,0.552038,0.12717,0.0902805,0.0423515,1.0147,0.609725,0.133572,0.985728,1,0.466667,0.1,0.1,0.0666667,0.366667,65,7.48559,0.252159,0.627195,0.393374,0.269596,-0.274419,0.394921,0.155963,0.0698328,-0.0392474,10,8,6,1,1.25,0.025375,0,1,1
33,2156.43,7.74006,0.388437,1.00212,0.564137,0.641397,-0.0376663,0.681082,0.209828,0.219747,0.16946,0.729229,0.249124,0.1606,0.976398,1,0.30303,0.121212,0.030303,0.121212,0.151515,122,7.94522,0.0590643,0.601138,0.361367,0.254619,-0.206664,0.54875,0.301126,0.196028,-0.13996,7,5,4,1,1.4,0.26775,0.1015,0,1
18,1252.03,6.38038,0.981371,0.953274,1.14269,1.34973,-2.27259,0.362054,0.105198,-0.0146497,-0.00981953,0.846728,0.490494,0.259935,1,1,0.277778,0.0555556,0.0555556,0,0.277778,37,7.71414,0.415346,0.609959,0.37205,0.274993,-0.207641,0.322317,0.103888,0.0143003,-0.0188064,0,0,0,0,0,0,0,0,1
16,1210.17,6.00307,0.529723,0.834979,0.439986,0.369341,-0.237781,0.403874,0.0799559,0.0305251,0.00119249,0.421677,0.110738,0.220018,1,1,0.25,0.0625,0.0625,0,0,125,6.10944,0.29461,0.520804,0.271236,0.185176,-0.0897611,0.324018,0.104988,0.0317022,-0.0154803,3,2,1,0,1.5,0,0.1015,0,1
18,1495.76,5.74447,1.0207,1.03381,1.20222,1.43719,-2.56799,0.375338,0.0939814,-0.0156561,-0.00584102,1.11903,0.852491,0.233488,1,1,0.388889,0.111111,0.277778,0,0.5,23,6.67146,0.538278,0.685718,0.470209,0.350793,-0.395982,0.242403,0.0587593,0.00167603,-0.0032884,6,6,3,0,1,0,0,0,1
23,1501.24,6.38914,0.757516,0.974801,0.924192,1.07277,-1.23102,0.452318,0.159202,0.0590786,-0.0204725,1.10341,0.88112,0.140514,0.983451,1,0.304348,0.0434783,0.217391,0.0869565,0.565217,100,6.0007,0.547479,0.698997,0.488597,0.373986,-0.426183,0.263113,0.0692283,-0.00206205,-0.00591985,10,8,0,1,1.25,0.05075,0.025375,0,1
26,2037.92,7.51699,0.597881,0.91363,0.548496,0.511318,-0.372918,0.431355,0.0950526,0.0410293,0.00413492,0.423214,0.100929,0.198898,1,1,0.153846,0.0769231,0,0,0,121,7.66297,0.335374,0.528035,0.278821,0.182351,-0.108877,0.291986,0.0852557,0.0180593,-0.0101122,6,4,0,0,1.5,0.26775,0.05075,0,1
39,2035.7,8.11467,0.805415,1.14835,1.01987,1.25832,-1.41199,0.51369,0.166176,0.0866692,0.0127919,0.598913,0.220495,0.173853,0.962845,1,0.333333,0.0769231,0.025641,0.0769231,0.0512821,58,8.99228,0.39989,0.621337,0.38606,0.273856,-0.248217,0.305931,0.0935939,0.0181167,-0.0141158,7,5,4,1,1.4,0.0593333,0,0,1
42,2697.99,8.48113,0.616541,1.07134,1.03149,1.41539,-1.04477,0.56374,0.313516,0.2887,0.0238807,0.86689,0.485542,0.11945,0.875845,1,0.309524,0.261905,0.047619,0.0952381,0.261905,105,8.49725,0.186315,0.620386,0.384879,0.276146,-0.240503,0.457794,0.209575,0.113246,-0.0668871,9,8,0,1,1.125,0.019125,0,0,1
27,1659.06,6.31878,0.0700267,1.10399,0.545494,0.683691,0.18071,1.04456,0.464258,0.577798,0.250518,1.11292,0.456745,0.138775,0.950323,1,0.333333,0.037037,0,0.333333,0.259259,172,5.94655,0.110468,0.42478,0.180438,0.115799,-0.0197174,0.34977,0.122339,0.0663028,-0.0064682,10,7,0,1,1.42857,0.0765,0.0609,0,1
65,4569.09,9.05575,0.423606,1.296,1.0245,1.26875,-1.39549,0.922057,0.411602,0.394244,-0.0538433,0.79131,0.339336,0.1585,0.9576,1,0.507692,0.292308,0,0.4,0.184615,235,7.5275,0.397275,0.70239,0.493352,0.388007,-0.422267,0.375264,0.140823,0.0414444,-0.037154,13,9,8,1,1.44444,0.1324,0.076125,1,1
37,2060.83,8.20853,0.348983,0.970433,0.611618,0.635556,-0.367412,0.666155,0.245518,0.208118,0.0297126,0.738203,0.387789,0.145434,0.993,1,0.27027,0.135135,0.0540541,0.162162,0.162162,102,8.39391,0.106995,0.527443,0.278196,0.193402,-0.0928654,0.443765,0.196927,0.117761,-0.0426829,0,0,0,0,0,0,0,0,1
47,2665.1,6.83105,0.552833,1.44987,1.66439,2.74264,-3.38652,0.972139,0.690592,0.874254,-0.208102,1.48061,1.34006,0.134829,0.700346,1,0.446809,0.0212766,0,0.361702,0.510638,89,6.84951,0.418164,0.621167,0.385848,0.286376,-0.229877,0.325067,0.105668,0.0146345,-0.0194885,11,8,5,1,1.375,0.357,0.2436,0,1
38,2196.36,7.25255,0.564429,1.23996,0.780905,1.07438,0.104971,0.800448,0.233152,0.305741,0.38787,0.876781,0.272362,0.173067,0.957501,1,0.421053,0.0789474,0,0.184211,0.157895,80,7.91972,0.268349,0.546809,0.299,0.199788,-0.129295,0.338872,0.114834,0.0428715,-0.0176257,5,5,3,0,1,0,0,0,1
42,2585.85,8.71542,0.404432,0.950472,0.613645,0.623409,-0.431706,0.590654,0.209554,0.157092,0.00101011,0.540619,0.214101,0.115905,0.993081,1,0.404762,0.261905,0,0.119048,0,141,8.47721,0.0640927,0.508213,0.258281,0.181061,-0.0685524,0.459071,0.210747,0.136101,-0.0421279,6,5,4,1,1.2,0,0.406,0,1
47,2774.25,8.79394,0.45323,1.27615,0.971506,1.4629,-0.203904,0.904964,0.417795,0.564946,0.379489,0.997156,0.560017,0.139567,0.913697,1,0.425532,0.319149,0.0638298,0.255319,0.148936,114,8.76854,0.144803,0.589051,0.346981,0.24756,-0.17921,0.467676,0.218721,0.126206,-0.0670943,11,9,8,1,1.22222,0,0.203,0,1
43,3454.09,7.03976,1.13089,1.33125,1.5111,2.24442,-3.21624,0.616844,0.227506,0.0183139,0.00257522,1.26874,0.796301,0.279527,0.862323,1,0.325581,0.0697674,0.0232558,0.0697674,0.488372,77,7.7606,0.333244,0.552754,0.305537,0.208632,-0.132,0.313519,0.0982944,0.0252735,-0.013807,7,5,2,0,1.4,0.1015,0,0,1
33,1890.18,7.09541,0.627853,0.906988,0.861696,0.956119,-1.10521,0.391898,0.181753,0.0971695,-0.0313404,1.0147,0.647036,0.0989743,1,1,0.454545,0.121212,0.121212,0,0.393939,84,6.37679,0.52476,0.679397,0.461581,0.351025,-0.367942,0.280037,0.0784208,-0.00177942,-0.00825012,3,3,2,0,1,0,0,0,1
16,1343.61,5.30183,0.962542,0.921742,1.09029,1.23748,-2.11144,0.353913,0.0753169,0.000445312,-0.00498484,0.942007,0.531369,0.299535,1,1,0.3125,0,0.25,0,0.4375,276,5.86432,0.563957,0.593736,0.352522,0.211712,-0.244435,0.056141,0.00315181,0.000517091,9.14E-05,7,5,1,0,1.4,0,0.15225,0,1
39,3048.18,7.36219,0.839544,1.1466,0.997371,1.20525,-1.40756,0.531007,0.156442,0.048108,-0.00851753,1.22136,0.687431,0.116719,0.971486,1,0.435897,0.128205,0.102564,0.128205,0.410256,78,7.32289,0.430857,0.659463,0.434891,0.319211,-0.32876,0.305725,0.0934676,0.0177321,-0.0145454,8,6,0,1,1.33333,0.255,0.1015,0,1
68,3404.89,7.82848,0.539783,1.35325,1.02271,1.39195,-0.938227,0.889855,0.33826,0.36864,0.155079,1.13466,0.498398,0.112627,0.932137,1,0.544118,0.0882353,0,0.323529,0.323529,147,7.0546,0.267996,0.586035,0.343437,0.237917,-0.18296,0.367223,0.134852,0.0552716,-0.0258352,5,4,2,0,1.25,0.0765,0,0,1
41,2707.05,8.96412,0.575104,1.07612,0.755668,0.851464,-0.605513,0.608988,0.179944,0.139459,0.0611005,0.658474,0.225284,0.139455,0.986692,1,0.219512,0.195122,0,0.097561,0.0487805,108,9.00452,0.187367,0.613442,0.376311,0.280344,-0.211705,0.461029,0.212548,0.118134,-0.0659789,8,6,3,1,1.33333,0.1785,0,0,1
44,3155.24,7.92128,0.616162,1.10532,0.842837,1.01043,-0.809026,0.592182,0.220582,0.144536,-0.0109191,1.27626,1.0549,0.157137,0.961678,1,0.295455,0.25,0.0681818,0.159091,0.568182,108,7.14275,0.14421,0.531931,0.282951,0.193817,-0.101743,0.418425,0.175079,0.0962378,-0.0349326,7,5,2,0,1.4,0,0.0338333,1,1
40,2348.91,8.1139,0.340383,0.936394,0.616243,0.623143,-0.435849,0.631394,0.248505,0.201343,-0.000522461,0.781634,0.444319,0.0994969,0.992522,1,0.4,0.225,0.075,0.15,0.25,82,8.22254,0.0764383,0.654939,0.428945,0.322607,-0.306163,0.586911,0.344464,0.234153,-0.194771,6,5,4,0,1.2,0.306,0,0,1
23,1359.93,7.1449,0.106043,0.866284,0.328777,0.285545,0.00767961,0.775117,0.232163,0.196916,0.0690265,0.632021,0.191902,0.139574,0.982607,1,0.434783,0.130435,0,0.173913,0.0869565,283,5.68062,0.056892,0.31648,0.10016,0.0665581,0.0172398,0.284505,0.0809432,0.0511953,0.014344,5,3,2,0,1.66667,0,0.25375,0,1
51,2679.24,9.0276,0.774512,1.3013,1.2174,1.75327,-1.59721,0.703801,0.285005,0.240124,0.0767858,0.822953,0.379004,0.119717,0.897968,1,0.294118,0.313725,0.0196078,0.176471,0.176471,107,9.09422,0.422517,0.651072,0.423894,0.314556,-0.300581,0.315146,0.0993169,0.0206717,-0.0164486,7,5,4,0,1.4,0.0255,0.05075,0,1
39,2391.16,7.39877,0.497199,1.01396,0.75516,0.89368,-0.499765,0.588607,0.236416,0.21562,0.0685086,0.787078,0.434397,0.112223,0.938383,1,0.358974,0.128205,0.0512821,0.0769231,0.25641,114,8.12443,0.173889,0.612779,0.375498,0.261328,-0.235179,0.457425,0.209237,0.111439,-0.0681366,9,6,5,1,1.5,0.0255,0.076125,0,1
40,3135.51,7.83098,0.333943,1.0257,0.607759,0.660735,-0.285575,0.732961,0.264007,0.242674,0.0484004,0.614444,0.174613,0.202386,0.990599,1,0.275,0.1,0,0.2,0.05,183,7.2962,0.197556,0.537665,0.289084,0.195836,-0.112634,0.38296,0.146658,0.0705657,-0.0261511,10,9,0,1,1.11111,0.025375,0,0,1
35,2328.29,7.34505,0.997134,1.31834,1.50587,2.39519,-2.47473,0.663716,0.291454,0.202649,0.100016,1.15122,0.864416,0.108132,0.852277,1,0.228571,0.0857143,0.142857,0.114286,0.428571,61,9.49309,0.187321,0.534529,0.285722,0.193096,-0.110336,0.389293,0.151549,0.0735175,-0.0295039,5,5,4,1,1,0,0,0,1
21,1582.88,5.97867,0.184672,0.946864,0.352304,0.386756,0.271587,0.800925,0.200399,0.236801,0.298334,0.970925,0.273186,0.27501,0.983649,1,0.380952,0.047619,0,0.142857,0.142857,151,6.00749,0.155961,0.46716,0.218239,0.149857,-0.0356862,0.363643,0.132236,0.0697627,-0.0116735,9,7,5,1,1.28571,0.019125,0.169167,0,1
33,1782.14,8.52498,0.601447,1.10742,0.815507,1.12209,0.0141339,0.654121,0.231695,0.286119,0.3655,0.66819,0.234719,0.0956868,0.977521,1,0.272727,0.121212,0,0.0606061,0.0909091,90,8.74385,0.316202,0.610809,0.373087,0.258239,-0.232975,0.340376,0.115856,0.0421398,-0.0199022,0,0,0,0,0,0,0,0,1
36,1891.25,6.77763,0.544788,1.21607,1.01045,1.58718,-0.278785,0.773839,0.415156,0.503047,0.166384,1.15241,0.961723,0.174277,0.837919,1,0.527778,0.0833333,0.111111,0.277778,0.5,74,5.94592,0.30065,0.579741,0.3361,0.236909,-0.166992,0.34802,0.121118,0.0443025,-0.0217713,3,3,1,0,1,0,0,0,1
22,1576.44,6.17353,0.723842,0.869378,0.791481,0.842138,-0.926364,0.359491,0.126325,0.0352473,-0.016584,0.863466,0.569915,0.162885,1,1,0.272727,0.0454545,0.181818,0,0.227273,58,6.63978,0.45031,0.63764,0.406584,0.306559,-0.260543,0.320356,0.102628,0.00826024,-0.0181047,4,4,0,1,1,0,0,0,1
33,1948.38,8.35535,0.00724818,0.938283,0.419028,0.38915,-0.0675632,0.931802,0.410738,0.380129,-0.0580793,0.809821,0.282091,0.162277,0.983727,1,0.424242,0.121212,0,0.30303,0.151515,300,6.62903,0.0301753,0.371725,0.138179,0.0959274,0.0125052,0.352836,0.124494,0.0840518,0.0124405,7,6,5,1,1.16667,0.0765,0,0,1
32,2059.92,7.1846,0.927569,1.15843,1.244,1.68307,-2.16979,0.514762,0.198555,0.0749988,-0.00741409,0.876364,0.636605,0.171029,0.886537,1,0.21875,0.125,0.09375,0.0625,0.34375,66,9.48575,0.285591,0.513086,0.263257,0.168359,-0.0960301,0.305036,0.0930468,0.0273702,-0.0120052,11,7,0,1,1.57143,0.153,0.0203,0,1
39,1656.1,7.89227,0.788035,1.5162,1.86445,3.65376,-2.11615,0.919446,0.613035,0.969926,0.674819,1.98678,2.45879,0.231663,0.830248,1,0.589744,0.282051,0.128205,0.25641,0.871795,149,4.77622,0.647423,0.749279,0.56142,0.439212,-0.599113,0.194285,0.0377468,-0.00697344,0.00200768,7,5,3,1,1.4,0,0.135333,0,1
43,4461.07,6.83295,0.744513,1.03147,0.958495,1.13098,-1.34477,0.456602,0.179755,0.0661592,-0.03648,1.08866,0.580615,0.109353,0.993188,1,0.395349,0.0930233,0.0930233,0.0465116,0.465116,308,5.89337,0.116246,0.500556,0.250556,0.181024,-0.0534697,0.418125,0.174828,0.107635,-0.0229169,16,8,7,2,2,0.271167,0.118417,0,1
103,7577.58,8.67786,1.27495,1.64551,3.08559,7.26418,-10.1368,0.703613,0.832764,0.806828,-0.572979,1.58049,2.01744,0.178908,0.594145,1,0.281553,0.330097,0.0679612,0.203883,0.621359,192,9.50159,0.134551,0.55692,0.31016,0.217677,-0.130853,0.448739,0.201367,0.115655,-0.0516316,5,3,1,0,1.66667,0,0.1015,0,1
44,2550.36,9.45784,0.256961,0.996778,0.577603,0.598354,-0.286421,0.766781,0.297751,0.26944,0.020988,0.503743,0.157992,0.223924,0.990971,1,0.318182,0.295455,0,0.204545,0.0454545,146,9.09767,0.131937,0.507325,0.257379,0.170162,-0.0813716,0.404028,0.163239,0.0880675,-0.0290817,5,3,1,0,1.66667,0,0.169167,0,1
48,2305.17,8.01201,0.714373,1.42565,1.28358,2.11898,-0.762651,0.876031,0.391237,0.506596,0.425025,1.07703,0.607968,0.0762775,0.894536,1,0.5,0.145833,0.0416667,0.270833,0.291667,100,8.46987,0.364699,0.603335,0.364014,0.265192,-0.199425,0.336058,0.112935,0.0285317,-0.0210167,13,9,0,1,1.44444,0.153,0.219917,0,1
28,1882.1,7.84155,0.917135,1.06463,1.09079,1.31931,-1.87284,0.451518,0.135969,0.0173733,-0.0075326,0.711762,0.262355,0.127375,0.978961,1,0.214286,0.0357143,0,0.0357143,0.0357143,75,8.57682,0.454056,0.652807,0.426157,0.321029,-0.299538,0.317407,0.100747,0.00896858,-0.0177446,3,2,1,0,1.5,0,0,0,1
46,2704.18,7.57249,0.581191,1.29674,1.0801,1.89002,0.607752,0.8323,0.417818,0.682316,0.817543,1.05661,0.83207,0.105982,0.907471,1,0.369565,0.108696,0.0869565,0.195652,0.195652,135,8.4199,0.203445,0.558199,0.311586,0.210819,-0.143151,0.392869,0.154346,0.0728419,-0.032273,11,9,0,1,1.22222,0.095625,0.0203,0,1
44,2788.49,7.31076,0.327947,1.01449,0.692988,0.75327,-0.533365,0.719065,0.312034,0.276515,-0.0192224,0.986553,0.71009,0.147257,0.988355,1,0.318182,0.159091,0.136364,0.25,0.5,100,7.34341,0.256893,0.601842,0.362214,0.249108,-0.215141,0.376798,0.141977,0.0632996,-0.0279939,6,5,4,0,1.2,0.1275,0,0,1
23,1533.95,6.64623,0.445261,0.845924,0.44902,0.400417,-0.160285,0.492472,0.102026,0.0765164,0.0574179,0.670829,0.276103,0.146258,0.990859,1,0.26087,0,0.0434783,0.0434783,0.0434783,79,6.93827,0.231073,0.487954,0.238099,0.152527,-0.0674151,0.322244,0.103841,0.0401759,-0.0115783,7,5,0,1,1.4,0,0,0,1
40,3039.11,7.12166,0.814873,1.18431,1.06277,1.38396,-1.41178,0.561506,0.205894,0.103796,-0.00617205,1.04553,0.60983,0.186325,0.918136,1,0.4,0.15,0.175,0.125,0.325,116,6.46006,0.371274,0.638126,0.407204,0.300001,-0.271271,0.341669,0.116738,0.0338011,-0.0225328,7,7,0,1,1,0,0,0,1
77,4733.66,7.43725,0.997729,1.58351,2.09553,4.04806,-4.69593,0.796489,0.580086,0.540362,-0.179206,1.14055,1.05593,0.0817423,0.685366,1,0.493506,0.12987,0.025974,0.25974,0.415584,144,7.81681,0.186114,0.559196,0.3127,0.234665,-0.113614,0.426126,0.181584,0.0998989,-0.0391798,2,2,1,0,1,0,0,0,1
36,2299.39,6.58455,1.21691,1.34186,1.65006,2.35962,-4.62567,0.432043,0.141638,-0.0098369,-0.00297315,1.12396,0.881149,0.165563,0.81741,1,0.277778,0,0,0,0.333333,35,8.69702,0.452911,0.635398,0.403731,0.273932,-0.297062,0.224177,0.0502555,0.0119614,-0.00210495,5,3,2,0,1.66667,0,0.1015,0,1
22,1690.51,5.99156,0.223627,0.725531,0.304375,0.217461,-0.0991599,0.524028,0.129181,0.0776198,0.00549508,0.55535,0.197847,0.200436,1,1,0.363636,0,0,0.0454545,0.0454545,115,6.44249,0.181826,0.497735,0.247741,0.172824,-0.0587179,0.372229,0.138555,0.070472,-0.0170494,4,3,2,0,1.33333,0.03825,0,0,1
51,2880.56,8.85081,0.517378,1.15037,0.893303,1.15631,-0.584274,0.718215,0.289124,0.307911,0.205536,0.719901,0.327968,0.0735473,0.970013,1,0.313725,0.294118,0.0196078,0.137255,0.117647,139,9.33395,0.0759821,0.60827,0.369993,0.264654,-0.215501,0.541364,0.293075,0.189301,-0.131037,9,6,0,1,1.5,0.051,0.0843952,0,1
48,2709.6,7.58556,0.118301,1.27706,1.21985,1.75892,-1.6901,1.16981,1.00203,1.36547,-0.974397,1.12874,0.917801,0.0702671,0.836249,1,0.270833,0.104167,0,0.666667,0.291667,167,6.98187,0.364746,0.544607,0.296597,0.189112,-0.137471,0.261988,0.0686379,0.0135482,-0.0052061,7,5,4,0,1.4,0,0.406,0,1
22,1690.15,6.70021,0.582943,0.831196,0.487239,0.413936,-0.322835,0.373523,0.0703715,0.0254019,0.00395668,0.505378,0.184874,0.215009,1,1,0.318182,0.0454545,0,0,0,250,5.99654,0.517733,0.542891,0.29473,0.165588,-0.166639,0.11487,0.0131951,-0.00415788,0.0017461,10,8,0,1,1.25,0.057375,0,0,1
37,2377.92,6.77625,0.585377,1.01384,0.844539,0.956153,-0.955821,0.525645,0.198543,0.140553,0.00304818,1.20264,1.06335,0.161062,0.966673,1,0.324324,0.0810811,0.243243,0.0810811,0.621622,96,6.08931,0.482806,0.672776,0.452628,0.33555,-0.360826,0.275555,0.0759306,0.00903541,-0.00843432,12,10,0,1,1.2,0,0.0812,0,1
32,1985.47,7.74914,0.466827,0.933916,0.580208,0.58913,-0.32205,0.544795,0.160381,0.121406,0.0388039,0.642616,0.288478,0.153805,0.99366,1,0.3125,0.125,0.03125,0.03125,0.0625,105,8.43902,0.156502,0.628987,0.395625,0.283279,-0.26015,0.488386,0.238521,0.136327,-0.0887597,5,4,3,0,1.25,0,0.05075,0,1
81,4583.3,9.45668,0.406251,1.41553,1.32135,2.00145,-1.79617,1.05908,0.652995,0.83186,-0.0292566,0.80076,0.315827,0.0547086,0.87379,1,0.320988,0.37037,0.037037,0.481481,0.160494,206,9.3803,0.0923554,0.56647,0.320888,0.225545,-0.144721,0.489152,0.239269,0.148338,-0.0759277,12,7,6,1,1.71429,0.146177,0.5075,0,1
27,1751.27,6.73534,0.561344,1.00779,0.607014,0.608594,-0.428883,0.538146,0.133056,0.0738861,0.00653794,0.499792,0.127597,0.133119,0.993651,1,0.37037,0.037037,0,0.037037,0.037037,121,6.75438,0.386701,0.648225,0.420196,0.3013,-0.307559,0.313148,0.0980617,0.0295972,-0.0144585,7,5,3,0,1.4,0,0.1015,0,1
48,2862.64,7.23405,0.461573,1.11098,0.779193,0.900875,-0.682553,0.703463,0.268127,0.224921,-0.00719531,0.800257,0.395398,0.103141,0.981925,1,0.395833,0.0625,0.0208333,0.25,0.125,175,6.58307,0.106241,0.46507,0.21629,0.14031,-0.0461625,0.387058,0.149814,0.082567,-0.0197589,3,3,2,0,1,0,0,0,1
83,4904.62,9.1169,1.1796,1.54387,2.06671,3.77025,-5.327,0.662107,0.410776,0.207263,-0.098938,0.931462,0.550559,0.0468632,0.664516,1,0.26506,0.168675,0.0240964,0.144578,0.253012,211,9.53779,0.342339,0.580226,0.336662,0.218499,-0.192989,0.287134,0.0824459,0.023344,-0.00914776,0,0,0,0,#NAME?,0,0,0,1
48,3166.01,9.08845,0.369975,1.14488,1.24191,2.2744,0.188743,0.829296,0.713981,1.21427,0.777286,0.863227,0.844772,0.197383,0.846992,1,0.3125,0.333333,0.0416667,0.25,0.166667,184,8.37336,0.0865668,0.479543,0.229962,0.164536,-0.0366627,0.418573,0.175204,0.11225,-0.0176148,9,6,1,1,1.5,0.03825,0.0406,0,1
44,2653.47,8.57277,0.341249,1.06214,0.68822,0.789139,-0.367708,0.766118,0.304932,0.300641,0.0751415,0.576228,0.232856,0.113822,0.97628,1,0.340909,0.25,0,0.227273,0.0681818,154,8.90382,0.114723,0.599526,0.359431,0.265296,-0.187419,0.504565,0.254586,0.160388,-0.0905809,14,8,7,1,1.75,0.169167,0.287583,0,1
53,2937.55,10.0094,0.454593,1.26089,0.898761,1.27435,-0.264926,0.876943,0.369545,0.45648,0.284418,0.721075,0.285629,0.144988,0.913347,1,0.377358,0.358491,0,0.320755,0.132075,156,8.76951,0.066861,0.560539,0.314204,0.219264,-0.138275,0.504608,0.254629,0.162364,-0.0873757,10,8,0,1,1.25,0,0.126875,0,1
48,2653.34,7.03859,0.112601,1.13342,0.781943,0.918799,-0.648554,1.02983,0.619234,0.682851,-0.323234,0.960842,0.471207,0.179907,0.974839,1,0.375,0.104167,0,0.604167,0.3125,122,6.68621,0.154456,0.520367,0.270781,0.188416,-0.0839004,0.404474,0.163599,0.0896192,-0.0275578,9,6,5,1,1.5,0.236833,0.169167,0,1
28,1678.9,6.90367,0.37967,0.86909,0.481187,0.424114,-0.275857,0.539134,0.143859,0.0955111,0.0107325,0.716957,0.379226,0.105289,1,1,0.321429,0,0.0357143,0.142857,0.214286,114,7.26194,0.275307,0.56966,0.324512,0.221487,-0.15949,0.35095,0.123166,0.0470466,-0.0216725,0,0,0,0,0,0,0,0,1
37,2061.23,6.84162,0.64409,1.3504,0.8956,1.3162,-0.0898038,0.849657,0.280915,0.31313,0.235886,1.31095,0.708536,0.132515,0.896824,1,0.459459,0.027027,0,0.297297,0.27027,110,7.33479,0.310022,0.592617,0.351194,0.247364,-0.190056,0.347476,0.12074,0.0427981,-0.0215415,4,4,1,0,1,0,0,0,1
32,2013.52,7.9842,0.571309,0.901888,0.662285,0.674177,-0.571234,0.428764,0.14322,0.0771242,-0.00593403,0.517346,0.211428,0.102028,1,1,0.15625,0.15625,0,0,0,87,8.40623,0.177289,0.567722,0.322308,0.228008,-0.145494,0.425849,0.181347,0.0968551,-0.0432646,0,0,0,0,0,0,0,0,1
31,1838.14,6.83243,0.534529,1.33263,0.952415,1.4727,0.175345,0.932311,0.344294,0.50937,0.595822,1.36099,0.69415,0.182596,0.954324,1,0.419355,0.0967742,0,0.16129,0.322581,145,6.62879,0.417329,0.628405,0.394893,0.288852,-0.25167,0.312743,0.0978083,0.016766,-0.015893,8,6,4,0,1.33333,0.051,0.0338333,0,1
27,1798.89,6.03455,1.06242,1.33968,1.50113,2.20193,-3.2635,0.587278,0.214623,0.0672529,-0.0110175,1.12114,0.633434,0.0991549,0.809015,1,0.296296,0,0.222222,0.111111,0.333333,52,6.82637,0.449264,0.6565,0.430992,0.306299,-0.334325,0.262688,0.069005,0.0146928,-0.00670603,5,3,1,0,1.66667,0,0.0676667,0,1
65,4080.88,7.57855,0.561301,1.31691,1.27033,1.86036,-1.82509,0.832503,0.454524,0.496544,0.0074836,1.4102,1.31273,0.0645447,0.869187,1,0.353846,0.153846,0.0923077,0.276923,0.569231,126,7.4138,0.240575,0.521,0.271441,0.176064,-0.101654,0.335539,0.112586,0.0444451,-0.0155436,14,8,0,1,1.75,0.025375,0.204963,1,1
37,2185.51,7.51293,0.510769,0.989324,0.631195,0.659831,-0.430047,0.550927,0.165947,0.115724,0.0116777,0.592409,0.226127,0.233163,1,1,0.486486,0.135135,0.027027,0.0540541,0.0540541,87,7.26571,0.329108,0.569859,0.324739,0.240369,-0.133776,0.351488,0.123544,0.036892,-0.0239055,0,0,0,0,0,0,0,0,1
22,1419.09,5.94314,0.593488,0.945595,0.556574,0.550022,-0.285317,0.494091,0.104419,0.066107,0.0392272,0.651945,0.175222,0.208469,0.973659,1,0.363636,0,0,0.0909091,0.136364,201,5.48061,0.464943,0.498834,0.248835,0.133463,-0.113394,0.15616,0.0243859,-0.00683152,0.00134528,6,4,0,0,1.5,0.153,0,0,1
37,2250.83,8.03363,0.48667,1.28683,0.943171,1.51349,0.323266,0.906485,0.395483,0.593897,0.601278,0.954788,0.501391,0.146549,0.92336,1,0.351351,0.135135,0.0540541,0.189189,0.162162,110,7.80192,0.435989,0.633601,0.40145,0.297496,-0.25903,0.316353,0.100079,0.0109424,-0.0172559,4,3,2,0,1.33333,0,0,1,1
51,3227.98,7.8996,0.605916,1.13637,0.921006,1.06324,-1.22684,0.614801,0.215485,0.141543,-0.0223635,0.955312,0.503284,0.107276,0.985503,1,0.431373,0.156863,0.0196078,0.0980392,0.372549,134,6.26827,0.390282,0.67244,0.452175,0.348451,-0.340893,0.359837,0.129483,0.0376585,-0.0300337,0,0,0,0,0,0,0,0,1
