pmtHits,pmtTotalQ,pmtAvgT,pmtBaryAngle,pmtRmsAngle,pmtVarAngle,pmtSkewAngle,pmtKurtAngle,pmtRmsBary,pmtVarBary,pmtSkewBary,pmtKurtBary,pmtRmsPhi,pmtVarPhi,pmtFracHighestQ,pmtFracDownstream,pmtFracClustered,pmtFracLowQ,pmtFracLateT,pmtFracEarlyT,pmtLargeAngleAngle,pmtLargeAnglePhi,lappdHits,lappdAvgT,lappdBaryAngle,lappdRmsAngle,lappdVarAngle,lappdSkewAngle,lappdKurtAngle,lappdRMSBary,lappdVarBary,lappdSkewBary,lappdKurtBary,mrdPaddles,mrdLayers,mrdConslayers,mrdClusters,mrdPaddlesPerLayer,mrdXSpread,mrdYSpread,mrdAdjacentHits,multiplerings
41,2206.34,7.60597,0.825032,1.21858,1.23743,1.65892,-2.1281,0.583999,0.215038,0.142216,0.0507703,1.29692,1.04709,0.211218,0.919299,1,0.487805,0.170732,0.170732,0.121951,0.682927,50,8.77218,0.305112,0.610644,0.372887,0.274498,-0.210034,0.375934,0.141326,0.0533605,-0.0313309,5,3,2,0,1.66667,0,0.236833,0,1
55,3575.49,7.49712,0.228527,1.1527,0.952674,1.16808,-1.16252,0.943954,0.601316,0.64135,-0.333154,0.881096,0.569749,0.0685712,0.954119,1,0.363636,0.181818,0.0909091,0.472727,0.309091,183,6.8667,0.257995,0.662963,0.43952,0.333786,-0.321505,0.442803,0.196075,0.0964018,-0.0630753,14,8,7,1,1.75,0.29275,0.183824,0,1
42,2346.75,8.59641,0.801026,1.18809,1.02441,1.38055,-0.945691,0.580019,0.209618,0.154807,0.133817,0.65277,0.235557,0.0917462,0.956983,1,0.261905,0.0714286,0.0238095,0.0952381,0.047619,101,9.34885,0.383983,0.574598,0.330163,0.225092,-0.167787,0.289403,0.0837542,0.0149944,-0.00985493,10,7,6,1,1.42857,0.05075,0.05075,0,1
50,2885.77,9.81071,0.251716,1.09467,0.666277,0.762173,-0.272713,0.872446,0.368307,0.379515,0.0962279,0.53151,0.134626,0.148086,0.986741,1,0.34,0.42,0,0.32,0.04,294,8.35004,0.0295556,0.373627,0.139597,0.0953613,0.0100929,0.354584,0.12573,0.0836114,0.0105642,11,8,6,1,1.375,0,0.146177,1,1
49,2873.91,7.43151,0.378644,1.25902,1.07591,1.45235,-1.26688,0.932127,0.514882,0.575978,-0.0450127,1.00351,0.60821,0.111466,0.916947,1,0.44898,0.102041,0,0.367347,0.346939,79,6.87752,0.236464,0.566282,0.320676,0.22868,-0.139841,0.386289,0.149219,0.0686215,-0.0291562,3,2,0,0,1.5,0,0.1015,0,1
19,1288.5,5.36018,0.753418,1.26024,0.827521,0.992361,-0.624334,0.704391,0.146647,0.105262,0.0980757,0.941121,0.397569,0.196121,0.966586,1,0.368421,0.0526316,0.210526,0.210526,0.210526,170,4.67217,0.688632,0.740864,0.54888,0.424565,-0.573054,0.185092,0.034259,-0.0145081,0.00651688,4,3,1,0,1.33333,0,0.236833,0,1
21,1389.5,6.75938,0.176018,0.871024,0.349228,0.301173,-0.0259672,0.723469,0.193503,0.160604,0.0698451,0.821543,0.237778,0.201916,0.992026,1,0.333333,0.142857,0,0.190476,0.190476,131,5.59343,0.196815,0.392473,0.154035,0.0894377,-0.0170323,0.274063,0.0751105,0.0256008,-0.0050021,8,7,0,1,1.14286,0,0.203,0,1
21,1277.2,6.47747,0.759942,0.965222,0.795693,0.837351,-0.96462,0.361958,0.113038,0.0209153,-0.0137965,0.792908,0.322265,0.142997,1,1,0.47619,0.047619,0.190476,0,0.285714,73,6.23273,0.46847,0.64741,0.41914,0.315336,-0.285515,0.308354,0.0950822,0.00539585,-0.0149896,7,5,1,0,1.4,0.609,0.1015,0,1
41,2209.1,7.98445,0.141999,1.01746,0.964956,1.61164,0.508099,0.892724,0.75691,1.24631,0.775326,0.843734,0.875267,0.0826135,0.922337,1,0.317073,0.146341,0.0487805,0.365854,0.0731707,300,7.6821,0.0274945,0.359111,0.128961,0.0904641,0.0165534,0.342486,0.117296,0.0803184,0.0157883,2,2,1,0,1,0,0,0,1
34,2135.58,7.7794,0.660177,1.09907,0.886446,1.03281,-1.04056,0.565668,0.185464,0.1152,0.00333854,0.996091,0.41279,0.111724,0.967078,1,0.411765,0.117647,0,0.117647,0.294118,73,7.35031,0.326689,0.582212,0.338971,0.25114,-0.155471,0.360918,0.130262,0.038633,-0.0287273,0,0,0,0,0,0,0,0,1
40,2308.48,8.75843,0.500821,1.06883,0.693789,0.770488,-0.460584,0.648753,0.19645,0.164521,0.0558688,0.58008,0.145944,0.178961,0.982702,1,0.325,0.175,0,0.1,0.025,126,8.61903,0.310818,0.603163,0.363805,0.259302,-0.206555,0.354714,0.125822,0.0460387,-0.0238061,9,7,0,1,1.28571,0.3045,0,0,1
43,3009.64,7.86579,0.917876,1.42531,1.59143,3.01525,-0.788293,0.780412,0.445137,0.597926,0.5481,1.01454,0.76649,0.0686478,0.896108,1,0.162791,0.0465116,0.0697674,0.162791,0.232558,66,9.37465,0.314929,0.575962,0.331732,0.231343,-0.163072,0.335437,0.112518,0.0370995,-0.018252,3,2,0,0,1.5,0,0,0,1
29,1629.53,7.36354,0.836666,1.07079,0.920518,1.0397,-1.29102,0.42092,0.123175,0.0227077,-0.0140966,0.755239,0.418683,0.140356,0.992154,1,0.275862,0.0344828,0.0344828,0.0344828,0.241379,54,8.39381,0.390069,0.618402,0.382421,0.282195,-0.225067,0.329766,0.108745,0.0244875,-0.0194214,13,8,7,1,1.625,0.0730811,0.05075,0,1
63,3557.44,8.4271,0.620276,1.45766,1.18403,1.83753,-0.945994,0.929976,0.401479,0.481677,0.200202,0.881894,0.379032,0.126152,0.863387,1,0.349206,0.126984,0,0.380952,0.222222,144,9.06414,0.159773,0.563111,0.317094,0.220654,-0.142454,0.432558,0.187106,0.101857,-0.0455731,2,2,1,0,1,0,0,0,1
35,2284.03,7.22858,0.477602,1.06383,0.83119,1.01758,-0.602701,0.660758,0.282665,0.274087,0.12154,0.925751,0.626736,0.0722887,0.987848,1,0.228571,0.171429,0.142857,0.0857143,0.228571,131,6.73025,0.241019,0.564502,0.318663,0.224575,-0.140029,0.376603,0.14183,0.0650945,-0.0250977,4,3,2,0,1.33333,0.03825,0,0,1
71,4158.41,7.51817,0.888362,1.46382,1.606,2.76972,-2.55149,0.752139,0.462534,0.363843,-0.120604,1.58343,1.7334,0.110315,0.692392,1,0.464789,0.15493,0.056338,0.28169,0.647887,169,6.87209,0.0995278,0.509345,0.259432,0.18598,-0.0644678,0.436434,0.190474,0.119306,-0.0314796,12,9,0,1,1.33333,0.2186,0.126875,0,1
25,1491.07,6.51431,1.2017,1.24793,1.58429,2.15757,-4.4827,0.370817,0.0983944,-0.00787411,-0.00265241,1.11318,0.615765,0.1454,0.904063,1,0.4,0,0.04,0,0.4,14,9.78974,0.493188,0.73976,0.547245,0.423947,-0.568175,0.293232,0.085985,0.0154751,-0.0131659,0,0,0,0,0,0,0,0,1
19,1422.56,5.71106,0.998793,1.14556,1.16395,1.41065,-2.2438,0.436324,0.105319,0.0072403,0.0109671,0.726745,0.362808,0.237287,0.972997,1,0.315789,0,0.210526,0.0526316,0.210526,48,7.09115,0.524354,0.690873,0.477306,0.345082,-0.429048,0.206858,0.0427901,0.00809528,-0.00198906,4,4,2,0,1,0,0,0,1
59,3802.13,7.66163,0.747786,1.35103,1.16693,1.55224,-1.84048,0.716562,0.249765,0.17223,-0.00863428,1.38166,1.06553,0.0926867,0.920868,1,0.440678,0.118644,0.0847458,0.288136,0.559322,110,7.14002,0.262397,0.635251,0.403544,0.303962,-0.254541,0.422343,0.178374,0.0839542,-0.0495213,4,3,1,0,1.33333,0.153,0,0,1
30,1889.31,7.41091,0.366153,0.796762,0.518161,0.468472,-0.333488,0.47067,0.1684,0.115937,0.00583265,0.654744,0.302724,0.138994,1,1,0.3,0.1,0,0.0666667,0.0333333,88,7.89968,0.200226,0.664439,0.441479,0.315911,-0.354125,0.476334,0.226894,0.119186,-0.0894886,9,8,7,1,1.125,0,0.1015,0,1
42,2399.5,8.36593,0.49708,1.07688,0.758903,0.858737,-0.640069,0.653142,0.225455,0.186191,0.0282284,0.65834,0.222769,0.134668,0.970348,1,0.380952,0.0714286,0,0.166667,0.142857,136,8.55839,0.290364,0.61701,0.380701,0.270787,-0.235799,0.371623,0.138104,0.0570638,-0.0281547,5,5,3,1,1,0,0,0,1
41,2906.28,7.75795,0.729487,1.03259,1.08055,1.45735,-1.33801,0.46025,0.254625,0.190464,0.0056161,0.89821,0.586704,0.100541,0.868214,1,0.292683,0.121951,0.0487805,0.0731707,0.414634,77,8.79391,0.119462,0.63316,0.400892,0.294239,-0.261069,0.527755,0.278525,0.173345,-0.121626,11,8,7,1,1.375,0.6605,0,0,1
46,2633.77,7.17734,0.453536,1.08818,0.97687,1.17326,-1.34702,0.689214,0.35933,0.310882,-0.0907439,0.903168,0.741108,0.139488,0.958214,1,0.456522,0.108696,0.0434783,0.195652,0.369565,121,6.28051,0.369829,0.627813,0.39415,0.294295,-0.242142,0.351157,0.123312,0.0325284,-0.0263916,7,7,0,1,1,0,0,0,1
56,3854.67,7.30083,0.886193,1.3283,1.36642,2.00415,-2.37833,0.64228,0.271915,0.174303,-0.000318469,1.22206,0.997564,0.101429,0.865721,1,0.267857,0.0535714,0.0357143,0.178571,0.357143,129,6.86263,0.26431,0.612143,0.374718,0.268172,-0.223598,0.391362,0.153164,0.0681172,-0.0350258,7,5,0,0,1.4,0,0.05075,0,1
46,2350.84,9.78078,0.396449,1.12072,0.721684,0.856535,-0.298702,0.786515,0.278751,0.292758,0.189019,0.633939,0.182628,0.132465,0.990698,1,0.413043,0.391304,0,0.26087,0.0652174,137,9.31832,0.217045,0.56256,0.316473,0.230439,-0.128022,0.401991,0.161597,0.0799073,-0.0333188,4,3,1,0,1.33333,0,0,0,1
20,1510.28,6.73024,0.617235,0.939531,0.553788,0.562874,-0.213597,0.509299,0.10963,0.0662238,0.0630031,0.757342,0.264673,0.131926,0.991731,1,0.3,0.05,0.05,0.05,0.05,206,5.44077,0.468059,0.504208,0.254226,0.13748,-0.118442,0.153743,0.023637,-0.0063334,0.00152265,10,8,0,1,1.25,0.03825,0,0,1
30,1991.62,8.21203,0.238473,0.86588,0.439927,0.390069,-0.172454,0.656696,0.211881,0.163692,0.0223275,0.550474,0.141608,0.156394,0.994888,1,0.3,0.0666667,0,0.1,0.0333333,87,7.9917,0.143758,0.536451,0.28778,0.197072,-0.10897,0.422938,0.178877,0.0979288,-0.0390753,14,10,0,1,1.4,0.206578,0.0203,1,1
32,2046.67,7.79101,0.356234,0.862554,0.448587,0.389641,-0.226174,0.545944,0.145035,0.0950424,0.00761001,0.502646,0.190496,0.223286,1,1,0.375,0.15625,0,0.125,0,90,8.15055,0.120151,0.629918,0.396796,0.284533,-0.263315,0.522159,0.27265,0.164748,-0.120158,10,6,5,1,1.66667,0.11475,0.1421,0,1
35,2466.04,6.6034,1.03858,1.19118,1.299,1.68671,-2.74996,0.468133,0.139543,0.00578066,-0.0111231,1.03173,0.616798,0.0904609,0.974799,1,0.285714,0.0571429,0.0571429,0.0571429,0.371429,70,7.59568,0.358147,0.603839,0.364621,0.25545,-0.214091,0.315816,0.0997399,0.0289554,-0.0148313,5,4,2,0,1.25,0.1015,0,0,1
59,3277.2,9.44148,0.508667,1.17727,0.922198,1.13895,-0.992674,0.73351,0.302383,0.270404,0.010952,0.546815,0.182033,0.0858648,0.960961,1,0.288136,0.322034,0,0.186441,0.0169492,139,9.70498,0.121759,0.5757,0.33143,0.2239,-0.173414,0.469353,0.220293,0.124037,-0.0725443,3,3,2,0,1,0,0,0,1
36,2462.08,7.80116,0.234668,0.90029,0.415749,0.358211,-0.16546,0.686974,0.199075,0.148253,0.00841818,0.538452,0.187947,0.235556,1,1,0.416667,0.138889,0,0.222222,0.0833333,157,7.42501,0.136769,0.487454,0.237612,0.160288,-0.0567755,0.387589,0.150225,0.0820013,-0.0197407,4,3,2,0,1.33333,0,0.203,0,1
34,2077.44,7.89778,0.790999,1.12155,0.962547,1.16998,-1.19072,0.539278,0.161591,0.0836489,0.0283351,0.920825,0.514037,0.118,0.964277,1,0.294118,0.0882353,0.0588235,0.117647,0.323529,46,8.15644,0.380546,0.58174,0.338421,0.257257,-0.145,0.355657,0.126492,0.0194304,-0.0293077,13,9,0,1,1.44444,0.266625,0.0338333,0,1
35,1936.49,7.91051,0.480686,1.05068,0.591418,0.630705,-0.251037,0.6518,0.165284,0.140634,0.0732532,0.689882,0.191881,0.146034,0.979793,1,0.4,0.0857143,0,0.0857143,0.114286,113,7.88109,0.21474,0.564012,0.318109,0.218387,-0.148467,0.39053,0.152514,0.0717463,-0.0316377,6,6,0,1,1,0,0,0,1
42,2479.91,6.67496,1.02153,1.50326,1.67563,2.68243,-3.75154,0.688401,0.306292,0.17854,-0.0259857,1.39803,0.79543,0.0896256,0.749463,1,0.452381,0.0238095,0.0238095,0.190476,0.428571,73,6.96378,0.517886,0.688441,0.473951,0.349954,-0.410518,0.241216,0.0581852,0.00602531,-0.00398942,3,2,1,0,1.5,0,0.05075,0,1
82,8155.89,8.99019,0.891644,1.51556,1.35248,2.10223,-1.64483,0.799625,0.280988,0.271962,0.223902,1.77186,1.34622,0.167928,0.904876,1,0.560976,0.426829,0.121951,0.256098,0.768293,915,5.35885,0.677889,0.742409,0.551171,0.426026,-0.579606,0.178975,0.0320321,-0.0112385,0.00488778,16,10,0,1,1.6,0.0406,0.129619,0,1
37,1839.62,6.20014,0.763026,1.28671,1.18716,1.57505,-1.90838,0.682573,0.231661,0.173266,0.046975,1.59469,1.23182,0.274973,0.91415,1,0.621622,0.0810811,0.243243,0.243243,0.675676,79,5.96448,0.382652,0.688477,0.474,0.360062,-0.395701,0.356591,0.127157,0.0430252,-0.0278773,8,7,0,1,1.14286,0.051,0,0,1
68,2980.37,7.95998,0.911888,1.61961,2.2532,4.51286,-5.23456,0.878042,0.671596,0.891354,0.102202,2.05224,3.23704,0.0999087,0.69805,1,0.573529,0.191176,0.0735294,0.323529,0.897059,50,7.60268,0.445906,0.668626,0.447061,0.320375,-0.365047,0.268761,0.0722324,0.0173705,-0.00778568,11,9,8,1,1.22222,0,0,1,1
33,2073.11,8.12888,1.03232,1.24986,1.45137,2.15396,-2.81617,0.578916,0.238507,0.0872897,-0.00227288,0.848949,0.399089,0.206388,0.837782,1,0.30303,0.151515,0,0.0909091,0.121212,80,9.50131,0.340946,0.618427,0.382452,0.277441,-0.232461,0.349945,0.122461,0.039036,-0.0242241,4,3,1,0,1.33333,0,0.15225,0,1
44,2642.42,7.34045,0.516119,1.17441,0.892834,1.16447,-0.630267,0.740687,0.294685,0.313864,0.134011,1.00869,0.482557,0.283382,0.930678,1,0.454545,0.0681818,0,0.181818,0.340909,100,8.10035,0.260233,0.638426,0.407588,0.295325,-0.278412,0.411417,0.169264,0.0789623,-0.0446431,12,10,0,1,1.2,0.1218,0.0609,0,1
57,4383.35,7.53384,0.760159,1.2566,1.05333,1.36269,-1.37358,0.650542,0.215417,0.135635,0.0219988,1.20654,0.55099,0.102577,0.93449,1,0.368421,0.140351,0.0350877,0.192982,0.403509,147,6.91801,0.0968219,0.508493,0.258565,0.168892,-0.085633,0.430319,0.185175,0.1049,-0.0402647,1,1,0,0,1,0,0,0,1
25,1659.31,6.4425,0.347812,1.22543,0.627541,0.986441,0.847354,0.953969,0.309713,0.518497,0.732586,1.14669,0.456831,0.274714,0.934548,1,0.48,0.04,0,0.28,0.28,80,6.46418,0.310638,0.544075,0.296018,0.20245,-0.119246,0.323621,0.104731,0.030706,-0.015667,7,7,6,1,1,0,0,0,1
16,1407.92,5.56568,0.536148,0.709426,0.441383,0.348076,-0.285262,0.290633,0.0607575,0.0213027,0.00144941,0.680102,0.285579,0.311607,1,1,0.25,0,0.125,0,0.0625,65,6.14584,0.321127,0.541134,0.292826,0.203238,-0.111382,0.32202,0.103697,0.028795,-0.0159208,0,0,0,0,0,0,0,0,1
36,1852.94,7.17528,0.26927,1.24321,0.708572,1.0519,0.483801,1.02543,0.408384,0.610516,0.616179,1.01963,0.392222,0.111375,0.919787,1,0.416667,0.0555556,0.0277778,0.277778,0.194444,105,7.25405,0.167561,0.530844,0.281795,0.194218,-0.0992189,0.401493,0.161196,0.0852285,-0.0292092,0,0,0,0,0,0,0,0,1
32,2004.37,6.15036,0.250134,0.987317,0.434396,0.412188,-0.0890415,0.769427,0.205201,0.180035,0.0688048,0.855716,0.445069,0.1622,0.981816,1,0.46875,0.0625,0.15625,0.28125,0.21875,137,6.36633,0.154012,0.523762,0.274327,0.177371,-0.106869,0.396628,0.157314,0.0794808,-0.0316877,11,6,5,1,1.83333,0,0.154273,1,1
35,1977.84,7.51251,0.316665,1.01071,0.617562,0.693324,-0.220834,0.740078,0.281358,0.282217,0.101701,0.745929,0.353829,0.122378,0.965516,1,0.257143,0.142857,0.0571429,0.228571,0.142857,129,7.59214,0.142214,0.480445,0.230828,0.153911,-0.0530546,0.377785,0.142721,0.075663,-0.0178337,10,6,5,1,1.66667,0,0.2639,1,1
24,1569.15,6.94517,0.380029,0.976651,0.436138,0.422696,-0.0596071,0.665322,0.139552,0.121969,0.0814754,0.729609,0.178369,0.162809,0.983044,1,0.375,0.125,0,0.166667,0.0833333,120,6.52379,0.279622,0.560269,0.313901,0.223713,-0.131189,0.359492,0.129235,0.0487788,-0.0236424,6,4,3,0,1.5,0,0.1015,0,1
66,4949.06,8.46888,0.649144,1.31334,1.17003,1.6422,-1.5056,0.772635,0.329549,0.318809,0.0837186,1.03162,0.63037,0.0791458,0.887621,1,0.378788,0.242424,0.0606061,0.227273,0.378788,158,8.09977,0.366337,0.619035,0.383204,0.279721,-0.231199,0.3379,0.114176,0.0309896,-0.0213162,16,7,6,1,2.28571,0.475747,0.282269,0,1
21,1381.65,5.71525,0.148358,0.845931,0.373886,0.313576,-0.106508,0.714544,0.232833,0.180191,0.00682624,0.79518,0.250786,0.153064,1,1,0.380952,0,0.0952381,0.238095,0.238095,154,6.31725,0.157405,0.523336,0.273881,0.180791,-0.101349,0.398411,0.158731,0.0805978,-0.031338,6,4,0,0,1.5,0.19125,0,0,1
30,1957.43,7.79418,0.196674,0.816579,0.395979,0.321712,-0.17573,0.636938,0.209999,0.146745,-0.0147026,0.414592,0.106515,0.15097,1,1,0.333333,0.166667,0,0.166667,0,116,7.65926,0.136904,0.519468,0.269847,0.181606,-0.0918981,0.412929,0.17051,0.0924589,-0.0338458,8,6,4,1,1.33333,0.1785,0.236833,0,1
15,941.048,5.37291,1.01772,0.943191,1.19775,1.4556,-2.48314,0.372708,0.118127,-0.0261467,-0.0124842,1.11779,0.942187,0.325897,1,1,0.4,0,0.266667,0,0.533333,8,10.0815,0.30612,0.524787,0.275402,0.190623,-0.0892787,0.314098,0.0986576,0.0332058,-0.0114146,7,5,2,1,1.4,0,0.0828744,0,1
22,1480.58,5.68121,0.799523,1.1433,0.938609,1.13642,-1.08708,0.583183,0.15715,0.0778326,0.0396836,0.99858,0.475836,0.123016,0.974017,1,0.318182,0.0454545,0.227273,0.136364,0.227273,127,5.27531,0.568037,0.686685,0.471536,0.363569,-0.384006,0.286866,0.0822922,-0.0166806,-0.00577765,12,6,4,1,2,0.75037,0.0756536,0,1
30,2212.95,7.02195,0.880656,1.02826,1.07161,1.27224,-1.84554,0.43502,0.131975,0.0238161,-0.0067391,1.09405,0.77905,0.303106,0.980552,1,0.4,0.1,0.133333,0.0666667,0.566667,204,5.7924,0.652041,0.76098,0.57909,0.46621,-0.627135,0.22467,0.0504765,-0.0109345,0.00228499,9,5,4,1,1.8,0.0954123,0.209172,0,1
18,1372.85,6.00405,1.29593,1.1604,1.86908,2.82525,-6.04548,0.448558,0.161625,-0.0340219,-0.0103589,1.2786,1.05338,0.262653,0.727787,1,0.277778,0.0555556,0.222222,0.0555556,0.722222,25,8.97463,0.452838,0.612782,0.375502,0.246762,-0.254877,0.207299,0.0429727,0.00894014,-0.000805541,9,7,5,0,1.28571,0.102,0.177625,0,1
68,3992.71,8.31059,1.09226,1.55916,1.95095,3.53476,-4.37314,0.718414,0.424305,0.294721,-0.0388332,1.21931,1.05564,0.0717926,0.717074,1,0.308824,0.235294,0.0294118,0.191176,0.308824,90,9.9577,0.23687,0.524222,0.274809,0.195394,-0.0831178,0.364516,0.132872,0.0571882,-0.0212177,0,0,0,0,0,0,0,0,1
19,1441.25,5.40369,0.872294,1.09662,0.986146,1.08312,-1.67235,0.394817,0.0854814,0.0128168,-0.00345641,0.95239,0.599627,0.268843,0.991675,1,0.315789,0.0526316,0.315789,0.0526316,0.368421,54,5.1967,0.6133,0.749686,0.56203,0.434716,-0.606324,0.172162,0.0296396,0.00575183,-0.00135325,2,2,1,0,1,0,0,0,1
25,1494.88,6.47223,0.33552,0.802373,0.396864,0.310322,-0.201237,0.504613,0.118606,0.0697812,0.00532554,0.649052,0.230954,0.161491,1,1,0.48,0.12,0.12,0.04,0.12,105,5.98018,0.358182,0.630503,0.397534,0.291089,-0.254778,0.341346,0.116517,0.037879,-0.0210145,9,7,0,1,1.28571,0.220345,0,0,1
32,1745.79,7.4517,0.296735,0.944676,0.50002,0.481672,-0.211931,0.682343,0.213286,0.177242,0.035857,0.649173,0.264775,0.134293,0.989678,1,0.40625,0.0625,0,0.1875,0.15625,95,7.11737,0.212851,0.523248,0.273789,0.182844,-0.0978578,0.362753,0.131589,0.058238,-0.0211108,4,3,1,0,1.33333,0,0,0,1
28,1925.7,7.20672,0.650393,1.09857,0.779783,0.988662,-0.217977,0.62634,0.182907,0.187034,0.228997,0.602981,0.169366,0.203681,0.982833,1,0.25,0.0714286,0.0357143,0.0714286,0.0714286,121,7.42365,0.41519,0.636178,0.404722,0.295804,-0.270096,0.311861,0.0972571,0.0189644,-0.0154492,9,6,5,0,1.5,0,0.119523,0,1
20,1294.28,6.29675,0.646017,1.01192,0.624836,0.645981,-0.360846,0.535786,0.108387,0.0702728,0.0652802,0.825387,0.33418,0.224345,0.991551,1,0.6,0.1,0.2,0.05,0.2,76,5.19821,0.610089,0.7157,0.512226,0.395939,-0.478019,0.24176,0.0584479,-0.0127638,0.000217581,8,6,4,1,1.33333,0,0.3045,0,1
22,1611.48,6.1757,0.918104,0.967611,1.0702,1.24485,-1.9092,0.43864,0.108039,0.00916932,0.000166227,1.24913,0.72277,0.34768,0.988314,1,0.409091,0.136364,0.272727,0.0454545,0.681818,66,4.98659,0.684497,0.755583,0.570905,0.45107,-0.618681,0.196773,0.0387195,-0.0145041,0.00631265,9,5,3,0,1.8,0,0.385678,0,1
42,2433.54,8.33629,0.809857,1.2404,0.946433,1.17733,-0.96726,0.630274,0.157982,0.101285,0.0911976,0.958568,0.41176,0.0809646,0.971437,1,0.404762,0.142857,0.047619,0.0952381,0.309524,141,7.68185,0.449875,0.567631,0.322205,0.203339,-0.180037,0.222059,0.04931,-0.00183971,-0.00195141,11,7,4,1,1.57143,0.182904,0,0,1
34,2120.62,6.6505,0.694018,0.982951,0.782695,0.821837,-0.91343,0.420415,0.121481,0.0477063,-0.00834401,0.588079,0.262872,0.115324,1,1,0.294118,0.0294118,0,0,0.0588235,134,7.32365,0.261744,0.590862,0.349117,0.245669,-0.187628,0.379366,0.143919,0.061061,-0.0306285,3,3,1,0,1,0,0,0,1
24,1757.97,6.91884,0.163728,0.729903,0.316871,0.221786,-0.127642,0.578761,0.173579,0.10353,-0.0194935,0.412232,0.1277,0.201805,1,1,0.291667,0.125,0,0.125,0,145,6.62086,0.126909,0.414949,0.172183,0.113105,-0.011001,0.333546,0.111253,0.0601715,-0.00219156,0,0,0,0,0,0,0,0,1
39,2318.06,6.7927,1.08041,1.4464,1.654,2.84069,-2.74239,0.673955,0.357099,0.212048,-0.000347573,1.08735,0.714624,0.151642,0.79621,1,0.282051,0.025641,0.0512821,0.205128,0.333333,67,8.2287,0.328338,0.607789,0.369407,0.27195,-0.204286,0.360845,0.130209,0.0435844,-0.0271801,7,6,1,0,1.16667,0,0.0812,0,1
34,1950.55,7.49403,0.188735,1.04956,0.559833,0.625611,-0.0998205,0.884135,0.350878,0.371148,0.102269,0.825169,0.298136,0.150348,0.959728,1,0.441176,0.117647,0,0.352941,0.235294,118,6.63268,0.208124,0.505939,0.255975,0.164619,-0.0867121,0.347309,0.120624,0.0515575,-0.0179134,8,6,0,1,1.33333,0.153,0.0338333,0,1
49,2902.37,7.4255,0.242405,1.12964,0.692858,0.82977,-0.28611,0.9123,0.401783,0.438872,0.0718092,1.08353,0.612623,0.170243,0.943166,1,0.408163,0.0816327,0.0612245,0.408163,0.346939,113,6.50451,0.288792,0.563774,0.317841,0.221521,-0.143039,0.344877,0.11894,0.0443554,-0.0193883,9,7,2,1,1.28571,0.1655,0,0,1
30,2104.17,6.15099,0.215689,0.927657,0.501319,0.511885,-0.160204,0.736649,0.285169,0.262446,0.0258192,0.772333,0.356342,0.279033,0.99281,1,0.3,0.1,0.0666667,0.266667,0.233333,168,6.13812,0.146889,0.483185,0.233468,0.163233,-0.0453771,0.38268,0.146444,0.0811107,-0.0160987,9,5,0,1,1.8,0.19125,0.213981,0,1
23,1571.39,6.50993,0.473244,0.852403,0.428433,0.339552,-0.250105,0.453983,0.0741795,0.0357584,0.00816303,0.545188,0.181815,0.160669,1,1,0.347826,0,0,0.0434783,0,138,6.47859,0.385076,0.552935,0.305737,0.200632,-0.142984,0.269623,0.0726968,0.0105931,-0.00653225,14,10,0,1,1.4,0.1624,0.118417,0,1
22,1460.81,6.6175,0.768804,0.978439,0.858553,0.924597,-1.16441,0.363177,0.119246,0.0241969,-0.0176221,0.696136,0.278433,0.177131,1,1,0.363636,0.136364,0.0454545,0,0.0909091,166,5.41125,0.6277,0.721318,0.520299,0.404424,-0.495642,0.245621,0.0603296,-0.0186086,0.00245295,3,2,1,0,1.5,0,0,0,1
24,1569.44,6.99589,1.00165,1.15869,1.27838,1.61568,-2.759,0.466816,0.12367,0.0116101,-0.00351799,1.08685,0.756646,0.195719,0.964377,1,0.333333,0.208333,0.208333,0.0416667,0.583333,22,8.20037,0.326138,0.599642,0.359571,0.275049,-0.174427,0.379181,0.143778,0.0461522,-0.0351291,0,0,0,0,0,0,0,0,1
41,2391.13,7.13033,0.858445,1.32951,1.53347,2.55921,-2.40052,0.686195,0.416548,0.364545,-0.0631483,1.4837,1.52574,0.138614,0.70796,1,0.439024,0.097561,0.146341,0.268293,0.585366,74,6.61353,0.439792,0.657347,0.432105,0.318887,-0.321014,0.305849,0.0935433,0.0146545,-0.0150144,6,3,1,0,2,0.406,0.76125,0,1
26,1836.12,7.61149,0.240738,0.769219,0.361001,0.289764,-0.129475,0.550113,0.160602,0.108386,0.00402539,0.385621,0.0983998,0.272425,1,1,0.192308,0.0769231,0,0.0769231,0,117,7.52061,0.0192208,0.4887,0.238828,0.168684,-0.0478759,0.474214,0.224879,0.155319,-0.0409215,0,0,0,0,0,0,0,0,1
36,2220.13,8.31226,0.271369,0.95119,0.536381,0.526542,-0.277677,0.708658,0.255439,0.214222,0.00833765,0.665987,0.30268,0.139433,0.994997,1,0.388889,0.166667,0.0277778,0.25,0.138889,130,7.55858,0.0386356,0.411093,0.168998,0.114688,-0.00407108,0.384871,0.148126,0.0963382,-0.000489576,10,6,4,1,1.66667,0.15014,0.270667,0,1
50,2365.89,8.46559,0.118145,1.47091,1.23255,2.22383,0.0672958,1.37037,1.03382,1.82302,0.464997,1.4896,1.36596,0.0945471,0.814888,1,0.52,0.24,0.04,0.54,0.5,209,7.11319,0.0420082,0.385996,0.148993,0.103414,0.00828705,0.359561,0.129284,0.0859164,0.00886831,3,2,0,0,1.5,0.3825,0,0,1
