nrings,energy,evnum,mcevnum
2,780.307,31,20
2,736.503,191,112
2,685.404,301,173
2,864.992,429,245
2,1182.81,666,374
2,738.241,871,486
2,862.053,216,110
2,528.045,896,447
3,872.163,293,167
2,1130.79,688,387
2,824.029,230,119
2,741.389,424,228
5,961.503,934,493
3,1116.21,158,86
3,745.592,122,79
2,469.282,90,48
2,586.09,217,119
2,1247.21,592,321
3,729.873,677,361
2,1084.13,148,84
2,686.434,597,334
2,738.536,825,463
3,550.561,155,86
2,1086.5,267,138
3,737.422,818,423
2,848.503,613,335
3,785.833,517,275
2,802.875,497,250
3,638.119,635,325
2,555.461,320,177
3,1083.98,406,226
2,688.416,633,359
3,893.458,696,399
4,1204.33,152,76
2,573.184,424,217
2,603.497,405,206
4,812.178,508,271
2,640.91,748,412
2,451.86,722,402
3,763.742,220,126
2,1013.11,272,145
2,956.147,509,267
3,1040.65,927,474
2,719.06,52,30
2,881.792,280,159
2,582.025,432,237
2,732.925,135,76
2,1041.4,660,345
2,875.912,724,374
3,486.726,727,398
2,724.791,271,143
3,892.575,805,439
2,475.602,301,156
2,805.97,144,75
4,764.783,220,120
2,907.734,395,208
2,753.806,6,4
2,801.654,274,154
2,939.606,0,0
2,860.695,615,310
2,509.419,964,498
2,760.554,37,16
2,1055.58,472,270
2,862.49,818,446
2,863.24,717,379
2,1251.16,120,79
2,1039.01,289,178
3,693.937,534,325
2,600.072,535,297
2,741.422,194,109
2,901.562,311,168
3,664.617,452,232
2,941.323,813,418
2,1226.19,17,11
2,594.464,402,235
2,638.137,205,121
2,760.639,436,257
2,943.034,484,283
2,543.424,732,404
3,641.039,60,32
2,1121.06,722,393
3,920.761,510,253
2,729.333,317,163
2,552.988,570,294
3,796.224,332,185
2,974.88,363,199
5,633.569,75,43
2,996.987,675,380
2,1085.85,169,88
2,1166.02,842,459
2,697.991,849,463
3,1090.44,915,481
3,989.79,658,372
2,748.634,42,15
2,927.658,147,83
2,602.827,507,260
2,780.586,343,166
2,905.149,462,235
2,648.129,720,370
2,775.165,930,490
2,616.432,209,110
2,429.441,927,483
5,807.368,25,12
3,1049.66,653,341
2,533.004,484,272
2,730.604,718,400
3,638.212,433,236
2,808.312,575,317
2,762.723,217,123
2,645.259,406,214
3,665.25,85,49
2,547.393,262,133
2,994.528,193,110
2,641.931,341,183
3,582.051,441,228
2,836.244,658,339
2,720.534,920,477
2,573.241,389,235
3,614.747,604,340
2,970.064,755,416
3,1291.03,821,452
2,871.529,932,496
2,1152.77,796,428
2,607.047,862,459
2,560.341,216,131
2,602.464,387,231
2,580.218,793,455
2,935.82,79,48
2,698.713,236,112
2,950.856,376,195
2,631.676,56,35
3,1058.22,561,295
4,1192.59,832,440
2,750.466,414,221
2,995.868,682,367
2,567.321,218,114
2,645.844,442,239
2,957.369,417,206
2,562.57,105,56
3,775.532,750,402
3,999.252,367,198
2,1198.49,430,232
2,598.312,865,481
2,501.842,363,197
3,921.961,235,128
2,617.224,487,274
2,585.6,274,167
3,466.17,674,373
2,819.401,53,34
2,686.618,81,51
2,1007.81,733,428
2,856.899,619,357
2,850.767,362,192
2,1103.61,629,323
3,1143.5,113,64
3,678.929,208,124
2,1156.14,717,415
2,934.513,21,14
2,756.897,706,371
2,814.573,887,468
2,576.584,221,116
3,929.196,902,491
7,659.087,471,261
2,795.985,34,15
2,851.372,56,25
7,746.959,779,403
2,586.684,416,226
3,675.083,574,330
3,1041.82,218,106
2,588.524,272,135
2,1220.84,209,114
2,919.483,467,259
3,621.917,74,43
2,610.575,187,103
2,758.128,505,283
2,629.55,882,494
2,806.004,287,166
2,955.461,559,318
3,636.625,798,451
2,528.581,48,29
2,616.498,365,214
2,978.794,665,377
3,670.411,804,454
2,1031.28,451,246
2,825.05,151,78
7,629.439,555,312
2,931.001,706,389
2,801.808,593,315
2,700.349,499,269
2,805.617,525,281
2,685.623,642,344
2,850.138,39,20
2,614.728,405,220
2,482.484,493,269
2,655.958,926,495
2,648.084,45,34
3,847.089,220,114
2,651.924,141,77
2,766.037,512,289
3,609.025,535,303
2,705.453,27,17
4,695.797,478,280
2,966.648,116,68
2,706.092,304,160
2,1030.62,757,406
2,1132.93,76,44
2,922.556,619,347
2,968.151,53,33
2,665.382,361,192
6,526.769,561,304
2,894.76,831,430
2,821.684,46,24
4,805.1,411,217
3,1104.02,816,440
2,826.993,833,447
2,888.272,389,228
2,831.987,445,257
2,636.687,680,371
3,668.843,743,405
2,665.232,863,467
3,717.101,289,160
3,524.101,443,251
2,714.71,455,262
3,1216.43,852,472
2,1030.34,895,490
2,578.613,256,159
2,702.873,784,461
3,879.968,470,257
2,1055.69,393,214
2,702.938,299,155
2,985.564,324,172
3,533.86,550,293
2,1089.74,752,407
2,1006.25,281,147
2,923.392,190,113
2,1052.3,496,266
2,917.243,853,469
4,707.294,773,433
2,702.682,69,41
2,1048.14,441,240
4,544.328,541,291
3,745.107,362,214
2,906.397,159,79
3,721.992,370,192
2,732.979,47,25
2,1073.17,462,243
2,681.885,101,52
2,1116.84,333,175
2,1170.83,520,275
2,822.427,557,299
2,674.667,540,309
3,810.457,294,156
2,694.471,605,313
2,588.077,828,447
3,660.369,66,33
2,842.04,259,152
2,1178.56,510,284
2,566.209,781,429
3,784.829,701,353
2,825.995,843,459
2,1173.27,862,470
2,545.919,130,78
2,1226.52,309,167
2,1361,267,152
7,847.515,94,47
3,900.895,839,479
3,578.054,410,228
2,782.918,735,407
2,777.992,374,195
2,757.344,835,452
2,966.163,444,243
2,608.263,447,246
2,1091.95,332,193
2,669.861,262,161
3,874.402,269,163
2,808.223,292,171
2,778.473,537,306
2,676.398,417,227
2,1073.36,600,326
2,675.943,630,337
2,545.539,819,441
3,667.141,139,68
2,955.166,63,32
4,968.387,845,460
2,617.641,263,141
2,701.04,342,186
2,881.201,713,396
2,947.484,868,486
3,872.163,293,167
2,1130.79,688,387
2,824.029,230,119
2,700.199,827,453
2,741.389,424,228
5,961.503,934,493
3,1116.21,158,86
3,745.592,122,79
2,469.282,90,48
2,586.09,217,119
2,1247.21,592,321
3,729.873,677,361
2,1084.13,148,84
2,686.434,597,334
2,738.536,825,463
3,550.561,160,86
2,1086.5,268,138
3,737.422,833,423
2,848.503,613,335
3,785.833,517,275
2,802.875,497,250
3,638.119,635,325
2,555.461,320,177
3,1083.98,406,226
2,688.416,633,359
3,893.458,696,399
2,807.678,729,387
2,603.497,405,206
4,812.178,508,271
2,640.91,745,412
3,763.742,220,126
2,726.954,596,320
3,863.441,802,425
2,746.461,784,401
2,767.143,370,193
2,811.76,18,10
2,530.195,843,454
2,487.15,868,469
2,1149.91,852,479
2,424.434,346,161
2,1123.72,934,465
3,792.854,308,171
3,877.591,518,293
2,630.287,344,187
2,535.649,633,342
2,791.085,487,281
2,526.548,495,286
2,846.716,651,348
3,784.256,336,195
2,662.89,49,26
2,842.592,312,182
5,999.571,424,243
2,724.242,693,392
4,891.247,418,224
3,983.962,144,88
2,736.933,443,263
4,1108.21,402,239
2,895.936,847,474
2,889.536,150,98
2,703.162,264,157
5,746.073,743,445
2,642.184,445,233
2,589.475,505,268
3,652.071,724,403
2,669.872,640,336
2,670.025,209,99
2,798.773,421,220
2,873.894,423,221
2,948.193,928,488
2,955.724,283,141
2,1044.2,458,228
2,828.018,799,423
2,748.259,347,189
2,714.523,449,248
2,664.267,212,129
2,675.405,430,238
2,950.728,571,324
5,910.395,698,403
2,585.363,730,422
2,803.865,737,378
2,1327.41,454,232
3,858.236,710,384
2,807.841,812,442
2,807.675,814,443
3,1071.73,852,463
2,639.036,148,83
3,862,366,197
2,729.272,456,242
2,735.746,527,281
2,731.958,186,91
3,1006.56,678,356
2,1238.85,933,498
2,834.955,364,175
2,977.487,512,257
2,667.967,733,381
2,965.995,150,85
2,823.508,794,447
2,940.705,32,21
2,1066.85,639,357
3,859.038,835,462
2,746.791,795,444
2,907.925,229,134
3,749.838,476,269
3,909.687,524,297
2,643.273,646,375
2,870.535,311,182
2,1200.15,684,381
4,1122.53,785,433
2,1016.52,131,79
2,599.627,68,36
2,1037.71,378,210
4,1291.37,599,328
2,858.602,63,27
2,677.048,589,315
2,607.081,882,476
2,687.36,439,225
2,753.907,691,360
2,748.747,725,381
3,959.695,182,106
2,1137.54,177,106
2,627.436,416,238
3,756.365,776,444
2,1002.23,10,6
5,982.954,361,202
2,674.829,779,446
2,643.267,223,130
2,620.748,239,141
2,774.198,108,55
4,1077.29,854,453
2,627.222,256,146
2,771.867,491,280
3,1014.05,869,491
3,836.327,620,344
3,903.751,908,497
3,535.712,92,45
2,604.992,112,61
4,657.639,779,450
4,719.326,574,295
2,1074.39,585,329
2,705.833,46,25
2,1168.86,633,346
2,855.763,679,373
3,575.258,108,55
2,662.654,140,72
2,621.934,352,178
2,1235.64,421,211
2,795.909,543,283
2,841.651,863,482
2,1044.95,705,402
3,796.86,462,259
2,1116.76,702,395
2,733.266,364,199
2,620.55,551,291
3,1085.86,866,480
2,699.55,5,4
2,768.838,579,329
2,1415,515,286
2,704.957,452,249
2,665.55,554,300
2,827.818,70,41
2,1085.21,440,231
2,900.964,592,317
2,975.764,657,348
2,544.434,824,439
3,813.161,928,487
2,773.748,229,112
2,1009.03,243,120
2,1142.67,366,182
2,633.336,519,272
2,749.709,704,368
3,659.531,37,14
2,743.456,515,263
3,1164.46,866,448
4,749.029,928,487
2,707.177,531,296
2,1325.93,779,447
2,1163.26,841,478
2,1275.69,449,225
2,957.057,562,289
2,791.548,605,305
2,1001.43,37,24
3,601.611,413,254
2,1087.6,810,472
3,646.445,222,126
2,1126.32,69,42
2,806.575,149,90
2,792.009,446,238
2,1166.5,778,410
2,895,88,53
2,701.754,70,35
2,551.538,288,167
2,519.571,74,32
2,575.408,909,486
2,744.757,256,144
4,772.569,423,241
2,601.526,645,370
3,496.087,168,88
2,834.218,414,222
2,1007.27,233,120
2,762.688,418,230
3,699.465,243,148
2,707.486,247,151
2,1010.73,399,230
2,559.387,571,323
2,1128.37,861,474
2,688.205,26,15
2,804.99,397,235
3,660.516,221,129
2,762.349,483,247
2,819.615,716,372
2,1206.98,412,222
3,964.87,76,39
2,907.733,618,309
2,642.212,697,386
2,703.077,618,331
2,642.379,780,417
2,981.212,38,24
2,710.802,117,82
2,758.632,179,120
2,1210.03,556,315
2,767.791,623,349
2,981.227,728,416
2,695.238,220,117
2,846.82,296,161
2,773.247,382,203
3,621.104,283,155
4,672.126,133,72
2,832.6,97,55
3,657.287,789,414
2,576.969,633,343
2,760.701,686,387
2,771.229,688,388
2,900.072,344,199
2,980.044,829,454
2,923.518,560,314
2,707.292,600,332
2,892.834,618,344
2,650.151,600,308
2,1227.05,285,163
2,1219.85,141,77
2,796.598,223,129
2,1062.21,270,164
2,689.614,21,10
2,867.186,273,153
3,1245.15,421,232
2,630.054,448,246
2,1050.58,455,250
2,639.581,907,496
5,905.362,87,53
2,755.871,626,358
2,800.375,773,420
2,797.625,898,486
2,983.377,856,456
2,890.403,325,175
2,716.703,137,74
2,667.63,496,269
2,636.145,110,61
3,1233.66,469,262
2,527.283,184,95
2,601.825,541,302
2,1065.55,437,243
4,741.36,635,349
2,645.699,707,391
4,1043.16,570,333
3,1272.18,298,165
2,613.155,419,241
2,1048.25,170,87
2,920.322,441,228
2,844.513,711,389
2,558.094,607,325
2,524.472,637,338
2,892.447,753,386
3,725.267,916,466
2,1208.62,324,179
3,1172.53,366,206
2,631.788,410,226
2,1118.44,416,231
2,567.452,695,379
2,754.998,432,267
2,1064.86,829,486
2,568.611,516,302
2,952.83,811,462
2,774.721,276,165
2,854.843,675,378
3,576.162,109,57
2,984.144,371,190
2,576.016,535,286
2,518.276,663,366
2,901.159,826,445
2,1312.8,64,37
2,728.81,520,299
2,1044.78,21,14
2,671.536,671,361
3,1167.89,829,435
3,835.654,792,472
2,1036.02,445,254
3,776.441,580,325
2,814.969,697,389
3,1019.41,852,481
4,930.581,65,37
2,582.783,886,488
2,634.887,495,262
2,552.876,853,487
3,776.853,878,496
2,744.839,703,368
4,1139.42,188,94
2,915.323,315,169
2,663.623,335,181
3,522.17,351,192
2,578.9,854,461
2,863.984,682,391
2,839.001,74,43
2,759.29,670,356
3,982.503,230,130
2,680.93,753,409
2,635.123,183,99
2,851.831,244,116
2,803.832,88,51
2,1051.36,140,78
2,952.663,508,291
2,1009.71,218,118
2,1130.59,823,457
4,1082.17,84,42
2,585.681,609,305
2,864.362,158,91
2,685.471,392,221
2,1263.85,463,260
4,907.13,561,309
2,1043.97,242,116
2,726.662,226,119
2,915.428,745,401
2,572.709,601,308
2,888.958,368,200
2,971.87,912,487
2,605.899,176,79
2,1109.99,171,89
2,801.818,734,411
3,724.109,481,277
3,972.307,714,409
2,847.262,244,121
3,735.37,391,206
2,684.095,216,115
2,573.078,804,459
3,634.049,443,242
2,842.636,84,54
2,777.102,555,310
2,595.279,261,161
3,1077.07,349,210
2,1004.09,370,226
2,897.243,268,147
2,591.803,553,307
2,1081.59,516,262
2,808.635,292,161
2,661.133,306,167
3,1002.5,162,93
2,644.754,354,190
2,813.518,65,39
3,811.83,481,252
3,626.63,605,318
2,1013.11,272,145
2,956.147,509,267
3,1040.65,915,474
2,719.06,52,30
2,881.792,280,159
2,582.025,432,237
3,854.778,332,181
2,680.099,405,220
2,732.925,135,76
2,1041.4,660,345
2,875.912,724,374
3,486.726,727,398
2,724.791,271,143
3,892.575,805,439
2,475.602,301,156
2,805.97,150,75
4,764.783,226,120
2,907.734,393,208
2,753.806,6,4
2,801.654,274,154
2,939.606,0,0
2,860.695,615,310
2,509.419,964,498
2,760.554,37,16
2,1055.58,472,270
2,862.49,818,446
2,863.24,717,379
2,600.072,535,297
2,741.422,194,109
2,901.562,311,168
3,664.617,452,232
2,941.323,813,418
2,1226.19,17,11
2,594.464,402,235
2,638.137,205,121
2,760.639,436,257
2,943.034,484,283
2,543.424,732,404
3,641.039,60,32
2,1121.06,722,393
3,1162.23,54,30
2,971.314,66,40
2,618.93,114,65
2,762.834,385,211
2,889.359,0,0
3,810.609,4,1
2,1292.73,522,297
2,1006.65,654,369
2,773.009,730,413
2,1176.86,605,349
2,816.283,509,282
3,902.679,48,24
3,813.661,132,74
2,784.098,216,119
2,660.03,414,235
2,659.193,531,278
3,733.018,302,161
4,680.382,341,173
2,779.259,537,282
4,878.313,49,32
2,592.61,101,60
3,990.693,57,29
2,1058.34,101,49
2,1258.87,453,243
3,947.234,484,258
2,643.282,870,483
2,774.172,12,8
2,643.956,7,3
2,559.42,581,309
2,688.151,195,104
3,688.929,354,198
2,1131.11,387,228
2,743.86,606,340
2,719.756,809,452
3,772.52,84,47
2,653.525,111,61
2,815.15,80,33
2,1218.6,23,10
2,999.201,209,108
2,754.136,327,172
2,980.637,976,499
2,1190.9,897,499
3,735.321,137,77
3,821.891,859,449
3,826.451,908,483
2,722.66,345,178
2,861.56,720,387
2,1144.49,337,204
2,927.405,109,64
2,962.342,259,148
3,1051.49,313,178
2,940.519,633,340
2,973.56,658,353
2,619.352,21,17
2,563.158,505,264
3,503.903,131,60
2,664.154,914,487
2,636.993,375,210
2,901.827,609,335
2,709.193,743,400
2,905.088,244,135
2,1092.36,334,192
2,688.645,344,209
3,991.885,28,14
2,947.175,381,214
3,987.797,191,102
2,1065.68,258,144
3,631.061,432,216
2,650.761,15,9
2,635.089,80,40
2,889.624,110,51
3,715.788,155,93
2,548.784,176,107
3,943.517,265,160
5,962.802,403,239
2,793.177,729,416
3,1099.25,526,264
3,1208.89,684,377
2,597.449,847,471
2,712.967,953,495
2,793.308,731,411
2,608.649,854,476
2,754.121,802,421
2,672.113,273,149
3,736.022,440,233
2,864.776,411,225
2,911.929,681,380
2,611.114,168,98
3,487.46,363,201
2,852.421,173,105
2,846.336,287,165
2,1010.54,781,436
2,753.36,124,79
2,660.987,216,108
4,920.894,553,285
2,1015.2,363,202
2,567.457,530,286
2,657.066,575,313
2,849.402,622,342
2,824.621,357,181
3,652.85,412,206
2,863.758,675,370
2,1226.27,930,495
2,1140.42,655,342
2,1109.96,482,261
2,1120.4,517,277
2,573.959,56,27
2,934.244,233,123
2,685.904,741,397
2,944.09,667,372
2,791.923,62,40
2,846.605,598,311
2,808.008,754,393
3,1062.99,46,23
2,527.511,510,288
2,811.825,697,391
2,842.279,863,481
2,1156.29,838,436
2,822.867,379,202
2,693.417,757,415
3,774.474,124,62
2,953.229,505,276
2,887.842,517,283
2,552.17,70,34
2,683.6,305,164
2,924.781,525,268
2,725.894,565,287
2,812.099,729,388
2,806.729,119,69
3,1156.05,363,181
3,904.2,655,330
2,700.312,444,244
3,622.731,806,438
2,857.614,295,160
2,1175.95,390,207
3,973.184,321,183
2,823.692,631,347
3,512.911,424,207
2,908.511,758,377
2,1141.35,560,306
2,827.95,246,131
3,913.756,724,383
3,615.176,700,368
2,988.021,140,77
2,653.221,681,379
3,606.446,890,482
2,595.547,764,428
3,1259.76,17,14
2,529.444,133,84
3,662.199,179,118
2,775.503,249,154
2,1017.79,354,214
2,735.15,101,53
3,686.508,187,100
3,519.63,510,281
2,1028.35,665,367
3,840.243,51,29
2,1151.32,229,113
2,1164.29,401,201
2,1301.06,812,414
4,475.856,560,304
3,550.321,900,492
2,823.803,357,202
2,817.831,460,255
2,933.162,69,37
3,683.492,898,496
2,1098.08,852,443
2,906.501,515,293
2,651.728,870,491
3,1095.25,808,446
2,504.303,323,182
2,620.712,463,249
2,965.234,749,399
2,1034.36,620,333
2,961.864,836,458
2,854.184,263,144
3,621.824,432,245
2,713.563,852,484
3,532.376,166,100
2,600.597,924,499
2,918.709,497,265
3,629.759,527,284
2,1227.06,743,391
2,1224.41,41,29
2,770.096,276,156
2,547.678,306,162
2,650.569,438,232
2,762.573,479,259
3,884.069,27,20
3,702.487,172,95
2,1023.68,681,383
3,1038.06,369,207
2,923.808,451,253
2,640.648,530,292
3,1087.71,661,364
2,931.891,801,437
2,729.679,258,147
2,847.898,808,440
2,806.714,507,259
3,567.904,36,23
2,497.505,374,196
2,814.169,126,61
2,671.814,509,264
2,1098.76,355,203
2,792.425,82,42
2,553.575,241,146
2,554.377,609,349
2,776.169,54,31
3,819.805,454,244
2,668.457,640,345
3,746.831,741,400
2,872.08,749,404
2,734.096,503,276
2,673.777,445,241
2,755.167,253,131
2,651.186,393,204
2,821.934,313,173
2,668.353,882,475
2,780.925,284,156
3,652.932,154,84
2,622.136,524,287
2,1105.56,529,290
2,777.027,127,72
2,510.898,778,421
2,485.069,935,484
2,566.265,591,342
2,646.36,649,360
2,836.467,740,399
2,949.438,58,23
3,545.633,602,328
4,859.101,488,300
2,1142.41,579,354
2,693.342,716,437
2,462.878,542,293
2,638.129,664,346
2,918.512,472,269
3,1203.1,739,418
2,887.982,65,28
2,898.02,284,145
2,622.298,632,321
5,623.954,264,158
3,759.158,307,183
2,942.219,588,333
2,886.39,668,375
3,712.42,856,459
2,634.602,701,361
2,792.486,169,98
2,636.438,623,337
3,746.865,359,188
2,890.703,864,464
4,694.749,759,388
2,721.336,892,447
3,987.903,568,330
2,694.329,723,415
3,1093.31,796,452
2,991.257,858,484
2,658.526,194,102
2,804.184,485,258
2,704.79,313,156
2,1080.73,540,281
3,871.32,881,471
2,1031.94,194,105
2,536.15,199,109
3,677.755,488,264
2,1121.77,805,439
2,775.215,874,475
2,624.88,640,366
4,678.427,796,445
2,491.448,235,112
2,899.629,406,204
2,1256.07,452,225
2,819.789,70,44
2,1059.8,530,308
2,773.13,562,323
2,824.963,23,14
2,1134.81,439,239
2,1171.28,407,230
3,643.772,473,263
2,490.479,668,360
2,748.168,756,403
2,838.439,838,458
2,1230.75,88,47
2,563.587,187,98
3,947.083,828,485
2,904.428,197,101
2,1020.01,203,104
2,790.201,158,87
2,1148.75,770,423
2,845.113,429,229
6,888.854,705,390
2,561.361,99,47
2,580.772,316,200
2,933.996,699,368
2,1148.76,793,419
2,819.238,77,41
2,995.333,92,52
2,522.424,72,45
2,904.039,761,438
2,574.59,674,380
2,687.035,26,16
3,1006.63,890,458
2,858.238,894,459
7,1104.82,622,326
2,759.872,860,470
2,684.438,472,266
2,916.912,797,431
2,760.924,718,390
2,1150.65,906,487
2,554.482,150,81
3,821.816,606,338
2,657.226,892,485
2,500.635,859,471
4,905.901,874,482
3,748.555,158,88
2,829.738,444,255
2,903.486,127,55
2,1153.55,720,349
3,584.81,806,398
2,747.369,81,39
2,1038.82,140,80
3,1022.26,728,417
4,785.414,860,463
2,1129.74,649,337
2,1098.35,153,88
2,714.23,503,289
2,589.117,637,358
2,1030.29,788,449
2,1037.88,906,481
2,583.958,427,244
2,578.083,694,385
2,542.49,105,57
3,827.729,81,38
2,1132.87,512,274
3,704.341,844,461
2,854.713,232,132
2,592.741,913,493
2,700.821,4,2
2,669.209,293,162
2,1214.7,836,460
3,1009.48,867,477
2,845.963,119,76
2,695.194,364,191
2,965.653,398,209
3,920.761,510,253
2,729.333,305,163
2,552.988,559,294
2,1085.85,169,88
2,1166.02,842,459
2,697.991,849,463
3,1090.44,915,481
3,989.79,658,372
2,748.634,42,15
2,927.658,149,83
2,602.827,497,260
2,780.586,343,166
2,905.149,457,235
2,648.129,720,370
2,775.165,937,490
3,1187.45,229,113
3,634.191,259,130
5,807.368,25,12
3,1049.66,653,341
2,533.004,484,272
2,730.604,718,400
3,638.212,433,236
2,808.312,575,317
2,762.723,217,123
2,968.748,906,490
2,645.259,406,214
3,731.007,9,6
2,573.742,415,233
3,529.531,475,260
4,938.179,730,417
3,711.716,688,398
3,760.271,741,399
2,803.625,923,498
2,1008.85,180,109
2,921.463,333,185
3,1191.58,444,248
2,791.387,682,378
2,735.198,33,18
2,618.022,658,345
2,1152.08,770,414
2,735.114,120,65
3,694.499,449,241
2,656.654,752,401
2,644.163,376,200
2,586.435,277,142
4,808.446,599,325
2,1069.74,132,66
2,744.576,529,274
2,663.834,559,289
3,538.761,813,433
2,707.163,237,118
4,707.148,564,287
3,541.219,675,344
2,1203.52,826,420
2,1139.73,933,485
3,630.307,210,116
3,1048.94,409,220
2,938.926,774,434
2,693.991,355,183
2,567.186,713,369
2,637.458,788,442
2,988.181,2,2
2,804.41,161,88
2,1244.34,185,104
2,1022.2,518,278
2,1129.58,403,207
3,1054.4,253,141
2,841.565,762,419
2,955.186,817,445
2,659.451,934,480
2,829.275,874,483
2,563.706,238,127
3,696.402,501,274
3,675.833,369,210
2,1010.91,895,496
2,833.888,597,334
2,790.298,846,478
2,651.527,878,474
2,749.777,669,350
2,511.082,764,386
2,1090.63,673,378
3,1038.51,612,335
2,689.033,279,138
3,971.564,444,228
2,881.191,558,295
2,818.946,879,470
2,1099.03,178,106
2,665.311,704,420
2,612.226,61,39
2,735.212,276,160
2,1074.32,833,467
3,803.566,633,349
3,669.516,514,282
2,721.125,594,325
5,923.089,704,384
2,782.228,718,389
2,747.642,444,240
2,1020.88,163,93
2,914.559,722,402
2,733.701,461,272
2,968.807,633,373
2,610.823,831,488
2,781.479,312,163
3,495.185,561,290
3,789.626,27,11
2,715.083,113,53
2,623.222,357,186
2,726.382,485,254
2,932.149,192,99
2,930.403,117,59
2,1267.52,449,227
2,981.754,346,188
2,785.011,391,209
2,985.712,537,308
2,822.913,663,382
2,700.826,225,121
2,1087.24,413,238
2,691.297,81,37
2,662.223,0,0
2,933.991,82,45
2,559.917,30,19
2,748.982,781,441
2,1093.22,271,154
2,645.275,884,492
2,1044.23,602,321
2,711.739,671,350
2,1250.81,447,285
2,1005.57,201,109
2,668.751,511,277
3,846.897,782,421
2,769.886,194,104
2,666.016,461,252
2,747.832,344,196
2,647.8,403,221
2,681.294,457,256
2,1099.22,292,158
2,1195.52,755,433
2,1131.82,308,167
2,609.957,465,245
2,878.564,499,265
3,651.408,871,472
3,923.557,800,428
2,1067.62,249,142
2,1039.93,128,68
2,1139.85,392,202
2,816.12,709,407
2,776.396,323,182
2,722.952,651,349
4,563.558,135,75
2,800.013,498,273
2,642.008,115,64
3,1149.25,124,69
3,938.434,650,360
2,512.429,880,483
2,995.735,710,398
2,786.418,837,463
2,746.052,278,162
2,756.406,711,406
2,1011.72,127,71
7,626.358,115,69
2,898.626,452,262
2,988.445,515,299
2,1101.21,743,430
2,588.882,650,337
2,758.26,784,416
3,983.599,372,209
2,801.099,546,296
2,635.51,911,477
3,1089.54,11,4
2,1240.63,158,83
2,809.059,723,400
2,881.67,323,173
3,913.404,388,223
4,594.978,666,372
2,799.342,784,435
2,732.478,623,340
2,623.628,263,132
3,757.472,354,181
2,1101.42,491,262
2,492.364,536,289
2,588.902,250,139
2,1200.84,357,197
3,740.767,869,459
2,761.62,585,338
2,919.622,487,270
2,955.727,603,328
2,661.14,856,484
2,848.217,46,27
2,888.55,216,128
2,706.697,181,103
2,1046.2,237,137
2,785.571,760,445
2,937.129,328,177
2,589.019,651,377
2,877.51,863,493
3,1157.12,235,147
3,568.437,638,380
2,928.099,660,394
3,1224.05,685,367
4,827.23,630,353
2,577.24,79,42
2,735.468,660,368
3,691.589,796,440
2,515.657,465,256
2,483.771,836,473
2,737.634,857,484
2,710.457,203,115
2,938.276,202,112
2,1057.41,507,273
2,869.941,692,362
2,1171.11,37,19
4,636.26,654,367
2,600.93,764,425
7,586.248,889,493
2,639.102,98,54
2,784.073,185,101
2,772.306,697,356
3,771.579,394,201
2,897.112,519,277
2,945.164,577,309
2,724.285,522,284
3,584.521,699,395
2,509.036,718,406
3,754.1,574,310
2,687.861,615,333
2,806.988,78,44
2,719.738,881,488
2,1025.68,397,221
2,736.142,455,256
2,717.493,708,400
2,780.44,777,440
2,714.618,661,361
2,628.676,880,476
2,841.543,571,301
2,838.148,853,444
2,725.897,46,31
2,655.754,545,324
2,891.523,810,470
2,729.84,134,81
2,722.112,783,439
2,547.335,866,479
3,673.806,148,74
2,1128.66,765,449
2,1068.38,208,114
2,663.039,586,315
2,919.933,260,149
6,827.882,348,190
2,859.35,906,494
3,1204.92,28,16
2,1193.08,140,84
2,1132.88,429,259
2,889.066,106,53
2,1109.71,136,74
2,639.589,746,405
2,1003.84,155,82
2,1035.52,268,143
2,941.084,345,183
4,1052.74,89,45
3,984.831,492,266
3,799.667,542,299
4,951.419,67,38
2,1131.15,153,82
2,1053.38,462,262
4,612.127,161,83
2,738.512,393,208
2,881.104,702,354
2,579.151,856,442
2,771.888,529,294
2,622.582,872,486
2,1071.81,675,380
2,904.321,707,403
2,958.321,337,180
3,722.698,632,323
2,721.099,396,207
2,1187.13,379,224
2,551.135,764,424
2,631.955,183,83
3,743.591,558,302
2,1002.09,38,15
2,812.811,62,27
2,880.913,261,139
2,855.37,474,254
3,611.993,301,168
2,740.702,739,389
2,1021.33,435,225
2,1216.99,507,253
2,909.396,822,428
2,566.864,168,100
2,824.897,189,113
3,678.926,584,321
2,1115.95,188,102
2,977.429,310,172
3,647.642,543,294
6,1006.49,224,135
3,912.474,705,384
3,1069.2,255,148
3,710.126,723,376
2,1312.36,753,430
3,603.977,99,52
2,860.186,264,145
2,533.898,319,170
2,628.214,365,196
3,816.231,315,190
2,872.75,662,376
2,942.946,843,476
4,1084.4,818,441
2,683.024,152,92
2,877.001,193,107
2,769.282,96,50
2,815.308,442,256
2,778.297,100,58
2,753.414,414,211
3,665.25,85,49
2,547.393,262,133
2,994.528,193,110
2,678.926,1,1
2,979.228,51,22
2,737.573,833,472
3,582.051,441,228
2,836.244,658,339
2,685.897,768,393
2,573.241,389,235
3,614.747,604,340
2,970.064,755,416
3,1291.03,821,452
2,871.529,932,496
2,1152.77,796,428
2,607.047,862,459
2,560.341,216,131
2,602.464,382,231
2,580.218,793,455
2,935.82,79,48
3,648.673,179,95
4,1153.71,262,142
2,685.201,473,254
2,698.713,236,112
2,950.856,376,195
2,631.676,56,35
3,1058.22,561,295
4,1192.59,832,440
2,750.466,414,221
