PMTBaryTheta,PMTAvgDist,PMTAvgT,PMTQtotal,PMTQtotalClustered,PMTHits,PMTFracQmax,PMTFracQdownstream,PMTFracClustered,PMTFracLowQ,PMTFracEarly,PMTFracLate,PMTRMSTheta,PMTVarTheta,PMTRMSThetaBary,PMTVarThetaBary,PMTRMSPhi,PMTVarPhi,PMTRMSPhiBary,PMTVarPhiBary,PMTFracLargeAnglePhi,PMTFracLargeAngleTheta,PMTHitsLargeAnglePhi,PMTHitsLargeAngleTheta,LAPPDBaryTheta,LAPPDAvgDist,LAPPDQtotal,LAPPDAvgT,LAPPDHits,LAPPDRMSTheta,LAPPDVarTheta,LAPPDRMSThetaBary,LAPPDVarThetaBary,MrdLayers,MrdPaddles,MrdConsLayers,MrdAdjHits,MrdPadPerLayer,MrdXSpread,MrdYSpread,MrdClusters
0.239618,1.4415,9.65188,3987.53,2887.49,77,0.118107,0.895665,0.72413,0.532468,0,0.350649,1.49292,1.13146,1.28066,0.863263,2.85684,3.0132,1.33362,0.829941,0.454545,0.61039,35,47,0.130056,1.32068,117,8.28226,117,0.59506,0.59506,0.488971,0.239093,0,0,0,0,0,0,0,0
0.959555,1.41014,5.26253,1636.26,0,21,0.264672,1,0,0.333333,0.238095,0,1.00546,1.02888,0.348182,0.083355,3.2904,3.10943,1.03146,0.690244,0.47619,0,10,0,0.362956,1.36661,32,6.40335,32,0.59072,0.59072,0.313789,0.0984637,0,0,0,0,0,0,0,0
1.14698,1.39776,4.06512,541.814,0,12,0.256289,1,0,0.5,0.416667,0,1.13081,1.18482,0.311002,0.0785506,3.50847,3.72082,0.90848,0.520693,0.416667,0,5,0,0.625881,1.31709,14,5.51724,14,0.718147,0.718147,0.124491,0.015498,0,0,0,0,0,0,0,0
0.419237,1.4173,8.49128,4530.31,4309.68,45,0.324643,0.992343,0.9513,0.511111,0.0444444,0.333333,1.02794,0.681994,0.658752,0.114967,2.9304,3.03064,0.888199,0.348672,0.311111,0.2,14,9,0.320524,1.38855,148,7.14075,148,0.538401,0.538401,0.296005,0.0876189,0,0,0,0,0,0,0,0
0.860621,1.39742,7.01401,2489.81,2347.04,25,0.274012,0.991124,0.942661,0.48,0.2,0.16,1.06637,0.948658,0.429059,0.0853481,3.44526,3.52728,0.992619,0.383218,0.36,0.04,9,1,0.682088,1.29207,96,5.0913,96,0.76106,0.76106,0.135092,0.01825,5,6,1,0,1.2,0,0.0338333,0
0.399705,1.39136,8.5666,3772.48,3359.21,44,0.199212,0.991509,0.890449,0.5,0,0.272727,1.07242,0.724895,0.721639,0.16467,3.46341,3.23769,0.815561,0.256902,0.181818,0.227273,8,10,0.35579,1.31046,184,7.08765,184,0.616326,0.616326,0.355619,0.126465,2,4,0,0,2,0,0.203,0
0.582943,1.42935,9.14693,4553.06,4228.66,54,0.14138,0.981184,0.928753,0.555556,0,0.277778,1.23078,0.876659,0.749317,0.197468,2.94783,2.75026,0.920901,0.258242,0.185185,0.12963,10,7,0.277567,1.34607,227,7.2466,227,0.552452,0.552452,0.352552,0.124293,6,8,3,0,1.33333,0.135333,0.1015,0
0.585148,1.34553,6.82557,2129.42,2054.43,29,0.203548,1,0.964783,0.413793,0.0689655,0.137931,0.912845,0.776784,0.427305,0.108482,3.29854,3.34839,0.680797,0.260943,0.103448,0,3,0,0.366806,1.3319,122,6.64067,122,0.628755,0.628755,0.344495,0.118677,6,6,2,0,1,0,0,0
0.372198,1.35449,8.91154,4959.7,4425.37,44,0.0965164,0.98573,0.892266,0.318182,0,0.295455,1.07336,0.758464,0.746539,0.206397,2.85294,2.95585,0.76211,0.264313,0.25,0.272727,11,12,0.184431,1.33214,225,7.90743,225,0.586655,0.586655,0.440309,0.193872,5,5,2,0,1,0,0,0
0.624732,1.35227,6.35038,3416.36,3347.45,23,0.244055,1,0.97983,0.478261,0.173913,0.0869565,0.852355,0.74347,0.369705,0.0751196,3.14647,3.27066,0.780478,0.327821,0.26087,0,6,0,0.633483,1.29442,298,4.67724,298,0.724525,0.724525,0.217598,0.0473489,1,1,0,0,1,0,0,0
0.562987,1.42363,8.91955,3784.15,3223.66,50,0.0795589,0.979331,0.851886,0.46,0,0.22,1.14344,0.849743,0.659627,0.168112,2.91551,2.91503,0.638268,0.168303,0.1,0.18,5,9,0.233631,1.37051,206,8.10211,206,0.539839,0.539839,0.358374,0.128432,0,0,0,0,0,0,0,0
0.998354,1.36807,8.13716,2157.18,1946.24,43,0.138934,0.834995,0.902216,0.488372,0.0465116,0.232558,1.22087,1.20869,0.535796,0.221016,2.97638,2.67091,1.01584,0.488282,0.302326,0.0697674,13,3,0.536833,1.31249,106,7.47374,106,0.70846,0.70846,0.301487,0.0908947,0,0,0,0,0,0,0,0
0.661436,1.33422,7.46902,345.635,0,19,0.0873296,0.882571,0,0.894737,0,0,1.17552,1.13149,0.640182,0.375649,3.65589,3.58278,0.647039,0.373679,0.157895,0.210526,3,4,0.0693916,1.29485,7,8.89735,7,0.439223,0.439223,0.3922,0.153821,0,0,0,0,0,0,0,0
1.55926,1.44631,8.07079,4113.87,0,53,0.0531877,0.512053,0,0.377358,0,0.132075,1.64315,1.63314,0.621012,0.220718,3.95971,4.18143,1.24239,0.900047,0.509434,0.188679,27,10,0.345367,1.34644,23,12.184,23,0.635531,0.635531,0.350714,0.123001,0,0,0,0,0,0,0,0
1.12544,1.58019,6.71933,1773.18,369.2,23,0.176889,0.968937,0.208214,0.26087,0,0.0434783,1.22599,1.16838,0.365697,0.089401,3.34286,3.33177,1.01213,0.506237,0.26087,0,6,0,0.556567,1.49761,51,6.88388,51,0.560153,0.560153,0.0721683,0.00520826,0,0,0,0,0,0,0,0
1.15825,1.45796,6.00779,1150.24,0,15,0.284136,0.980233,0,0.4,0.266667,0.133333,1.18099,1.19016,0.353106,0.0475023,3.60948,3.85206,1.08041,0.343645,0.266667,0,4,0,0.477494,1.37956,5,7.01319,5,0.659807,0.659807,0.314386,0.0988387,0,0,0,0,0,0,0,0
0.472893,1.37971,10.0048,3067.97,2794.93,46,0.270974,0.980739,0.911002,0.478261,0,0.347826,1.08126,0.785082,0.677024,0.185227,2.97565,3.12773,0.776459,0.293081,0.173913,0.195652,8,9,0.0468235,1.35134,79,9.54693,79,0.593456,0.593456,0.552516,0.305274,0,0,0,0,0,0,0,0
1.2491,1.40103,9.33551,4430.5,3357.14,64,0.101703,0.635399,0.757733,0.515625,0.015625,0.359375,1.50406,1.42596,0.625593,0.324646,3.71582,3.81329,1.04897,0.581779,0.375,0.15625,24,10,0.389836,1.38711,103,10.1345,103,0.625545,0.625545,0.284544,0.0809654,0,0,0,0,0,0,0,0
0.563894,1.30975,6.67858,1870.21,1845.9,29,0.239111,0.994157,0.986997,0.310345,0.206897,0.103448,0.927706,0.8078,0.498356,0.130421,2.86674,2.98144,1.01545,0.639412,0.344828,0.0344828,10,1,0.459389,1.33779,116,6.4435,116,0.683302,0.683302,0.293474,0.0861267,0,0,0,0,0,0,0,0
0.45702,1.312,7.42952,944.5,0,28,0.113144,1,0,0.571429,0,0.0357143,0.811188,0.921871,0.411753,0.27134,3.18334,3.07387,0.618624,0.347579,0.142857,0,4,0,0.253461,1.3767,20,8.00029,20,0.651251,0.651251,0.410847,0.168795,0,0,0,0,0,0,0,0
0.573781,1.43562,11.0542,5712.43,4693.68,73,0.0941464,0.945976,0.82166,0.657534,0,0.520548,1.47727,0.906652,0.975158,0.241834,3.40034,3.24997,1.16598,0.345319,0.356164,0.342466,26,25,0.201242,1.34392,189,7.47855,189,0.451702,0.451702,0.3252,0.105755,0,0,0,0,0,0,0,0
1.69137,1.3306,6.48642,1326.06,0,23,0.236841,0.354609,0,0.478261,0.173913,0.0434783,1.52891,1.73397,0.479248,0.165188,2.38105,2.13514,0.996622,0.562694,0.391304,0.0869565,9,2,0.69478,1.28899,25,9.18027,25,0.788226,0.788226,0.120377,0.0144906,0,0,0,0,0,0,0,0
0.194893,1.40587,10.1007,5902.95,4984.2,88,0.0410245,0.9335,0.844357,0.477273,0,0.431818,1.44742,1.04355,1.27258,0.761759,2.97146,2.94996,0.802624,0.270059,0.181818,0.659091,16,58,0.0497919,1.32362,268,9.54643,268,0.643567,0.643567,0.598922,0.358708,0,0,0,0,0,0,0,0
0.411105,1.35743,7.68967,2315.71,2157.11,36,0.336463,0.995109,0.931509,0.444444,0,0.222222,0.921972,0.714604,0.562775,0.159298,3.18403,3.16087,0.620031,0.252033,0.0555556,0.111111,2,4,0.145729,1.30918,117,7.4284,117,0.568992,0.568992,0.460745,0.212286,4,6,1,0,1.5,0,0.0203,0
0.373393,1.37819,8.35308,3776.07,3447.14,42,0.202823,0.98219,0.91289,0.428571,0.047619,0.214286,1.13006,0.713536,0.811687,0.185458,2.74168,2.75706,1.2044,0.608598,0.47619,0.309524,20,13,0.108143,1.33566,100,7.2301,100,0.618656,0.618656,0.525153,0.275785,0,0,0,0,0,0,0,0
1.96385,1.18352,1.75234,63.3701,0,4,0.371485,0,0,1,1,0,1.94026,1.96177,0.143178,0.0177306,2.18325,2.12886,1.05451,1.00204,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.705043,1.3733,8.72954,984.767,0,28,0.102992,1,0,0.464286,0,0.178571,0.956264,1.01565,0.380983,0.162233,3.28985,3.26136,0.440041,0.220909,0,0,0,0,0.0912468,1.38647,30,10.3599,30,0.616172,0.616172,0.529601,0.280477,0,0,0,0,0,0,0,0
1.54091,1.47271,8.28967,5639.61,0,43,0.0809488,0.550123,0,0.302326,0,0.232558,1.5503,1.58315,0.557322,0.125828,3.96627,4.09313,1.2921,0.842063,0.488372,0.0930233,21,4,0.407533,1.37761,14,13.3272,14,0.717595,0.717595,0.323624,0.104732,0,0,0,0,0,0,0,0
1.35128,1.46521,8.86429,4063.08,0,44,0.143915,0.668513,0,0.431818,0.0909091,0.272727,1.40937,1.43361,0.556138,0.173885,3.28654,3.60923,1.44054,0.948913,0.659091,0.113636,29,5,0.437505,1.40943,29,10.7524,29,0.639283,0.639283,0.241885,0.0585083,0,0,0,0,0,0,0,0
0.238095,1.32446,6.11392,662.174,610.069,19,0.0846661,1,0.921312,0.368421,0,0,0.656161,0.595162,0.438774,0.143407,3.33122,3.30057,0.389121,0.143615,0,0.0526316,0,1,0.262793,1.34221,73,6.93996,73,0.622824,0.622824,0.398463,0.158773,6,9,3,0,1.5,0.229,0.270667,1
0.336651,1.39252,8.18481,3979.51,3718.3,37,0.161347,0.988053,0.93436,0.405405,0,0.216216,1.1719,0.654628,0.894726,0.161446,2.90136,2.91401,0.928083,0.182149,0.135135,0.297297,5,11,0.365328,1.326,302,6.49697,302,0.600519,0.600519,0.339721,0.11541,2,3,1,0,1.5,0.153,0,0
1.00641,1.53878,6.10096,80.9669,0,6,0.230227,1,0,1,0,0,1.1147,1.069,0.365847,0.155981,2.75014,2.77525,0.548723,0.286196,0.166667,0,1,0,0.537143,1.30588,6,7.81916,6,0.666513,0.666513,0.268061,0.0718567,0,0,0,0,0,0,0,0
0.286442,1.35174,7.55049,1341.69,1088.3,31,0.0913605,1,0.811145,0.387097,0,0.0645161,0.884847,0.76982,0.628801,0.270408,3.07649,3.05541,0.510764,0.192543,0.0322581,0.0967742,1,3,0.140463,1.35114,106,7.52328,106,0.593869,0.593869,0.475423,0.226027,9,11,6,0,1.22222,0.0968,0,0
0.804281,1.49184,7.93005,3856.86,2904.02,33,0.119219,0.9876,0.752948,0.393939,0,0.212121,1.16137,0.902015,0.526376,0.100991,2.83947,2.92845,0.975025,0.413508,0.333333,0.0909091,11,3,0.441163,1.43715,93,7.28471,93,0.536851,0.536851,0.217608,0.0473533,0,0,0,0,0,0,0,0
1.36794,1.20445,4.74368,419.703,0,15,0.172259,0.619765,0,0.733333,0.466667,0,1.31792,1.45349,0.476375,0.183876,3.65038,3.78379,1.00963,0.776353,0.533333,0,8,0,0.470976,1.35762,2,10.2085,2,0.642034,0.642034,0.202951,0.0411892,0,0,0,0,0,0,0,0
0.152671,1.30721,6.64166,1880.29,1854.47,27,0.160241,1,0.986269,0.333333,0,0.037037,0.743246,0.579168,0.60149,0.193522,3.15226,3.18532,0.489042,0.14956,0,0.111111,0,3,0.196916,1.38315,91,6.90398,91,0.621627,0.621627,0.442199,0.19554,0,0,0,0,0,0,0,0
0.906029,1.3969,6.77882,2539.32,2443.45,26,0.259461,1,0.962244,0.423077,0.153846,0.153846,0.981692,0.996481,0.362557,0.0962736,2.95469,3.19561,1.14418,0.740952,0.615385,0,16,0,0.379919,1.39245,51,8.01454,51,0.599656,0.599656,0.293993,0.0864319,0,0,0,0,0,0,0,0
1.20181,1.4499,8.04337,1473.91,0,37,0.0844845,0.81276,0,0.513514,0.027027,0.108108,1.28149,1.31097,0.513543,0.206746,3.15686,3.03947,1.01891,0.805143,0.378378,0.108108,14,4,0.374753,1.35031,33,8.41584,33,0.590836,0.590836,0.307245,0.0943992,0,0,0,0,0,0,0,0
1.19738,1.54539,7.18882,1970.28,0,25,0.174517,0.916064,0,0.28,0,0.08,1.35886,1.2424,0.462088,0.0961668,2.4286,2.36286,0.760073,0.225244,0.16,0.04,4,1,0.471098,1.4362,22,7.95057,22,0.596491,0.596491,0.19069,0.0363625,0,0,0,0,0,0,0,0
0.347722,1.30796,6.32907,1065.06,1065.06,24,0.171275,1,1,0.458333,0.0416667,0,0.716058,0.653793,0.396906,0.120304,3.03299,3.05073,0.551339,0.253424,0,0,0,0,0.302346,1.36511,50,6.78002,50,0.657649,0.657649,0.386451,0.149344,0,0,0,0,0,0,0,0
0.394384,1.39877,9.38632,2272.16,1796.71,61,0.0623082,0.952914,0.79075,0.47541,0,0.311475,1.18836,1.05438,0.838905,0.493334,2.90786,2.89923,0.506243,0.206869,0.0327869,0.377049,2,23,0.112922,1.36134,71,9.58496,71,0.687681,0.687681,0.578808,0.335018,0,0,0,0,0,0,0,0
0.240814,1.25887,5.91674,2409.51,2409.51,22,0.150835,1,1,0.272727,0,0,0.708311,0.551564,0.490565,0.116442,3.16941,3.17985,0.543966,0.163996,0,0.0454545,0,1,0.289433,1.35946,145,6.41484,145,0.594574,0.594574,0.359613,0.129321,3,4,2,0,1.33333,0,0,0
1.11221,1.45031,8.69137,1458.81,639.618,37,0.0730781,0.792847,0.438451,0.432432,0,0.162162,1.27306,1.25247,0.49396,0.256175,3.87444,3.82081,0.767521,0.54549,0.216216,0,8,0,0.310492,1.27868,74,9.40842,74,0.550605,0.550605,0.375825,0.141245,0,0,0,0,0,0,0,0
1.19092,1.41766,8.90352,4678.7,1881.61,66,0.0918742,0.805984,0.402166,0.333333,0.0454545,0.242424,1.49959,1.31036,0.645677,0.229757,3.84255,3.73502,1.1436,0.776759,0.424242,0.151515,28,10,0.20481,1.33959,64,10.3548,64,0.549275,0.549275,0.399913,0.15993,0,0,0,0,0,0,0,0
0.666203,1.37466,8.4521,1296.6,809.442,46,0.0817626,0.899911,0.624281,0.630435,0.0434783,0.217391,1.16999,1.08889,0.621948,0.309897,2.3442,2.42383,0.808593,0.537826,0.304348,0.195652,14,9,0.187962,1.34003,40,7.94606,40,0.581916,0.581916,0.435639,0.189782,0,0,0,0,0,0,0,0
1.29878,1.40116,7.5122,4306.87,0,29,0.529596,0.918052,0,0.517241,0.0344828,0.206897,1.31373,1.32338,0.526356,0.0571957,2.60052,2.21047,0.993456,0.195435,0.241379,0.103448,7,3,0.644158,1.29293,24,8.33376,24,0.728071,0.728071,0.248369,0.0616871,0,0,0,0,0,0,0,0
1.00944,1.46089,7.79967,1180.67,0,37,0.0910935,0.882628,0,0.648649,0,0.0540541,1.26723,1.17239,0.547677,0.23796,2.56292,2.63202,0.924924,0.584575,0.162162,0.108108,6,4,0.315697,1.28293,21,9.77215,21,0.606795,0.606795,0.388387,0.150845,0,0,0,0,0,0,0,0
1.15105,1.31027,4.639,698.169,0,14,0.295424,0.951648,0,0.428571,0.285714,0,1.19988,1.212,0.393987,0.0927286,3.02455,2.98807,1.09977,1.00892,0.571429,0,8,0,0.741943,1.2765,8,6.08988,8,0.779221,0.779221,0.253378,0.0642003,0,0,0,0,0,0,0,0
0.327174,1.4378,11.0801,9520.12,7884.36,106,0.117911,0.921308,0.828179,0.471698,0,0.59434,1.54323,1.00988,1.24883,0.554164,3.77326,3.64249,0.908165,0.254698,0.235849,0.603774,25,64,0.0770023,1.36262,368,9.44828,368,0.580051,0.580051,0.513531,0.263714,0,0,0,0,0,0,0,0
1.42522,1.68196,6.53114,2127.92,0,23,0.191879,0.785038,0,0.26087,0,0,1.45801,1.45809,0.37448,0.0715064,3.75164,3.60534,1.12323,0.559063,0.26087,0,6,0,0.249176,1.38766,7,14.6994,7,0.604666,0.604666,0.390388,0.152403,0,0,0,0,0,0,0,0
1.00059,1.22316,5.00778,891.208,852.515,12,0.404774,1,0.956584,0.416667,0.333333,0.0833333,0.903981,1.08987,0.411135,0.121296,2.83086,3.13734,1.4134,1.17884,0.833333,0,10,0,0.681979,1.28092,42,4.4351,42,0.744262,0.744262,0.248659,0.0618314,0,0,0,0,0,0,0,0
0.29676,1.37653,7.59652,3166.4,3020.87,41,0.0968443,0.99337,0.954041,0.487805,0.0243902,0.170732,0.971972,0.704313,0.706188,0.202708,3.39913,3.27687,0.806915,0.340567,0.219512,0.195122,9,8,0.353888,1.34844,183,6.43855,183,0.651886,0.651886,0.349474,0.122132,0,0,0,0,0,0,0,0
1.05759,1.34372,6.80817,2249.63,0,24,0.227232,0.982475,0,0.375,0.0833333,0.125,1.09176,1.14633,0.398991,0.112641,2.77482,2.58889,0.792679,0.342851,0.208333,0,5,0,0.643491,1.30569,13,9.21614,13,0.751042,0.751042,0.224923,0.0505904,0,0,0,0,0,0,0,0
1.58582,1.5329,4.93611,936.669,0,16,0.132197,0.441357,0,0.375,0.25,0,1.57146,1.59901,0.329156,0.0762022,2.14658,1.96651,0.957227,0.543925,0.25,0,4,0,0.54331,1.48212,2,7.90487,2,0.54388,0.54388,0.0358713,0.00128675,0,0,0,0,0,0,0,0
1.04389,1.43017,8.60038,1220.67,674.164,43,0.0539416,0.778556,0.552291,0.581395,0,0.116279,1.19352,1.2237,0.468581,0.247002,3.77799,3.80502,0.546373,0.305249,0.0697674,0.0232558,3,1,0.207137,1.33577,44,8.97896,44,0.51029,0.51029,0.367326,0.134928,0,0,0,0,0,0,0,0
1.51713,1.50488,4.21007,525.435,0,8,0.370126,0.637435,0,0.5,0.5,0,1.6002,1.53646,0.264767,0.0418734,3.78369,4.02025,1.16448,0.896868,0.375,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.921975,1.31174,7.02282,713.877,0,24,0.109461,0.815121,0,0.5,0.0833333,0.0416667,1.13603,1.16015,0.453162,0.259004,3.71529,3.76154,0.592279,0.317011,0.0416667,0,1,0,0.0623008,1.33386,21,9.04613,21,0.338599,0.338599,0.29879,0.0892757,0,0,0,0,0,0,0,0
0.649926,1.361,6.27702,1656,1421.18,22,0.376595,1,0.858202,0.318182,0,0.0454545,0.836026,0.743769,0.351242,0.0607824,3.13756,3.20579,0.586058,0.15915,0.0454545,0.0454545,1,1,0.437039,1.41139,81,6.32794,81,0.599979,0.599979,0.221893,0.0492363,0,0,0,0,0,0,0,0
1.48164,1.55655,8.02752,4034.88,0,36,0.140395,0.676074,0,0.305556,0.0555556,0.222222,1.49829,1.51602,0.541865,0.0909033,2.82466,2.92811,1.75104,2.74798,0.805556,0.138889,29,5,0.465005,1.44582,10,12.2329,10,0.639244,0.639244,0.189108,0.0357617,0,0,0,0,0,0,0,0
0.794049,1.40965,8.62706,3922.41,2636.8,55,0.0457948,0.955237,0.67224,0.309091,0,0.109091,1.24733,1.06766,0.625264,0.213981,2.73459,2.78938,0.626412,0.200703,0.0727273,0.145455,4,8,0.172963,1.35124,107,9.98964,107,0.621553,0.621553,0.472117,0.222894,0,0,0,0,0,0,0,0
1.31607,1.49998,8.2671,1092.71,0,35,0.125178,0.688521,0,0.771429,0.114286,0.228571,1.33039,1.40236,0.480298,0.202777,3.64378,3.36719,1.72258,2.33159,0.742857,0.0571429,26,2,0.424769,1.41645,14,9.30109,14,0.632013,0.632013,0.263503,0.069434,0,0,0,0,0,0,0,0
1.83842,1.34153,7.84437,1625.71,0,27,0.509727,0.208061,0,0.62963,0.0740741,0.148148,1.68475,1.8764,0.598645,0.18573,2.01415,1.83466,0.805401,0.372909,0.296296,0.0740741,8,2,0.772079,1.27025,9,9.04123,9,0.774106,0.774106,0.0359671,0.00129363,0,0,0,0,-0,0,0,0
0.483051,1.36536,7.67879,2761.71,2637.14,32,0.315148,0.991425,0.954892,0.40625,0.125,0.1875,0.991062,0.711048,0.592008,0.109429,2.83606,2.96708,1.07821,0.544755,0.40625,0.09375,13,3,0.569611,1.3027,123,6.04735,123,0.705883,0.705883,0.24639,0.0607082,0,0,0,0,0,0,0,0
0.217773,1.37873,7.97598,3508.63,3312.22,33,0.151298,0.986103,0.944019,0.393939,0,0.181818,0.966307,0.620789,0.775819,0.19056,3.02525,3.06749,0.871573,0.262725,0.151515,0.181818,5,6,0.158198,1.36964,130,6.90047,130,0.521451,0.521451,0.394606,0.155714,0,0,0,0,0,0,0,0
2.37732,1.18174,3.89247,836.904,0,9,0.655606,0.0149204,0,0.444444,0.444444,0,2.0423,2.38633,0.524632,0.0921175,4.31475,4.73597,1.31088,0.820769,0.777778,0.111111,7,1,0.587565,1.52321,1,12.0735,1,0.587565,0.587565,0,0,0,0,0,0,0,0,0,0
0.588366,1.40083,6.92066,3070.9,2645.85,30,0.179879,0.996374,0.86159,0.333333,0.0333333,0.1,1.00597,0.737891,0.520978,0.102852,3.26436,3.23381,0.730872,0.208115,0.133333,0.0666667,4,2,0.257155,1.30941,143,6.43072,143,0.513451,0.513451,0.364041,0.132525,2,2,1,0,1,0,0,0
1.05618,1.43947,6.87738,734.233,0,22,0.155359,0.903475,0,0.545455,0,0.0454545,1.24837,1.14485,0.453321,0.134685,2.84284,2.65669,0.918165,0.427448,0.136364,0,3,0,0.606242,1.29862,20,7.62712,20,0.704048,0.704048,0.25047,0.0627355,0,0,0,0,0,0,0,0
0.827911,1.44461,8.44268,3905.49,2536.44,32,0.10898,0.99098,0.649456,0.375,0,0.1875,1.24893,0.91349,0.664272,0.110896,3.10695,3.16762,0.995948,0.220278,0.21875,0.09375,7,3,0.367004,1.40747,116,7.55567,116,0.530781,0.530781,0.26325,0.0693005,0,0,0,0,0,0,0,0
0.535756,1.35563,7.68563,877.113,698.176,30,0.0847997,1,0.795993,0.633333,0,0,0.9266,0.885896,0.466463,0.199711,3.05203,3.04865,0.477401,0.215781,0,0,0,0,0.180234,1.33705,60,8.60063,60,0.659621,0.659621,0.50145,0.251452,0,0,0,0,0,0,0,0
0.959495,1.37993,7.44466,2151.09,0,32,0.147434,0.925249,0,0.40625,0,0.15625,1.1976,1.12245,0.463229,0.180323,3.82615,3.86512,0.580115,0.223358,0.03125,0.03125,1,1,0.467778,1.30651,33,8.27683,33,0.652802,0.652802,0.322758,0.104172,0,0,0,0,0,0,0,0
1.59417,1.46419,8.73256,4992.12,2304.69,65,0.0857344,0.439661,0.461665,0.338462,0.0461538,0.261538,1.61957,1.67608,0.639765,0.27481,3.05316,2.75049,1.6134,1.79697,0.676923,0.2,44,13,0.437311,1.43082,47,12.1701,47,0.55778,0.55778,0.212616,0.0452057,0,0,0,0,0,0,0,0
1.27961,1.59522,5.18551,413.885,0,17,0.157567,0.850813,0,0.705882,0.176471,0,1.26781,1.31085,0.350647,0.085179,3.41511,3.57938,1.24427,1.21965,0.411765,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.593322,1.39023,8.84777,2261.7,2094.24,46,0.058626,0.940696,0.925958,0.413043,0.0434783,0.326087,1.10201,1.01763,0.605899,0.271579,3.05582,3.1495,0.852637,0.539681,0.326087,0.130435,15,6,0.417639,1.34693,60,8.45727,60,0.675299,0.675299,0.308464,0.09515,0,0,0,0,0,0,0,0
1.20048,1.28898,4.46309,1712.1,0,12,0.608149,1,0,0.5,0.5,0,1.06963,1.22639,0.401215,0.0477879,3.11713,2.85205,1.20254,0.845674,0.666667,0,8,0,0.750656,1.28505,30,4.98318,30,0.786442,0.786442,0.0972494,0.00945745,4,5,1,0,1.25,0,0.203,0
1.45539,1.36596,7.57938,945.473,0,31,0.206389,0.448702,0,0.741935,0.129032,0.16129,1.33509,1.61306,0.635084,0.345344,2.72083,2.47397,1.11489,0.78397,0.548387,0.129032,17,4,0.126943,1.35805,21,10.2328,21,0.45283,0.45283,0.363604,0.132208,0,0,0,0,0,0,0,0
1.43617,1.30044,6.41458,856.891,0,11,0.309782,0.690841,0,0.454545,0.363636,0.272727,1.46013,1.4768,0.305016,0.0641166,2.86336,2.30095,1.4351,0.69559,0.363636,0,4,0,0.797623,1.26907,2,12.5545,2,0.797785,0.797785,0.0119329,0.000142394,0,0,0,0,0,0,0,0
1.5981,1.67299,7.08122,1546.25,0,31,0.0819171,0.414429,0,0.451613,0,0.0322581,1.53769,1.61862,0.364673,0.0957864,2.88313,2.85316,1.5493,2.30189,0.677419,0,21,0,0.216658,1.41637,4,14.5869,4,0.581894,0.581894,0.36998,0.136885,0,0,0,0,0,0,0,0
0.715055,1.39255,6.16124,261.887,0,12,0.20835,1,0,0.833333,0.166667,0,0.884952,0.936224,0.323454,0.102349,2.77831,2.98061,0.870186,0.574094,0.416667,0,5,0,0.397715,1.3011,14,6.38828,14,0.712456,0.712456,0.374947,0.140585,0,0,0,0,0,0,0,0
0.421376,1.30957,5.91146,1336.05,1270.43,19,0.135267,1,0.950883,0.210526,0,0,0.729782,0.643866,0.371449,0.0958731,3.02157,2.97259,0.460952,0.154716,0,0,0,0,0.307603,1.3178,107,6.1505,107,0.564627,0.564627,0.35861,0.128601,2,3,1,0,1.5,0,0,0
0.476638,1.38722,8.00196,2829.93,2231.4,40,0.115007,0.984185,0.788499,0.425,0,0.1,1.0593,0.783278,0.653781,0.173436,2.63249,2.78637,0.821368,0.308113,0.3,0.15,12,6,0.0855708,1.31952,130,7.15443,130,0.550767,0.550767,0.483888,0.234148,0,0,0,0,0,0,0,0
0.35231,1.29115,6.45134,816.576,722.833,28,0.0880723,0.981671,0.8852,0.642857,0,0.0714286,0.958039,0.85573,0.669893,0.321483,2.85023,2.86223,0.700074,0.393765,0.0357143,0.142857,1,4,0.303806,1.38145,50,6.3755,50,0.574333,0.574333,0.332881,0.11081,0,0,0,0,0,0,0,0
0.932758,1.16962,4.10177,871.469,0,11,0.252046,1,0,0.272727,0.545455,0,0.895939,1.00455,0.365983,0.0969495,3.36106,3.53895,0.877679,0.49906,0.545455,0,6,0,0.723853,1.28432,25,4.19126,25,0.798685,0.798685,0.166411,0.0276927,0,0,0,0,0,0,0,0
1.23792,1.50709,7.71646,3339.29,0,38,0.114183,0.909369,0,0.394737,0,0.0789474,1.33929,1.29574,0.501831,0.128558,3.30314,3.59784,1.20743,0.606103,0.394737,0.0789474,15,3,0.467008,1.47259,37,8.65097,37,0.574893,0.574893,0.126391,0.0159747,0,0,0,0,0,0,0,0
0.917513,1.42378,11.0132,6369.47,5540.96,74,0.0827939,0.842553,0.869924,0.445946,0,0.567568,1.46975,1.18022,0.733968,0.280047,2.30869,2.2728,0.61783,0.139941,0.108108,0.202703,8,15,0.372766,1.33671,163,9.5597,163,0.637124,0.637124,0.334419,0.111836,0,0,0,0,0,0,0,0
0.777607,1.36467,8.09261,413.199,0,22,0.0783099,0.779444,0,0.863636,0,0.0909091,1.25556,1.24613,0.670468,0.454392,2.38815,2.42549,0.607921,0.372694,0.136364,0.227273,3,5,0.202662,1.45764,28,9.25579,28,0.589824,0.589824,0.390615,0.15258,0,0,0,0,0,0,0,0
