PMTBaryTheta,PMTAvgDist,PMTAvgT,PMTQtotal,PMTQtotalClustered,PMTHits,PMTFracQmax,PMTFracQdownstream,PMTFracClustered,PMTFracLowQ,PMTFracEarly,PMTFracLate,PMTRMSTheta,PMTVarTheta,PMTRMSThetaBary,PMTVarThetaBary,PMTRMSPhi,PMTVarPhi,PMTRMSPhiBary,PMTVarPhiBary,PMTFracLargeAnglePhi,PMTFracLargeAngleTheta,PMTHitsLargeAnglePhi,PMTHitsLargeAngleTheta,LAPPDBaryTheta,LAPPDAvgDist,LAPPDQtotal,LAPPDAvgT,LAPPDHits,LAPPDRMSTheta,LAPPDVarTheta,LAPPDRMSThetaBary,LAPPDVarThetaBary,MrdLayers,MrdPaddles,MrdConsLayers,MrdAdjHits,MrdPadPerLayer,MrdXSpread,MrdYSpread,MrdClusters
0.682147,1.38201,7.70778,3251.85,3075.01,43,0.0977683,0.97209,0.945618,0.418605,0.139535,0.139535,1.07874,0.98437,0.541604,0.195395,2.97586,3.12846,1.05773,0.69013,0.395349,0.0930233,17,4,0.20924,1.39094,79,8.26253,79,0.603941,0.603941,0.415039,0.172257,0,0,0,0,0,0,0,0
0.555377,1.39529,7.99694,2305.62,1878.1,31,0.130821,0.993872,0.814576,0.225806,0,0.0645161,0.92782,0.7852,0.486727,0.126352,3.35156,3.18178,0.650453,0.176729,0.0322581,0.0645161,1,2,0.21113,1.35581,119,7.90004,119,0.582187,0.582187,0.408699,0.167035,4,4,2,0,1,0,0,0
1.16872,1.38955,8.81637,4583.74,3244.78,47,0.0977696,0.83869,0.70789,0.425532,0,0.255319,1.38881,1.26318,0.626369,0.177061,2.81337,2.58251,0.971365,0.364482,0.340426,0.0851064,16,4,0.542779,1.32746,114,8.59597,114,0.701118,0.701118,0.222018,0.049292,0,0,0,0,0,0,0,0
1.2097,1.44156,8.36414,4406.72,1737.4,58,0.109715,0.816633,0.394262,0.37931,0.0172414,0.172414,1.46911,1.30289,0.616256,0.204298,3.35254,3.35996,0.887737,0.359143,0.293103,0.103448,17,6,0.226822,1.33402,57,10.3853,57,0.51988,0.51988,0.363579,0.132189,0,0,0,0,0,0,0,0
0.489644,1.41051,9.77533,3692.95,3271,54,0.10425,0.980339,0.885741,0.444444,0,0.37037,1.17451,0.852917,0.757334,0.223122,3.32821,3.18892,0.744642,0.246172,0.148148,0.185185,8,10,0.15789,1.33065,124,9.25699,124,0.589481,0.589481,0.45974,0.211361,0,0,0,0,0,0,0,0
0.229149,1.29516,6.72721,1088.26,1020.34,25,0.176989,1,0.937585,0.4,0,0,0.733417,0.68354,0.521824,0.229936,3.17416,3.20406,0.463425,0.194019,0,0,0,0,0.02959,1.32786,61,7.21433,61,0.560136,0.560136,0.535477,0.286736,0,0,0,0,0,0,0,0
0.173093,1.36243,8.02647,1524.2,1436.83,32,0.106492,0.992728,0.942675,0.375,0,0.15625,0.878593,0.722313,0.722816,0.322654,3.32806,3.36806,0.566209,0.196366,0.0625,0.25,2,8,0.324,1.37588,61,7.45514,61,0.627442,0.627442,0.349697,0.122288,2,5,0,0,2.5,0.2295,0,0
0.214772,1.38765,8.55201,3275.54,3118.4,39,0.10224,0.992849,0.952027,0.410256,0,0.25641,1.00524,0.667582,0.817377,0.229529,3.10865,3.19879,0.680055,0.167207,0.0769231,0.25641,3,10,0.11399,1.33383,204,6.94804,204,0.517275,0.517275,0.431075,0.185826,0,0,0,0,0,0,0,0
1.05074,1.49077,7.46755,662.713,0,30,0.101099,0.848808,0,0.833333,0.2,0.166667,1.25327,1.18406,0.460131,0.174743,2.41272,2.62493,1.63675,2.0228,0.7,0,21,0,0.381874,1.37814,6,11.6444,6,0.579598,0.579598,0.2829,0.0800325,0,0,0,0,0,0,0,0
1.27506,1.44608,8.09788,2136.89,0,36,0.0909203,0.789615,0,0.333333,0,0.111111,1.39078,1.34855,0.576573,0.17013,3.44451,3.48544,1.11667,0.721561,0.361111,0.111111,13,4,0.400821,1.38762,40,9.74822,40,0.619036,0.619036,0.26546,0.0704688,0,0,0,0,0,0,0,0
0.346462,1.38843,7.30836,2777.99,2601.68,31,0.15326,0.988007,0.936531,0.451613,0,0.16129,0.994728,0.635122,0.707943,0.138827,3.06653,3.00917,0.812702,0.221262,0.0967742,0.193548,3,6,0.1844,1.33194,197,5.9381,197,0.432853,0.432853,0.325093,0.105685,0,0,0,0,0,0,0,0
1.53099,1.46166,8.36451,1923.31,0,42,0.0637435,0.514432,0,0.309524,0,0.047619,1.6881,1.61753,0.55111,0.25292,4.22576,4.30629,0.91743,0.53001,0.238095,0.119048,10,5,0.637052,1.29554,19,9.15113,19,0.729558,0.729558,0.230437,0.053101,0,0,0,0,0,0,0,0
0.314799,1.33172,8.0795,1791.9,1698.43,35,0.254711,1,0.947836,0.457143,0,0.0857143,0.909176,0.761522,0.62545,0.244891,3.24791,3.32001,0.538571,0.171168,0.0571429,0.171429,2,6,0.0350866,1.31269,45,8.78427,45,0.620885,0.620885,0.590722,0.348953,0,0,0,0,0,0,0,0
2.07436,1.47287,7.30266,636.235,0,22,0.24526,0.174588,0,0.727273,0.181818,0.227273,1.99318,2.03474,0.432829,0.128433,4.15139,3.84836,1.88191,3.03383,0.818182,0,18,0,0.226961,1.27206,4,10.5647,4,0.408679,0.408679,0.310484,0.0964003,0,0,0,0,-0,0,0,0
0.4403,1.43896,10.2045,5818.95,4844.81,90,0.0531873,0.930385,0.832592,0.488889,0,0.466667,1.42386,1.04884,1.03334,0.458701,3.14917,3.17118,0.975241,0.420409,0.311111,0.433333,28,39,0.213676,1.33167,267,9.04773,267,0.663817,0.663817,0.473026,0.223753,0,0,0,0,0,0,0,0
0.58267,1.32711,7.91747,1701.29,1628.02,36,0.13755,0.993532,0.956934,0.472222,0.0277778,0.138889,0.941045,0.962938,0.462087,0.214126,3.03004,3.16211,0.837068,0.513535,0.333333,0.0277778,12,1,0.0779349,1.37511,65,9.67848,65,0.654733,0.654733,0.581067,0.337639,1,1,0,0,1,0,0,0
1.11915,1.42668,8.46826,1750.97,924.846,41,0.0529567,0.790667,0.528191,0.365854,0,0.097561,1.24764,1.2542,0.505106,0.223032,3.48132,3.51411,0.652125,0.360737,0.146341,0.0243902,6,1,0.171177,1.30887,35,10.7543,35,0.502292,0.502292,0.391612,0.15336,0,0,0,0,0,0,0,0
0.419228,1.41004,8.67099,4705.68,4400.23,47,0.217414,0.993634,0.935089,0.446809,0,0.297872,1.0342,0.760796,0.662333,0.177331,3.21794,3.14946,0.700722,0.291794,0.191489,0.170213,9,8,0.467138,1.32277,197,7.3354,197,0.656198,0.656198,0.293129,0.0859245,4,4,2,0,1,0,0,0
1.41025,1.511,6.39086,2013.39,0,21,0.160226,0.74543,0,0.333333,0.238095,0.047619,1.51629,1.44074,0.453688,0.0683073,3.24684,2.5282,1.39472,0.924306,0.571429,0.047619,12,1,0.192012,1.50773,3,18.6281,3,0.571791,0.571791,0.379925,0.144343,0,0,0,0,0,0,0,0
1.03583,1.42206,7.56167,1986.33,1168.77,36,0.0774775,0.957886,0.588405,0.361111,0,0.0833333,1.25234,1.15314,0.555452,0.174574,3.58656,3.65822,0.863122,0.326594,0.194444,0.0555556,7,2,0.466656,1.31384,87,7.91473,87,0.657806,0.657806,0.317092,0.100547,0,0,0,0,0,0,0,0
1.62569,1.3133,5.86827,948.161,0,21,0.251157,0.411327,0,0.761905,0.285714,0.142857,1.64693,1.65378,0.406523,0.0924469,3.63138,3.87866,1.47801,1.18844,0.666667,0.047619,14,1,0.170899,1.32864,11,11.1724,11,0.561647,0.561647,0.434238,0.188563,0,0,0,0,0,0,0,0
1.05577,1.20867,3.09349,111.244,0,5,0.420487,1,0,0.8,0.6,0,1.04203,1.16443,0.398341,0.127687,3.08681,2.86608,1.07944,0.765725,0.4,0,2,0,0.194919,1.3352,8,7.44922,8,0.511019,0.511019,0.383914,0.14739,0,0,0,0,0,0,0,0
1.12067,1.42335,9.28741,4736.62,1501.53,52,0.335184,0.904639,0.317004,0.403846,0,0.269231,1.31309,1.20487,0.526221,0.122992,3.39477,3.37427,0.98583,0.54907,0.288462,0.0769231,15,4,0.404801,1.4186,52,9.81074,52,0.487236,0.487236,0.226241,0.051185,0,0,0,0,0,0,0,0
0.400921,1.39936,7.96131,2935.36,2416.11,46,0.231199,0.988101,0.823104,0.478261,0,0.130435,1.03792,0.805942,0.679975,0.238172,3.35279,3.39581,0.702148,0.242023,0.130435,0.23913,6,11,0.077013,1.33584,219,6.83446,219,0.491484,0.491484,0.434167,0.188501,0,0,0,0,0,0,0,0
0.145751,1.38524,8.65856,3882.03,3615.88,50,0.114569,0.98168,0.93144,0.44,0.02,0.32,1.12176,0.735397,0.990698,0.372813,3.52497,3.4254,0.827158,0.326812,0.22,0.48,11,24,0.168437,1.35235,183,7.75461,183,0.608601,0.608601,0.465506,0.216696,0,0,0,0,0,0,0,0
0.982245,1.36428,7.36094,1931.61,1849.71,32,0.134057,0.860926,0.957599,0.40625,0.15625,0.1875,1.14816,1.16565,0.463719,0.214236,3.26898,3.41049,1.03848,0.704173,0.46875,0.03125,15,1,0.274802,1.30516,60,8.40036,60,0.598116,0.598116,0.412818,0.170419,0,0,0,0,0,0,0,0
0.363558,1.39876,8.62059,3884.54,3231.33,53,0.0722436,0.974524,0.831844,0.433962,0,0.207547,1.16699,0.835659,0.847043,0.284127,3.06442,3.03132,0.813546,0.258858,0.207547,0.339623,11,18,0.0419137,1.34972,227,7.87365,227,0.617766,0.617766,0.580229,0.336665,0,0,0,0,0,0,0,0
0.359565,1.42049,8.93904,4512.31,4075.21,71,0.175317,0.963212,0.903133,0.549296,0.0422535,0.323944,1.26185,0.904427,0.941156,0.373443,3.61937,3.43492,1.07704,0.582318,0.422535,0.450704,30,32,0.159248,1.32776,163,8.32966,163,0.61826,0.61826,0.482622,0.232924,0,0,0,0,0,0,0,0
1.30259,1.52569,7.22005,3648.59,0,33,0.24181,0.841202,0,0.212121,0.181818,0.181818,1.45333,1.35706,0.482598,0.0897615,3.96821,3.54518,1.96841,2.49026,0.878788,0.030303,29,1,0.443524,1.41937,6,10.4862,6,0.572681,0.572681,0.251048,0.0630251,0,0,0,0,0,0,0,0
0.251692,1.42455,9.45848,3664.01,3028.41,70,0.14126,0.93137,0.826529,0.471429,0,0.328571,1.32077,0.963394,1.09618,0.569344,3.24611,3.14412,0.725359,0.253318,0.142857,0.485714,10,34,0.0567409,1.34626,162,9.29232,162,0.63084,0.63084,0.579886,0.336268,0,0,0,0,0,0,0,0
0.421454,1.23921,6.00402,1900.09,1856.43,22,0.228086,0.992812,0.977023,0.454545,0.136364,0.0454545,0.912828,0.653101,0.599367,0.108174,3.374,3.18323,0.934711,0.355854,0.318182,0.0909091,7,2,0.486901,1.31591,157,5.58627,157,0.663123,0.663123,0.29578,0.0874857,0,0,0,0,0,0,0,0
1.40938,1.43293,9.08282,2531.86,0,51,0.0791767,0.574647,0,0.372549,0,0.215686,1.49762,1.52662,0.524366,0.275964,2.19686,2.08604,0.618435,0.2415,0.0588235,0.0784314,3,4,0.427056,1.33188,25,10.42,25,0.713417,0.713417,0.315605,0.0996066,0,0,0,0,0,0,0,0
1.62728,1.70584,7.40628,2198.58,0,31,0.0898337,0.369162,0,0.290323,0,0.0967742,1.53436,1.64741,0.439194,0.108304,3.0939,2.91553,2.38729,6.41194,0.967742,0.0322581,30,1,0.322253,1.52661,4,12.3017,4,0.590811,0.590811,0.268728,0.0722149,0,0,0,0,0,0,0,0
0.885968,1.43433,8.53133,5454.64,3635.79,52,0.141124,0.962411,0.666549,0.5,0,0.25,1.35275,1.006,0.670888,0.145323,3.10441,3.07815,1.19345,0.418588,0.365385,0.153846,19,8,0.440492,1.44486,158,7.71699,158,0.524896,0.524896,0.217475,0.0472954,3,3,0,0,1,0,0,0
0.340353,1.36852,8.54402,5320.92,5004.58,48,0.179579,0.988362,0.940549,0.520833,0,0.270833,1.14535,0.665265,0.853818,0.159506,3.45624,3.23738,0.931941,0.243519,0.208333,0.270833,10,13,0.187214,1.35716,216,7.18037,216,0.571278,0.571278,0.418204,0.174895,0,0,0,0,0,0,0,0
1.02693,1.44744,7.80739,2801.45,1657.51,33,0.0781221,0.962054,0.591663,0.242424,0,0.0606061,1.15328,1.11921,0.445061,0.140608,2.9426,2.847,0.679724,0.276733,0.151515,0,5,0,0.385952,1.36341,88,8.96204,88,0.624106,0.624106,0.309464,0.0957678,0,0,0,0,0,0,0,0
1.19133,1.40644,9.96039,5477.12,4277.36,74,0.0858534,0.73943,0.78095,0.459459,0,0.391892,1.4747,1.36966,0.624405,0.251868,2.42766,2.1414,0.860385,0.245893,0.243243,0.121622,18,9,0.520597,1.31079,175,8.99798,175,0.70837,0.70837,0.288768,0.0833867,0,0,0,0,0,0,0,0
1.35693,1.39542,8.8806,4772.04,4256.58,54,0.142347,0.643314,0.891984,0.407407,0.0185185,0.407407,1.42178,1.48314,0.610445,0.256554,2.59271,2.40885,0.925031,0.494261,0.407407,0.12963,22,7,0.585679,1.29392,73,9.47362,73,0.714276,0.714276,0.246166,0.0605975,0,0,0,0,0,0,0,0
0.943357,1.26017,6.31678,710.856,0,23,0.129126,0.856683,0,0.521739,0.173913,0.0434783,1.11575,1.18543,0.50559,0.263266,3.48137,3.54789,0.871083,0.657862,0.304348,0.0434783,7,1,0.0733878,1.44481,12,9.22898,12,0.542845,0.542845,0.475819,0.226403,0,0,0,0,0,0,0,0
0.787209,1.46517,7.10002,2943.5,2582.44,31,0.246725,0.981527,0.87734,0.516129,0.0322581,0.0645161,1.15891,0.868621,0.542861,0.0969264,3.80333,3.55949,0.887239,0.232558,0.193548,0.0645161,6,2,0.433792,1.42371,134,6.21699,134,0.580613,0.580613,0.227892,0.0519349,3,5,1,0,1.66667,0,0.406,0
1.00682,1.50044,6.39657,672.355,0,18,0.1117,1,0,0.277778,0,0,1.03925,1.08754,0.38483,0.159167,2.81062,2.75157,0.567943,0.354264,0.0555556,0,1,0,0.488279,1.45343,10,7.42106,10,0.553265,0.553265,0.157275,0.0247354,0,0,0,0,0,0,0,0
0.800348,1.36931,7.41745,3364.39,3067.21,39,0.284055,0.978765,0.911669,0.487179,0.0512821,0.153846,1.16623,0.936397,0.551507,0.129278,3.1098,3.05814,0.888357,0.438795,0.333333,0.128205,13,5,0.512663,1.28615,81,6.92908,81,0.670076,0.670076,0.323798,0.104845,0,0,0,0,0,0,0,0
0.661242,1.42144,9.16347,3774.85,2966.43,51,0.0977865,0.980456,0.78584,0.27451,0,0.156863,1.18134,0.930007,0.630736,0.185845,3.3952,3.26391,0.661964,0.209468,0.137255,0.137255,7,7,0.341982,1.40721,305,8.49171,305,0.60327,0.60327,0.302708,0.0916322,3,3,1,0,1,0,0,0
0.0369403,1.29312,6.04267,1011.98,1011.98,22,0.131909,1,1,0.454545,0.0454545,0,0.64911,0.611269,0.613831,0.330886,3.40638,3.44014,0.482103,0.261793,0,0.0454545,0,1,0.436894,1.34393,57,5.96338,57,0.720646,0.720646,0.303446,0.0920797,0,0,0,0,0,0,0,0
0.830168,1.33942,6.51736,801.796,666.666,22,0.133421,1,0.831466,0.590909,0,0,0.971277,1.01526,0.358398,0.137982,2.7522,2.66716,0.547945,0.23093,0.0454545,0,1,0,0.26647,1.34377,50,7.6726,50,0.577894,0.577894,0.374184,0.140014,0,0,0,0,0,0,0,0
0.574432,1.37833,8.56543,3168.63,2539.86,48,0.0661904,0.979174,0.801563,0.375,0,0.1875,1.19238,0.88566,0.727927,0.195292,3.22805,3.09535,0.798839,0.224962,0.104167,0.166667,5,8,0.281365,1.34462,157,8.21242,157,0.642677,0.642677,0.396062,0.156865,0,0,0,0,0,0,0,0
1.00335,1.48898,6.80133,463.98,0,15,0.161818,1,0,0.666667,0,0,1.06325,1.07747,0.413942,0.142405,3.22284,3.27605,0.531747,0.217765,0,0,0,0,0.25919,1.36111,16,7.6336,16,0.400105,0.400105,0.270283,0.0730527,0,0,0,0,0,0,0,0
0.226291,1.40667,9.80872,5439.59,5132.8,53,0.289019,0.978852,0.9436,0.584906,0,0.45283,1.23844,0.617758,1.04055,0.199524,3.33538,3.30046,0.940264,0.157307,0.226415,0.396226,12,21,0.0575566,1.31855,422,6.94084,422,0.365291,0.365291,0.328986,0.108232,0,0,0,0,0,0,0,0
0.734854,1.32542,5.30092,484.873,0,19,0.10086,1,0,0.684211,0.105263,0,1.00356,0.947643,0.447833,0.166363,3.01754,2.96291,0.712726,0.402953,0.263158,0,5,0,0.398173,1.32772,34,6.69078,34,0.620798,0.620798,0.335145,0.112322,0,0,0,0,0,0,0,0
1.2494,1.2922,5.25937,590.404,0,9,0.29808,0.940711,0,0.555556,0.666667,0.222222,1.48538,1.28378,0.407641,0.0451857,3.45965,3.68369,1.44722,0.768424,0.222222,0,2,0,0.765168,1.28816,17,5.10919,17,0.80088,0.80088,0.0752768,0.00566659,0,0,0,0,0,0,0,0
0.603568,1.41137,7.17851,1368.48,1146.86,29,0.116393,1,0.838054,0.517241,0,0.0344828,0.913282,0.788982,0.421126,0.11224,3.02738,3.11111,0.584672,0.228419,0.0689655,0,2,0,0.195255,1.32807,38,7.78107,38,0.506578,0.506578,0.372767,0.138956,4,6,3,0,1.5,0.135333,0,1
0.698958,1.44484,8.63695,3601.53,2807.3,39,0.163978,0.979511,0.779475,0.538462,0,0.25641,1.23126,0.827118,0.681885,0.117599,3.20559,3.1005,0.986682,0.250273,0.230769,0.128205,9,5,0.447282,1.44438,287,6.21235,287,0.506572,0.506572,0.197367,0.0389538,0,0,0,0,0,0,0,0
1.35092,1.40607,4.95213,1765.12,0,19,0.595469,0.889185,0,0.526316,0.421053,0,1.40897,1.37172,0.345801,0.0415766,3.7695,3.78617,0.99939,0.591925,0.263158,0,5,0,0.616065,1.28934,10,7.68526,10,0.780864,0.780864,0.189215,0.0358023,0,0,0,0,0,0,0,0
1.26387,1.33199,3.37754,478.697,0,5,0.617054,1,0,0.2,0.8,0,1.21449,1.27686,0.129239,0.0119416,2.54114,2.40429,0.674599,0.289828,0,0,0,0,0.859423,1.2734,1,4.4107,1,0.859423,0.859423,0,0,0,0,0,0,0,0,0,0
1.82129,1.36263,4.38919,936.366,0,13,0.533109,0.235139,0,0.461538,0.307692,0,1.57643,1.84472,0.436752,0.100819,3.78957,4.13198,1.27285,0.906074,0.769231,0,10,0,0.525901,1.27855,3,8.92087,3,0.650556,0.650556,0.336083,0.112952,0,0,0,0,0,0,0,0
0.283767,1.3364,6.73306,1310.58,1239.94,29,0.130022,0.990639,0.9461,0.448276,0.137931,0.0689655,0.915002,0.710344,0.670726,0.217659,2.8592,2.90534,0.837383,0.455569,0.241379,0.137931,7,4,0.362525,1.3233,87,6.08665,87,0.686431,0.686431,0.370716,0.13743,0,0,0,0,0,0,0,0
0.45358,1.40804,8.47715,4832.34,4213.32,48,0.1893,0.979187,0.871901,0.375,0.0625,0.291667,1.1787,0.767884,0.785895,0.188703,4.11481,3.78042,1.22677,0.712179,0.520833,0.3125,25,15,0.170705,1.30865,124,6.78231,124,0.640933,0.640933,0.493856,0.243894,0,0,0,0,0,0,0,0
1.30411,1.42013,10.0166,4514.62,4139.78,70,0.0876513,0.602784,0.916971,0.514286,0.0285714,0.485714,1.51369,1.4952,0.641414,0.339482,3.62758,3.82912,1.13611,0.652603,0.485714,0.157143,34,11,0.34948,1.33589,55,10.7547,55,0.644673,0.644673,0.355405,0.126313,0,0,0,0,0,0,0,0
0.419051,1.44306,9.94534,4773.1,4350.47,66,0.0972282,0.975134,0.911456,0.515152,0.0151515,0.484848,1.18337,0.878546,0.807454,0.27359,2.8766,3.00681,0.92254,0.470704,0.348485,0.318182,23,21,0.352234,1.33441,205,8.09648,205,0.662474,0.662474,0.360979,0.130306,0,0,0,0,0,0,0,0
1.31131,1.65606,6.45452,1863.83,0,22,0.133441,0.892697,0,0.227273,0,0.0454545,1.37653,1.35588,0.352509,0.0820822,3.48778,3.46014,1.11541,0.707438,0.363636,0,8,0,0.423092,1.41962,6,9.74083,6,0.629356,0.629356,0.221056,0.0488658,0,0,0,0,0,0,0,0
0.620855,1.38965,8.41334,3902.67,3211.42,55,0.0860409,0.953796,0.822878,0.436364,0.0545455,0.272727,1.27664,0.987097,0.770686,0.25353,3.67504,3.43738,1.22299,0.78013,0.509091,0.218182,28,12,0.32708,1.3194,147,7.54037,147,0.639147,0.639147,0.371804,0.138238,0,0,0,0,0,0,0,0
0.580749,1.38232,8.10679,4000.55,3855.13,42,0.119764,0.995726,0.963648,0.428571,0.0952381,0.309524,0.988829,0.876166,0.503502,0.162698,3.49566,3.26857,1.07421,0.627931,0.47619,0.047619,20,2,0.382811,1.34149,101,7.12692,101,0.661515,0.661515,0.332583,0.110612,0,0,0,0,0,0,0,0
0.642899,1.34704,5.475,1661.63,1520.03,15,0.473997,1,0.91478,0.2,0.266667,0,0.817343,0.732062,0.333426,0.0594354,3.24065,3.08519,0.784166,0.368558,0.2,0,3,0,0.341442,1.34204,44,6.36579,44,0.600588,0.600588,0.339083,0.114978,0,0,0,0,0,0,0,0
0.92672,1.48185,7.76753,2762.65,1905.86,37,0.0790998,0.968779,0.689864,0.351351,0,0.135135,1.24131,1.02965,0.541277,0.147203,3.16692,3.01124,0.831605,0.293781,0.216216,0.0810811,8,3,0.328839,1.37846,68,8.62444,68,0.552911,0.552911,0.302016,0.0912134,0,0,0,0,0,0,0,0
1.47598,1.46112,8.83782,5044,2163.13,61,0.0626977,0.59819,0.428852,0.393443,0.0163934,0.229508,1.60723,1.53731,0.583828,0.21067,3.22818,3.4585,1.83549,2.65374,0.737705,0.180328,45,11,0.473026,1.46721,71,10.932,71,0.576711,0.576711,0.173292,0.0300303,0,0,0,0,0,0,0,0
1.18023,1.28471,4.82549,1212.25,0,17,0.534119,0.980927,0,0.647059,0.470588,0,1.16487,1.23155,0.441995,0.0786154,3.32807,3.28482,1.45022,1.27014,0.823529,0,14,0,0.545597,1.2703,8,6.33057,8,0.740188,0.740188,0.29767,0.0886072,0,0,0,0,0,0,0,0
0.97709,1.54416,6.12304,1972.42,866.829,21,0.111911,0.993667,0.439475,0.285714,0.047619,0,1.09564,1.02046,0.37537,0.0798651,3.35652,3.43706,0.854982,0.3804,0.190476,0,4,0,0.491189,1.46304,54,6.23447,54,0.528319,0.528319,0.118154,0.0139603,0,0,0,0,0,0,0,0
0.87724,1.4214,9.0919,4351.91,2865.89,51,0.120375,0.948724,0.658535,0.294118,0,0.294118,1.34619,1.02286,0.652523,0.164327,4.00775,3.83559,1.02983,0.415303,0.333333,0.156863,17,8,0.3848,1.40392,149,8.23902,149,0.543969,0.543969,0.26011,0.067657,0,0,0,0,0,0,0,0
0.291101,1.42145,9.43812,4575.94,4068.28,58,0.0940173,0.989511,0.889059,0.344828,0,0.327586,1.08698,0.774507,0.820312,0.28234,3.09817,3.0958,0.508963,0.121697,0.0344828,0.327586,2,19,0.133755,1.34787,213,8.7014,213,0.496876,0.496876,0.399237,0.15939,3,4,1,0,1.33333,0.0338333,0,0
1.06132,1.46419,9.49304,5617.69,2988.04,56,0.0544357,0.889599,0.5319,0.375,0,0.285714,1.36482,1.15664,0.572943,0.167968,3.3022,3.01568,1.04546,0.395674,0.321429,0.0714286,18,4,0.463357,1.44762,105,8.30958,105,0.543791,0.543791,0.181634,0.0329908,0,0,0,0,0,0,0,0
1.11359,1.47892,8.2553,3938.9,1953.14,57,0.0905602,0.863894,0.49586,0.421053,0,0.0877193,1.4473,1.21114,0.602927,0.18771,3.18977,3.23465,1.02498,0.433416,0.315789,0.105263,18,6,0.2929,1.3886,43,9.41606,43,0.535545,0.535545,0.319983,0.102389,0,0,0,0,0,0,0,0
1.04955,1.5227,8.05783,1031.18,0,30,0.120243,0.774687,0,0.633333,0,0.0666667,1.30965,1.1644,0.482421,0.265806,3.07822,3.09165,0.923181,0.682742,0.3,0,9,0,0.117419,1.36109,14,9.52842,14,0.523539,0.523539,0.43277,0.18729,0,0,0,0,0,0,0,0
0.817914,1.33756,7.86266,1072.34,823.116,36,0.0785499,0.894627,0.767588,0.666667,0,0.0833333,1.13811,1.11213,0.528739,0.273294,2.47933,2.47626,0.513841,0.240857,0.0555556,0.138889,2,5,0.132495,1.40076,47,9.24161,47,0.552189,0.552189,0.435498,0.189659,0,0,0,0,0,0,0,0
0.0159802,1.34322,8.10216,340.531,0,16,0.13144,0.969826,0,0.875,0,0.1875,0.995934,0.920086,0.98133,0.819244,3.47104,3.41613,0.698402,0.379081,0.0625,0.375,1,6,0.190905,1.32169,13,7.69407,13,0.682618,0.682618,0.503317,0.253328,0,0,0,0,0,0,0,0
0.385088,1.32289,7.59797,3617.59,3459.84,34,0.17144,0.986947,0.956392,0.529412,0.147059,0.235294,1.11877,0.683016,0.806736,0.145923,3.01911,3.12092,1.16685,0.408221,0.323529,0.205882,11,7,0.403009,1.32441,222,5.6992,222,0.629464,0.629464,0.321442,0.103325,0,0,0,0,0,0,0,0
0.854553,1.4296,9.03157,3123.66,2580.57,43,0.0868376,0.93928,0.826136,0.395349,0,0.255814,1.23473,1.05601,0.552702,0.205174,2.58355,2.51107,0.592702,0.178129,0.0232558,0.162791,1,7,0.244117,1.34714,126,8.26075,126,0.470568,0.470568,0.321477,0.103348,0,0,0,0,0,0,0,0
1.30751,1.4899,7.45345,3668.52,0,35,0.100031,0.769549,0,0.257143,0.0571429,0.0857143,1.48505,1.37158,0.557537,0.144422,3.49706,3.47502,1.26225,0.942324,0.571429,0.114286,20,4,0.493113,1.42167,41,9.92652,41,0.635707,0.635707,0.187814,0.0352741,0,0,0,0,0,0,0,0
0.438432,1.41004,9.35501,3938.68,3570.69,55,0.152642,0.986797,0.90657,0.418182,0,0.345455,1.07146,0.852844,0.680816,0.243324,3.04851,3.19771,0.770909,0.295465,0.163636,0.181818,9,10,0.325862,1.31375,188,8.45681,188,0.656366,0.656366,0.389135,0.151426,0,0,0,0,0,0,0,0
1.5952,1.34496,7.55746,1365.03,0,30,0.108842,0.429092,0,0.466667,0.0666667,0.166667,1.517,1.68921,0.607888,0.29767,3.96549,4.10581,0.891535,0.56559,0.266667,0.2,8,6,0.727387,1.2848,13,9.96547,13,0.766656,0.766656,0.0936447,0.00876934,0,0,0,0,0,0,0,0
0.224687,1.3782,7.99494,3333.89,3112.41,39,0.151832,0.996939,0.933569,0.461538,0,0.25641,0.954053,0.6378,0.749823,0.196547,2.61153,2.7518,0.900905,0.424412,0.333333,0.230769,13,9,0.0795461,1.34814,195,6.76446,195,0.532813,0.532813,0.468864,0.219833,4,4,2,0,1,0,0,0
0.174004,1.39684,9.16934,2852.29,2602.43,42,0.221723,0.971493,0.912399,0.452381,0,0.309524,1.22303,0.715379,1.07794,0.332768,3.10593,3.09432,0.965897,0.230352,0.166667,0.380952,7,16,0.0942967,1.32237,330,7.05433,330,0.450937,0.450937,0.38689,0.149684,0,0,0,0,0,0,0,0
1.15369,1.36895,7.62349,3313.3,3150.02,41,0.134033,0.769959,0.950718,0.512195,0.0487805,0.170732,1.40776,1.28868,0.594059,0.223657,3.71937,3.86342,1.07061,0.470508,0.317073,0.097561,13,4,0.500572,1.29844,30,7.52173,30,0.681624,0.681624,0.311887,0.0972734,0,0,0,0,0,0,0,0
0.405012,1.4226,11.5886,10071.4,8770.41,88,0.193492,0.953071,0.870824,0.556818,0,0.625,1.48531,0.817092,1.12695,0.27171,2.96895,2.9926,1.04923,0.303378,0.375,0.522727,33,46,0.150001,1.35633,383,8.76931,383,0.519523,0.519523,0.40376,0.163022,5,8,2,0,1.6,0.153,0.15225,0
