probability,efficiency,purity,rel_uncertainty,efficiency*purity,efficiency*purity**2
0.0,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.01,0.9998065514573123,0.5021374441349828,0.013870393848195639,0.502040306378186,0.25209323629748603
0.02,0.9988393087438742,0.5227104002159682,0.013507548659123231,0.5221036948249514,0.2729090312761861
0.03,0.9958730977559969,0.5468451242829828,0.013117282840819061,0.5445883479124572,0.297805482797252
0.04,0.9934227495486201,0.564405041031653,0.012849184748531965,0.5606928077207665,0.3164578471477919
0.05,0.9914237812741811,0.5790960451977402,0.012632796487515467,0.5741295908508676,0.33247617549273406
0.06,0.990005158627805,0.5915693754093939,0.012452835847637227,0.5856567333415286,0.346456587947154
0.07,0.9886510188289915,0.6012784815090788,0.012317665099357472,0.5944545833438997,0.35743274919913215
0.08,0.9869744647923653,0.6108228908931279,0.012189623804386148,0.6028665958221703,0.368244716882997
0.09,0.9849754965179263,0.6193488221222073,0.012080466807963213,0.6100434135876139,0.37782966964889925
0.1,0.9832989424813,0.6273243376666118,0.01197890763526529,0.6168473578203613,0.3869633601860576
0.11,0.9822027340727366,0.6345609065155807,0.01188559819604344,0.6232674573152777,0.3955011627156436
0.12,0.9803972143409853,0.6408159824664924,0.01181118662285454,0.6282542041153308,0.40259533504886996
0.13,0.9791720402372969,0.6468032542488393,0.011737807317997895,0.6333316620949591,0.4096409800618458
0.14,0.9782692803714212,0.6533029024201189,0.011656564310527015,0.6391061602150906,0.4175299094230962
0.15,0.9764637606396699,0.6592798989942966,0.01158852552979001,0.6437629294861126,0.4244199591278768
0.16,0.9744003095176683,0.6635198032844472,0.011545366306201031,0.6465339016914677,0.42898804726704876
0.17,0.9727882383286046,0.6675516615779459,0.011502591522462607,0.6493864048597429,0.43349897357025
0.18,0.9708537529017282,0.6722929225273498,0.011452942028817815,0.6526981068849483,0.43880431780575047
0.19,0.9691771988651019,0.6767526678373632,0.011405807432654532,0.6558932549391004,0.443877510096568
0.2,0.9673716791333505,0.6804553907561119,0.011369402150730096,0.6582532739310801,0.44791198872926313
0.21,0.9652437451637864,0.6841095013939034,0.011335760724406653,0.6603324172275818,0.451739680703792
0.22,0.96330925973691,0.6880843811892589,0.011297213534788795,0.6628380558799547,0.45608851350885
0.23,0.9609878772246583,0.6915866165483318,0.011267105166352846,0.664606354553765,0.4596328600823593
0.24,0.9590533917977818,0.6945780600569748,0.01124127660601954,0.666137444365965,0.4626844538390229
0.25,0.9568609749806551,0.6975508860997509,0.011217346041135421,0.6674592209720276,0.4655867710244873
0.26,0.9542816610781533,0.7007434064112884,0.01119313571803744,0.6687065818597278,0.4685917280620347
0.27,0.9509930358524632,0.7045335116801223,0.011165950526366944,0.6700064631324764,0.472042006319102
0.28,0.9482202734072737,0.7075834857087865,0.01114499532809881,0.6709450062772573,0.47474960626056534
0.29,0.9450606138767088,0.7105939393939394,0.011126956133012662,0.6715543445807052,0.4772024472327183
0.3,0.9420944028888316,0.7130655473668798,0.01111446030400243,0.6717750610671984,0.4790196516273009
0.31,0.9395150889863296,0.7160057005258244,0.011094137186644749,0.6726981594442392,0.4816557168953051
0.32,0.9364199123033273,0.7188397188397189,0.011078283734719257,0.673135826476038,0.48387676824497694
0.33,0.9332602527727625,0.7216294375747906,0.011063485705664818,0.6734680713193155,0.4859943855307366
0.34,0.9295847304616972,0.7238401285398675,0.011058820967469275,0.6728707307860929,0.48705083626292006
0.35,0.926038173845757,0.7271392405063292,0.011040514609857999,0.6733586944100718,0.489625529641673
0.36,0.9230719628578798,0.7299102590250867,0.01102520806115567,0.6737596955083902,0.49178411386919263
0.37,0.9204281661078153,0.7330149437682946,0.01100414959566869,0.6746876004222747,0.4945560934846993
0.38,0.9169460923394377,0.7358344113842173,0.010991630919797159,0.6747204881276483,0.4964825532302799
0.39,0.9128191900954347,0.7395256504022568,0.01097286682054117,0.6750532052549876,0.49921916067232286
0.4,0.9088857363941192,0.7421545914069082,0.01096563800641512,0.6745337223291444,0.5006082990853671
0.41,0.9045653856074284,0.7444279346210996,0.010965075161148417,0.6733837417374764,0.5012856680690575
0.42,0.8997936548877998,0.7475624129433194,0.010957335477177602,0.6726519157990121,0.502849289245656
0.43,0.8959891668816095,0.7505536649921677,0.01094557681586556,0.672487952996271,0.5047382977844318
0.44,0.8906370905339179,0.7530668992966577,0.010949051855565413,0.6707093121669742,0.5050889820429773
0.45,0.8857363941191643,0.7553893532776067,0.010952195439191315,0.6690758419281149,0.5054127675277489
0.46,0.8814805261800361,0.7586857586857587,0.010940209678753596,0.6687667217716226,0.5073837876910912
0.47,0.8759994841372195,0.7612350106466435,0.010944735307836734,0.6668414766336505,0.5076230785648403
0.48,0.8705829249419654,0.7634584935534947,0.01095288846516606,0.664653928389588,0.5074356869027272
0.49,0.8656822285272118,0.7660485021398002,0.010953773683316754,0.6631545744923149,0.5080085684769944
0.5,0.8600077379417075,0.768437427978797,0.010962129052420668,0.660862134185789,0.5078311986423063
0.51,0.8532370389476399,0.7711854528499825,0.010973647653226514,0.6580039922692139,0.5074431067552301
0.52,0.8462728914108847,0.7734559170202735,0.010992353515288327,0.6545547752756041,0.5062692639507914
0.53,0.8388573639411916,0.7760081126222859,0.011011188111614889,0.6509601197513101,0.5051503339205913
0.54,0.8323445963373742,0.7789981894990947,0.011019463518248868,0.6483949335861694,0.5050984793440118
0.55,0.8249935517152438,0.7820293398533007,0.0110332565477742,0.645169162631102,0.5045412143461075
