probability,efficiency,purity,rel_uncertainty,efficiency*purity,efficiency*purity**2
0.0,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.01,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.02,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.03,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.04,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.05,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.06,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.07,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.08,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.09,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.1,1.0,0.5001612591111397,0.0139055881549487,0.5001612591111397,0.2501612851156407
0.11,0.997291720402373,0.5277057458714344,0.013431125098823863,0.5262765711663402,0.2777191705219946
0.12,0.9947768893474336,0.5493750222570422,0.013082850564391775,0.5465055757260375,0.3002365128280895
0.13,0.992713438225432,0.5630943672275055,0.012874598240331742,0.558991345335791,0.31476487788750923
0.14,0.9905210214083053,0.5756848930030356,0.01269114713910175,0.5702279882266978,0.3282716383896228
0.15,0.9884575702863039,0.5869132399111724,0.012532581807761935,0.58013883509146,0.34049116330182216
0.16,0.9862006706216147,0.5975385817542489,0.01238802127139013,0.5892929500483288,0.35212527360965584
0.17,0.9845241165849884,0.6063783311489733,0.012269010350091068,0.5969940907907225,0.36200428047947697
0.18,0.9825896311581119,0.6155275488770399,0.012149388703595644,0.6048109872187473,0.3722778244966582
0.19,0.9805906628836729,0.6259312615764561,0.012014871636390824,0.6137823507088708,0.3841855611125663
0.2,0.978011348981171,0.6334363514868026,0.011926516055484853,0.619507940611319,0.39241884961793666
0.21,0.9755610007737942,0.6399746192893401,0.011851873838697874,0.6243342800637365,0.39955809319307395
0.22,0.9730461697188548,0.6470008146464863,0.011772040130304393,0.6295616644967422,0.4073269097995901
0.23,0.9704023729687903,0.6537926839864454,0.01169720561008487,0.634441971970081,0.41479351968797246
0.24,0.9677585762187259,0.6590839225330464,0.011643110778894837,0.637834118479234,0.4203862127327014
0.25,0.9639540882125355,0.6638099467140319,0.011603958540439717,0.6398823119311364,0.42476024338625923
0.26,0.9611813257673459,0.6690605502939988,0.011552231380540484,0.6430885067502158,0.4302651502140453
0.27,0.9585375290172814,0.6732641876896599,0.011513755751531548,0.6453489908438738,0.43449036409684244
0.28,0.955313386639154,0.6775978777899744,0.011477437124216512,0.647318323411044,0.4386215221978877
0.29,0.9521537271085891,0.6827260958017385,0.011430977253079783,0.650060196711921,0.4438130601372399
0.3,0.9489940675780243,0.6869398805078417,0.011396547251637582,0.6519018713846987,0.4478173936318433
0.31,0.9454475109620841,0.6912776991984912,0.011363205754210784,0.6535667800908098,0.4517961400137413
0.32,0.9411916430229559,0.6952462608364295,0.011339085155153304,0.6543599705422056,0.4549413227605046
0.33,0.9362909466082022,0.6986143187066974,0.011326636483649465,0.654106261775938,0.4569680004323816
0.34,0.932615424297137,0.7023942499150114,0.011301906596148749,0.6550637114083576,0.4601129842212169
0.35,0.9286819705958215,0.7055999216108961,0.011286092361215866,0.6552779256538642,0.4623640529747172
0.36,0.9242326541140057,0.709378866617174,0.011266569825718846,0.655631112665976,0.46509085562194674
0.37,0.9197833376321899,0.7126298960831335,0.011253795673483521,0.6554651043158252,0.4671040291747068
0.38,0.9144312612844984,0.7152007262457132,0.011255122840076418,0.6540019021724567,0.46774263539981886
0.39,0.9104333247356203,0.7189266255919344,0.01123421547086748,0.6545347579786254,0.4705624648862066
0.4,0.9057260768635543,0.7219737856592136,0.011226201534630229,0.6539104844834481,0.4721062279647655
0.41,0.9004384833634254,0.7249883183635325,0.011222423596845887,0.6528073818434594,0.4732777259779901
