probability,efficiency,purity,rel_uncertainty,efficiency*purity,efficiency*purity**2
0.0,1.0,0.5001451285193665,0.013905887170918263,0.5001451285193665,0.2501451495816537
0.01,0.9962599948413722,0.5241374631068291,0.013500072827944274,0.5221771862909794,0.27369262571481606
0.02,0.993874129481558,0.5340054741364376,0.013345957287074937,0.5307342257457386,0.28341498185978825
0.03,0.9920686097498066,0.5426807760141094,0.01321162925356034,0.5383765629982636,0.29216661099570673
0.04,0.9903920557131803,0.5498908023343239,0.013103299133855219,0.5446074821416611,0.29947464531215395
0.05,0.9896182615424297,0.555688319212108,0.013013768633400365,0.5499193084181211,0.30558373619715057
0.06,0.9884575702863039,0.5617487540310759,0.012923775595272505,0.5552648085209159,0.31191931434392844
0.07,0.9876837761155532,0.5676747461270477,0.012834654469305566,0.5606831368602005,0.3182856573748311
0.08,0.9865230848594274,0.572674527419053,0.012763684274711019,0.5649566414098589,0.32353627763164633
0.09,0.9857492906886768,0.578198872877189,0.012682932290817732,0.5699591288156814,0.3295497258672916
0.1,0.9838148052618003,0.5829512456059911,0.012622393233747982,0.573516066172982,0.33433190515058786
0.11,0.9825251483105494,0.5875298835505514,0.012561020367947158,0.5772628859723853,0.3391591961734107
0.12,0.980719628578798,0.5922507788161994,0.012501424364425305,0.5808319638261269,0.34399818293736617
0.13,0.9794944544751096,0.5970677253252624,0.012437344624477277,0.5848245259021625,0.34917984939482916
0.14,0.9783982460665464,0.6021270685344656,0.012369554062560772,0.5891200677633123,0.35472513941714895
0.15,0.9767216920299201,0.606001200240048,0.012323417018482196,0.5918945176706221,0.35868878812390126
0.16,0.9757544493164818,0.6105059307673687,0.012264087454043927,0.59570387828036,0.36368075067128247
0.17,0.9743358266701058,0.6146774062322025,0.012212922508964734,0.5989022187366894,0.3681316623997794
0.18,0.9731751354139799,0.6189304461942258,0.012159436635249059,0.6023277207869007,0.37279896498178744
0.19,0.9717565127676038,0.6222901267704505,0.012120647024092306,0.604714483520163,0.37630785260968974
0.2,0.9700799587309775,0.6266505602532595,0.012069690919203813,0.6079011496292259,0.38094159599375493
0.21,0.9676296105236007,0.6308222633260467,0.012026629642453402,0.6104023009717989,0.385055361038457
0.22,0.9656306422491617,0.6344801288026438,0.011988271893457506,0.6126734542700278,0.38872913217920796
0.23,0.9635671911271602,0.6381533993850359,0.011950405825583509,0.6149036785536879,0.3924028727633993
0.24,0.9619551199380965,0.6422974252992336,0.011903616557801372,0.6178612967896548,0.39685072012004097
0.25,0.9602785659014702,0.6457375769664383,0.01186716198462236,0.6200879543580216,0.40041409315322424
0.26,0.9573768377611556,0.6501861178016203,0.011824934522171841,0.6224731294171174,0.40472338745154113
0.27,0.954733041011091,0.653744259978806,0.011793452634196597,0.6241512453731107,0.40803529402129446
0.28,0.9515088986329636,0.6570194576784363,0.011769592358449337,0.625159860556036,0.4107421925448536
0.29,0.9484137219499613,0.6603510977416603,0.01174441079657004,0.6262860424029107,0.41356867560104216
0.3,0.946027856590147,0.6639963792713284,0.011710922405319206,0.6281590714656731,0.4170953490596465
0.31,0.942739231364457,0.6679459064327485,0.011679294193428998,0.6296988104234449,0.42060474270791137
0.32,0.938612329120454,0.6714331841874626,0.011659214065607552,0.6302154648589571,0.42314757629443145
0.33,0.935452669589889,0.675687005123428,0.011623414663598551,0.6320732127499078,0.4270836561417286
0.34,0.9317771472788239,0.6781808795231614,0.011613933118780997,0.6319134452611351,0.42855161608970777
0.35,0.9281016249677586,0.6823590764708671,0.011582875500501192,0.6332985676841109,0.4321370257752528
0.36,0.9237812741810678,0.6861768368617683,0.011560801835526642,0.633877312669699,0.4349519293661322
0.37,0.9198478204797523,0.6892969316259966,0.011545509352962217,0.6340482802195538,0.4370475340580785
0.38,0.9155919525406242,0.6928369278813311,0.011527111443913749,0.6343559155911156,0.43950520374149754
0.39,0.9091436677843694,0.6968663503361012,0.011516634322769798,0.6335516297000704,0.44150081193857715
0.4,0.9034691771988651,0.7000599580293795,0.011512230469927285,0.6324825942706755,0.4427757383994422
0.41,0.8990198607170493,0.7033244211269737,0.011499402567110075,0.6323026231204713,0.4447138763832725
0.42,0.8939901986071704,0.7073830297464156,0.011480566893148286,0.6323934952543401,0.4473444266649406
0.43,0.8882512251741037,0.7109677419354838,0.011472581219077392,0.6315179678334595,0.4489889035822402
0.44,0.8816739747227238,0.7147786083956297,0.011467567166569907,0.630201696710952,0.45045469178361897
0.45,0.8754836213567191,0.7185118543607113,0.011461419770089422,0.629045360243447,0.4519765482655208
0.46,0.8692287851431519,0.7229432586077443,0.011447431270599604,0.6284030904070411,0.45429977789804327
0.47,0.861942223368584,0.7262305769857655,0.011454896525929388,0.6259687982053603,0.45459768149576507
0.48,0.8540108331183905,0.7301797331569081,0.011458998269882437,0.6235814022394952,0.45532650188884516
0.49,0.8457570286303843,0.7338854073410922,0.011468897649572289,0.6206887414680013,0.45551440986427405
0.5,0.8364070157338148,0.7370723945902944,0.011493370993659373,0.6164925219390449,0.4543996193926214
0.51,0.8280242455506835,0.7403286249639666,0.011511102904897168,0.6130100511453633,0.4538288882535377
0.52,0.8189321640443642,0.7443441566053217,0.011525149268366605,0.6095673709625732,0.4537279106332598
0.53,0.8099045653856074,0.7488225123710726,0.011533873791344813,0.6064747714328521,0.4541419620340203
0.54,0.7997807583182873,0.7520160067907598,0.011567182650537782,0.6014479321786041,0.4522984722495136
0.55,0.7886897085375291,0.7550466078152972,0.01161070746360935,0.5954974890500968,0.4496283590698027
