plot_type,lower_bin,n_total,n_incorrect,accuracy,error_accuracy
overall,0,40618,3927,0.9118419575709956,0.001343356476204062
overall,1,3802,80,0.979392065945389,0.0022801727605112274
overall,2,3,1,0.75,0.21650635094610965
overall,3,0,0,0.0,0.0
