plot_type,lower_bin,n_total,n_incorrect,accuracy,error_accuracy
overall,0,1048,271,0.7945413191811979,0.011124950657777459
overall,300,2854,589,0.8289282602381645,0.006417695358446327
overall,600,3721,676,0.8462588128269275,0.005439619031306414
overall,900,4387,605,0.8788060897435898,0.00461901783888174
overall,1200,5021,584,0.895807314897413,0.004080732330807828
overall,1500,4911,467,0.9131647452584604,0.0038398318846146503
overall,1800,4321,295,0.9360918544194108,0.003600016082582489
overall,2100,3315,238,0.9330143540669856,0.004194086987048045
overall,2400,2312,130,0.9467649467649467,0.004543045658846019
overall,2700,1652,69,0.9599070307960488,0.0047288796500996105
overall,3000,1270,41,0.9687261632341724,0.004807172995040867
overall,3300,1007,19,0.9814814814814815,0.0042089182895405615
overall,3600,915,13,0.9859913793103449,0.003857982549101108
overall,3900,774,6,0.9923076923076923,0.003128269795949421
overall,4200,636,1,0.9984301412872841,0.0015686260005409016
overall,4500,589,2,0.9966159052453468,0.0023888639900630023
overall,4800,521,2,0.9961759082217974,0.002698866024980243
overall,5100,458,0,1.0,0.0
overall,5400,387,0,1.0,0.0
